ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,273.5,85.11,0.00
2.0,harvest,mon_L3_01,0.0,0.00,0.00
4.0,harvest,mon_L3_00,282.5,83.87,0.00
4.0,harvest,mon_L3_01,0.0,0.00,0.00
6.0,harvest,mon_L3_00,281.4,83.28,0.00
6.0,harvest,mon_L3_01,0.0,0.00,0.00
8.0,harvest,mon_L3_00,282.2,83.49,0.00
8.0,harvest,mon_L3_01,0.0,0.00,0.00
10.0,harvest,mon_L3_00,283.4,83.54,0.00
10.0,harvest,mon_L3_01,0.0,0.00,0.00
12.0,harvest,mon_L3_00,275.6,83.57,0.00
12.0,harvest,mon_L3_01,0.0,0.00,0.00
14.0,harvest,mon_L3_00,286.8,83.44,0.00
14.0,harvest,mon_L3_01,0.0,0.00,0.00
16.0,harvest,mon_L3_00,283.5,83.45,0.00
16.0,harvest,mon_L3_01,0.0,0.00,0.00
18.0,harvest,mon_L3_00,284.4,83.30,0.00
18.0,harvest,mon_L3_01,0.0,0.00,0.00
20.0,harvest,mon_L3_00,286.2,83.10,0.00
20.0,harvest,mon_L3_01,0.0,0.00,0.00
22.0,harvest,mon_L3_00,280.2,83.32,0.00
22.0,harvest,mon_L3_01,0.0,0.00,0.00
24.0,harvest,mon_L3_00,271.8,83.24,0.00
24.0,harvest,mon_L3_01,0.0,0.00,0.00
26.0,harvest,mon_L3_00,274.1,83.49,0.00
26.0,harvest,mon_L3_01,0.0,0.00,0.00
28.0,harvest,mon_L3_00,265.0,83.56,0.00
28.0,harvest,mon_L3_01,0.0,0.00,0.00
30.0,harvest,mon_L3_00,270.5,83.54,0.00
30.0,harvest,mon_L3_01,0.0,0.00,0.00
32.0,harvest,mon_L3_00,274.8,83.70,0.00
32.0,harvest,mon_L3_01,0.0,0.00,0.00
34.0,harvest,mon_L3_00,276.1,83.32,0.00
34.0,harvest,mon_L3_01,0.0,0.00,0.00
36.0,harvest,mon_L3_00,263.8,83.61,0.00
36.0,harvest,mon_L3_01,0.0,0.00,0.00
38.0,harvest,mon_L3_00,273.3,83.48,0.00
38.0,harvest,mon_L3_01,0.0,0.00,0.00
40.0,harvest,mon_L3_00,282.2,83.38,0.00
40.0,harvest,mon_L3_01,0.0,0.00,0.00
42.0,harvest,mon_L3_00,274.6,83.29,0.00
42.0,harvest,mon_L3_01,0.0,0.00,0.00
44.0,harvest,mon_L3_00,277.1,83.38,0.00
44.0,harvest,mon_L3_01,0.0,0.00,0.00
46.0,harvest,mon_L3_00,281.4,83.26,0.00
46.0,harvest,mon_L3_01,0.0,0.00,0.00
48.0,harvest,mon_L3_00,280.5,83.07,0.00
48.0,harvest,mon_L3_01,0.0,0.00,0.00
50.0,harvest,mon_L3_00,268.8,83.10,0.00
50.0,harvest,mon_L3_01,0.0,0.00,0.00
52.0,harvest,mon_L3_00,281.8,83.22,0.00
52.0,harvest,mon_L3_01,0.0,0.00,0.00
54.0,harvest,mon_L3_00,278.2,82.97,0.00
54.0,harvest,mon_L3_01,0.0,0.00,0.00
56.0,harvest,mon_L3_00,280.7,83.07,0.00
56.0,harvest,mon_L3_01,0.0,0.00,0.00
58.0,harvest,mon_L3_00,283.7,83.35,0.00
58.0,harvest,mon_L3_01,0.0,0.00,0.00
60.0,harvest,mon_L3_00,285.0,83.29,0.00
60.0,harvest,mon_L3_01,0.0,0.00,0.00
62.0,harvest,mon_L3_00,276.1,82.99,0.00
62.0,harvest,mon_L3_01,0.0,0.00,0.00
64.0,harvest,mon_L3_00,284.8,83.58,0.00
64.0,harvest,mon_L3_01,0.0,0.00,0.00
66.0,harvest,mon_L3_00,278.4,83.59,0.00
