ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,243.0,17.12,0.00
2.0,harvest,mon_L3_01,0.0,0.00,0.00
4.0,harvest,mon_L3_00,261.4,17.18,0.00
4.0,harvest,mon_L3_01,0.0,0.00,0.00
6.0,harvest,mon_L3_00,261.1,17.33,0.00
6.0,harvest,mon_L3_01,0.0,0.00,0.00
8.0,harvest,mon_L3_00,238.9,17.40,0.00
8.0,harvest,mon_L3_01,0.0,0.00,0.00
10.0,harvest,mon_L3_00,233.9,15.98,0.00
10.0,harvest,mon_L3_01,0.0,0.00,0.00
12.0,harvest,mon_L3_00,257.2,15.84,0.00
12.0,harvest,mon_L3_01,0.0,0.00,0.00
14.0,harvest,mon_L3_00,236.8,15.67,0.00
14.0,harvest,mon_L3_01,0.0,0.00,0.00
16.0,harvest,mon_L3_00,263.6,15.63,0.00
16.0,harvest,mon_L3_01,0.0,0.00,0.00
18.0,harvest,mon_L3_00,254.1,15.60,0.00
18.0,harvest,mon_L3_01,0.0,0.00,0.00
20.0,harvest,mon_L3_00,255.0,15.68,0.00
20.0,harvest,mon_L3_01,0.0,0.00,0.00
22.0,harvest,mon_L3_00,256.8,15.63,0.00
22.0,harvest,mon_L3_01,0.0,0.00,0.00
24.0,harvest,mon_L3_00,246.2,15.66,0.00
24.0,harvest,mon_L3_01,0.0,0.00,0.00
26.0,harvest,mon_L3_00,252.7,15.62,0.00
26.0,harvest,mon_L3_01,0.0,0.00,0.00
28.0,harvest,mon_L3_00,266.1,15.67,0.00
28.0,harvest,mon_L3_01,0.0,0.00,0.00
30.0,harvest,mon_L3_00,269.1,15.70,0.00
30.0,harvest,mon_L3_01,0.0,0.00,0.00
32.0,harvest,mon_L3_00,266.4,15.67,0.00
32.0,harvest,mon_L3_01,0.0,0.00,0.00
34.0,harvest,mon_L3_00,270.2,15.71,0.00
34.0,harvest,mon_L3_01,0.0,0.00,0.00
36.0,harvest,mon_L3_00,267.1,15.61,0.00
36.0,harvest,mon_L3_01,0.0,0.00,0.00
38.0,harvest,mon_L3_00,271.8,15.66,0.00
38.0,harvest,mon_L3_01,0.0,0.00,0.00
