timestamp,elapsed_s,gpu0_util_pct,gpu0_mem_util_pct,gpu0_mem_used_mb,gpu0_power_w,gpu0_temp_c,gpu_avg_util_pct,gpu_avg_mem_util_pct,gpu_avg_power_w
2026-04-15 22:36:20.134,1.9,0.0,0.0,21472.0,146.99,47.0,0.0,0.0,146.99
2026-04-15 22:36:22.161,3.927,0.0,0.0,21472.0,146.68,47.0,0.0,0.0,146.68
2026-04-15 22:36:24.178,5.945,0.0,0.0,21472.0,146.77,47.0,0.0,0.0,146.77
2026-04-15 22:36:26.216,7.983,0.0,0.0,21472.0,146.45,47.0,0.0,0.0,146.45
2026-04-15 22:36:28.240,10.006,0.0,0.0,21472.0,146.49,47.0,0.0,0.0,146.49
2026-04-15 22:36:30.264,12.03,0.0,0.0,21472.0,146.54,47.0,0.0,0.0,146.54
2026-04-15 22:36:32.281,14.048,0.0,0.0,21472.0,101.1,45.0,0.0,0.0,101.1
2026-04-15 22:36:34.298,16.065,0.0,0.0,21472.0,147.27,47.0,0.0,0.0,147.27
2026-04-15 22:36:36.318,18.084,0.0,0.0,21472.0,168.18,48.0,0.0,0.0,168.18
2026-04-15 22:36:38.335,20.101,0.0,0.0,21472.0,165.75,49.0,0.0,0.0,165.75
2026-04-15 22:36:40.353,22.12,0.0,0.0,21472.0,157.1,50.0,0.0,0.0,157.1
2026-04-15 22:36:42.378,24.145,0.0,0.0,21472.0,184.83,48.0,0.0,0.0,184.83
2026-04-15 22:36:44.401,26.168,0.0,0.0,21472.0,147.16,49.0,0.0,0.0,147.16
2026-04-15 22:36:46.419,28.186,0.0,0.0,21472.0,146.79,47.0,0.0,0.0,146.79
