ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,244.1,17.28,0.00
2.0,harvest,mon_L3_01,238.5,17.81,17.81
4.0,harvest,mon_L3_00,255.7,16.94,0.00
4.0,harvest,mon_L3_01,267.4,17.61,17.61
6.0,harvest,mon_L3_00,253.5,15.77,0.00
6.0,harvest,mon_L3_01,249.4,16.53,16.53
8.0,harvest,mon_L3_00,245.0,16.03,0.00
8.0,harvest,mon_L3_01,242.8,16.54,16.54
10.0,harvest,mon_L3_00,248.8,16.09,0.00
10.0,harvest,mon_L3_01,248.6,16.47,16.47
12.0,harvest,mon_L3_00,246.1,16.02,0.00
12.0,harvest,mon_L3_01,244.9,16.57,16.57
14.0,harvest,mon_L3_00,254.1,15.94,0.00
14.0,harvest,mon_L3_01,242.2,16.53,16.53
16.0,harvest,mon_L3_00,250.8,15.91,0.00
16.0,harvest,mon_L3_01,245.0,16.53,16.53
18.0,harvest,mon_L3_00,231.6,15.94,0.00
18.0,harvest,mon_L3_01,222.2,16.53,16.52
20.0,harvest,mon_L3_00,244.9,15.95,0.00
20.0,harvest,mon_L3_01,249.8,16.46,16.46
22.0,harvest,mon_L3_00,263.4,15.91,0.00
22.0,harvest,mon_L3_01,250.0,16.45,16.45
24.0,harvest,mon_L3_00,243.8,15.93,0.00
24.0,harvest,mon_L3_01,242.5,16.52,16.52
26.0,harvest,mon_L3_00,251.4,15.98,0.00
26.0,harvest,mon_L3_01,247.4,16.47,16.47
28.0,harvest,mon_L3_00,244.1,15.99,0.00
28.0,harvest,mon_L3_01,248.1,16.47,16.47
30.0,harvest,mon_L3_00,261.9,15.95,0.00
30.0,harvest,mon_L3_01,252.2,16.43,16.43
32.0,harvest,mon_L3_00,230.9,15.97,0.00
32.0,harvest,mon_L3_01,242.3,16.42,16.42
34.0,harvest,mon_L3_00,222.0,16.00,0.00
34.0,harvest,mon_L3_01,248.6,16.54,16.54
36.0,harvest,mon_L3_00,255.8,16.00,0.00
36.0,harvest,mon_L3_01,248.2,16.47,16.47
38.0,harvest,mon_L3_00,231.6,15.98,0.00
38.0,harvest,mon_L3_01,224.1,16.46,16.46
40.0,harvest,mon_L3_00,257.0,15.96,0.00
40.0,harvest,mon_L3_01,249.6,16.49,16.49
42.0,harvest,mon_L3_00,254.1,16.00,0.00
42.0,harvest,mon_L3_01,250.4,16.47,16.47
44.0,harvest,mon_L3_00,263.1,15.99,0.00
44.0,harvest,mon_L3_01,245.0,16.43,16.43
46.0,harvest,mon_L3_00,244.6,15.95,0.00
46.0,harvest,mon_L3_01,245.2,16.43,16.43
48.0,harvest,mon_L3_00,244.1,15.97,0.00
48.0,harvest,mon_L3_01,249.1,16.45,16.45
50.0,harvest,mon_L3_00,259.8,15.99,0.00
50.0,harvest,mon_L3_01,248.3,16.39,16.39
52.0,harvest,mon_L3_00,248.3,15.93,0.00
52.0,harvest,mon_L3_01,248.6,16.43,16.43
54.0,harvest,mon_L3_00,246.0,16.00,0.00
54.0,harvest,mon_L3_01,243.9,16.48,16.48
56.0,harvest,mon_L3_00,259.5,15.97,0.00
56.0,harvest,mon_L3_01,245.2,16.43,16.43
58.0,harvest,mon_L3_00,257.5,15.94,0.00
58.0,harvest,mon_L3_01,229.6,16.46,16.46
60.0,harvest,mon_L3_00,262.3,15.97,0.00
60.0,harvest,mon_L3_01,240.4,16.47,16.47
62.0,harvest,mon_L3_00,240.6,15.97,0.00
62.0,harvest,mon_L3_01,232.4,16.53,16.53
64.0,harvest,mon_L3_00,236.1,15.99,0.00
64.0,harvest,mon_L3_01,241.1,16.47,16.47
66.0,harvest,mon_L3_00,240.6,16.00,0.00
66.0,harvest,mon_L3_01,242.3,16.45,16.45
68.0,harvest,mon_L3_00,228.6,16.05,0.00
68.0,harvest,mon_L3_01,242.8,16.50,16.50
70.0,harvest,mon_L3_00,237.4,15.97,0.00
70.0,harvest,mon_L3_01,246.6,16.50,16.50
72.0,harvest,mon_L3_00,242.3,15.97,0.00
72.0,harvest,mon_L3_01,244.9,16.50,16.50
74.0,harvest,mon_L3_00,227.0,16.02,0.00
74.0,harvest,mon_L3_01,247.1,16.38,16.38
76.0,harvest,mon_L3_00,234.1,15.94,0.00
76.0,harvest,mon_L3_01,250.2,16.44,16.44
78.0,harvest,mon_L3_00,241.1,16.01,0.00
78.0,harvest,mon_L3_01,244.6,16.51,16.51
80.0,harvest,mon_L3_00,233.7,15.96,0.00
80.0,harvest,mon_L3_01,238.7,16.48,16.48
82.0,harvest,mon_L3_00,229.2,15.99,0.00
82.0,harvest,mon_L3_01,248.6,16.47,16.47
84.0,harvest,mon_L3_00,245.3,15.94,0.00
84.0,harvest,mon_L3_01,221.5,16.49,16.49
86.0,harvest,mon_L3_00,252.7,15.97,0.00
86.0,harvest,mon_L3_01,242.6,16.50,16.50
88.0,harvest,mon_L3_00,244.9,15.96,0.00
88.0,harvest,mon_L3_01,239.4,16.49,16.49
90.0,harvest,mon_L3_00,221.1,16.07,0.00
90.0,harvest,mon_L3_01,219.5,16.53,16.53
