ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,279.0,17.03,1.00
2.0,harvest,mon_L3_01,280.9,17.28,17.28
4.0,harvest,mon_L3_00,263.4,15.95,0.85
4.0,harvest,mon_L3_01,291.3,16.78,16.78
6.0,harvest,mon_L3_00,266.2,15.32,0.79
6.0,harvest,mon_L3_01,253.8,15.67,15.67
8.0,harvest,mon_L3_00,268.0,15.55,0.82
8.0,harvest,mon_L3_01,259.8,16.08,16.08
10.0,harvest,mon_L3_00,256.6,15.60,0.80
10.0,harvest,mon_L3_01,256.6,15.96,15.96
12.0,harvest,mon_L3_00,251.1,15.60,0.82
12.0,harvest,mon_L3_01,256.4,16.00,16.00
14.0,harvest,mon_L3_00,266.8,15.49,0.81
14.0,harvest,mon_L3_01,255.0,16.00,16.00
16.0,harvest,mon_L3_00,264.3,15.50,0.82
16.0,harvest,mon_L3_01,253.4,16.00,16.00
18.0,harvest,mon_L3_00,263.7,15.55,0.79
18.0,harvest,mon_L3_01,257.5,15.94,15.94
20.0,harvest,mon_L3_00,260.7,15.54,0.79
20.0,harvest,mon_L3_01,253.9,16.00,16.00
22.0,harvest,mon_L3_00,255.2,15.56,0.78
22.0,harvest,mon_L3_01,246.9,16.01,16.01
24.0,harvest,mon_L3_00,267.3,15.55,0.79
24.0,harvest,mon_L3_01,250.9,15.97,15.97
26.0,harvest,mon_L3_00,259.5,15.59,0.82
26.0,harvest,mon_L3_01,252.4,15.91,15.91
28.0,harvest,mon_L3_00,262.1,15.56,0.81
28.0,harvest,mon_L3_01,254.8,15.97,15.97
30.0,harvest,mon_L3_00,268.9,15.57,0.80
30.0,harvest,mon_L3_01,244.8,16.01,16.01
32.0,harvest,mon_L3_00,242.2,15.60,0.80
32.0,harvest,mon_L3_01,259.9,16.00,16.00
34.0,harvest,mon_L3_00,237.9,15.64,0.81
34.0,harvest,mon_L3_01,253.7,16.04,16.04
36.0,harvest,mon_L3_00,242.8,15.58,0.80
36.0,harvest,mon_L3_01,256.3,15.99,15.99
38.0,harvest,mon_L3_00,267.8,15.51,0.81
38.0,harvest,mon_L3_01,253.9,15.98,15.98
40.0,harvest,mon_L3_00,245.3,15.55,0.81
40.0,harvest,mon_L3_01,254.2,15.99,15.99
42.0,harvest,mon_L3_00,247.7,15.56,0.80
42.0,harvest,mon_L3_01,244.7,16.01,16.01
44.0,harvest,mon_L3_00,240.5,15.55,0.82
44.0,harvest,mon_L3_01,253.7,16.06,16.06
46.0,harvest,mon_L3_00,247.9,15.58,0.82
46.0,harvest,mon_L3_01,252.8,16.04,16.04
48.0,harvest,mon_L3_00,248.3,15.57,0.80
48.0,harvest,mon_L3_01,248.1,16.00,16.00
50.0,harvest,mon_L3_00,238.1,15.60,0.79
50.0,harvest,mon_L3_01,235.3,16.04,16.03
52.0,harvest,mon_L3_00,257.9,15.58,0.81
52.0,harvest,mon_L3_01,249.7,15.99,15.99
54.0,harvest,mon_L3_00,265.0,15.49,0.79
54.0,harvest,mon_L3_01,245.3,16.04,16.04
56.0,harvest,mon_L3_00,254.9,15.55,0.78
56.0,harvest,mon_L3_01,249.3,15.95,15.95
58.0,harvest,mon_L3_00,253.9,15.53,0.79
58.0,harvest,mon_L3_01,246.1,15.97,15.97
60.0,harvest,mon_L3_00,256.2,15.57,0.82
60.0,harvest,mon_L3_01,244.0,16.02,16.02
62.0,harvest,mon_L3_00,245.9,15.61,0.80
62.0,harvest,mon_L3_01,245.4,16.05,16.05
64.0,harvest,mon_L3_00,264.3,15.57,0.79
64.0,harvest,mon_L3_01,243.9,16.04,16.04
66.0,harvest,mon_L3_00,246.9,15.57,0.81
66.0,harvest,mon_L3_01,254.9,16.03,16.03
68.0,harvest,mon_L3_00,254.6,15.57,0.82
68.0,harvest,mon_L3_01,240.2,16.07,16.07
70.0,harvest,mon_L3_00,238.8,15.54,0.79
70.0,harvest,mon_L3_01,250.9,16.00,16.00
72.0,harvest,mon_L3_00,267.5,15.53,0.79
72.0,harvest,mon_L3_01,237.0,16.08,16.08
74.0,harvest,mon_L3_00,270.4,15.54,0.80
74.0,harvest,mon_L3_01,248.9,16.09,16.09
76.0,harvest,mon_L3_00,265.0,15.53,0.81
76.0,harvest,mon_L3_01,240.4,16.02,16.02
78.0,harvest,mon_L3_00,265.3,15.59,0.80
78.0,harvest,mon_L3_01,254.2,16.06,16.06
80.0,harvest,mon_L3_00,267.5,15.55,0.82
80.0,harvest,mon_L3_01,242.8,16.04,16.04
82.0,harvest,mon_L3_00,253.6,15.56,0.81
82.0,harvest,mon_L3_01,257.1,15.99,15.99
84.0,harvest,mon_L3_00,258.5,15.52,0.84
84.0,harvest,mon_L3_01,240.5,16.02,16.02
86.0,harvest,mon_L3_00,264.4,15.56,0.81
86.0,harvest,mon_L3_01,254.6,16.00,16.00
88.0,harvest,mon_L3_00,260.7,15.58,0.82
88.0,harvest,mon_L3_01,255.0,16.00,16.00
90.0,harvest,mon_L3_00,262.3,15.55,0.81
90.0,harvest,mon_L3_01,259.9,16.08,16.08
92.0,harvest,mon_L3_00,260.7,15.53,0.81
92.0,harvest,mon_L3_01,255.2,16.01,16.01
94.0,harvest,mon_L3_00,260.5,15.48,0.83
94.0,harvest,mon_L3_01,254.5,16.01,16.01
96.0,harvest,mon_L3_00,264.5,15.56,0.82
96.0,harvest,mon_L3_01,253.1,15.95,15.95
98.0,harvest,mon_L3_00,253.4,15.56,0.81
98.0,harvest,mon_L3_01,255.0,15.99,15.99
100.0,harvest,mon_L3_00,266.1,15.58,0.78
100.0,harvest,mon_L3_01,256.9,15.95,15.95
