timestamp,gpu_index,gpu_util_pct,gpu_mem_util_pct,gpu_mem_used_mib,gpu_mem_total_mib,gpu_temp_c,gpu_power_w
2026-05-25T16:43:00.118265+00:00,0,0,0,6312,81559,48,129.35
2026-05-25T16:43:00.118265+00:00,1,0,0,0,81559,34,71.86
2026-05-25T16:43:00.118265+00:00,2,0,0,0,81559,34,72.46
2026-05-25T16:43:00.118265+00:00,3,0,0,0,81559,47,79.48
2026-05-25T16:43:00.118265+00:00,4,0,0,0,81559,46,84.69
2026-05-25T16:43:00.118265+00:00,5,0,0,0,81559,35,72.41
2026-05-25T16:43:00.118265+00:00,6,0,0,0,81559,34,70.65
2026-05-25T16:43:00.118265+00:00,7,0,0,1283,81559,48,139.53
2026-05-25T16:43:01.292395+00:00,0,0,0,6312,81559,47,129.18
2026-05-25T16:43:01.292395+00:00,1,0,0,0,81559,34,71.71
2026-05-25T16:43:01.292395+00:00,2,0,0,0,81559,34,72.39
2026-05-25T16:43:01.292395+00:00,3,0,0,0,81559,47,79.26
2026-05-25T16:43:01.292395+00:00,4,0,0,0,81559,46,84.40
2026-05-25T16:43:01.292395+00:00,5,0,0,0,81559,35,72.44
2026-05-25T16:43:01.292395+00:00,6,0,0,0,81559,34,70.57
2026-05-25T16:43:01.292395+00:00,7,0,0,1283,81559,48,139.40
2026-05-25T16:43:02.468719+00:00,0,0,0,6312,81559,47,128.98
2026-05-25T16:43:02.468719+00:00,1,0,0,0,81559,34,71.68
2026-05-25T16:43:02.468719+00:00,2,0,0,0,81559,34,72.32
2026-05-25T16:43:02.468719+00:00,3,0,0,0,81559,47,79.09
2026-05-25T16:43:02.468719+00:00,4,0,0,0,81559,46,84.35
2026-05-25T16:43:02.468719+00:00,5,0,0,0,81559,34,72.23
2026-05-25T16:43:02.468719+00:00,6,0,0,0,81559,33,70.59
2026-05-25T16:43:02.468719+00:00,7,0,0,1283,81559,47,139.17
2026-05-25T16:43:03.638856+00:00,0,0,0,6312,81559,47,128.81
2026-05-25T16:43:03.638856+00:00,1,0,0,0,81559,33,71.58
2026-05-25T16:43:03.638856+00:00,2,0,0,0,81559,33,72.22
2026-05-25T16:43:03.638856+00:00,3,0,0,0,81559,46,78.89
2026-05-25T16:43:03.638856+00:00,4,0,0,0,81559,45,84.54
2026-05-25T16:43:03.638856+00:00,5,0,0,0,81559,34,72.26
2026-05-25T16:43:03.638856+00:00,6,0,0,0,81559,33,70.52
2026-05-25T16:43:03.638856+00:00,7,0,0,1283,81559,47,139.00
2026-05-25T16:43:04.799452+00:00,0,0,0,6312,81559,47,128.63
2026-05-25T16:43:04.799452+00:00,1,0,0,0,81559,33,71.71
2026-05-25T16:43:04.799452+00:00,2,0,0,0,81559,33,72.18
2026-05-25T16:43:04.799452+00:00,3,0,0,0,81559,46,78.73
2026-05-25T16:43:04.799452+00:00,4,0,0,0,81559,45,84.26
2026-05-25T16:43:04.799452+00:00,5,0,0,0,81559,34,72.11
2026-05-25T16:43:04.799452+00:00,6,0,0,0,81559,33,70.45
2026-05-25T16:43:04.799452+00:00,7,0,0,1283,81559,47,138.78
2026-05-25T16:43:05.957773+00:00,0,0,0,6312,81559,46,128.51
2026-05-25T16:43:05.957773+00:00,1,0,0,0,81559,33,71.72
2026-05-25T16:43:05.957773+00:00,2,0,0,0,81559,33,72.13
2026-05-25T16:43:05.957773+00:00,3,0,0,0,81559,46,78.57
2026-05-25T16:43:05.957773+00:00,4,0,0,0,81559,45,84.08
2026-05-25T16:43:05.957773+00:00,5,0,0,0,81559,34,72.11
2026-05-25T16:43:05.957773+00:00,6,0,0,0,81559,33,70.47
2026-05-25T16:43:05.957773+00:00,7,0,0,1283,81559,47,138.62
2026-05-25T16:43:07.124455+00:00,0,0,0,6312,81559,46,128.27
2026-05-25T16:43:07.124455+00:00,1,0,0,0,81559,33,71.65
2026-05-25T16:43:07.124455+00:00,2,0,0,0,81559,33,72.09
2026-05-25T16:43:07.124455+00:00,3,0,0,0,81559,45,78.41
2026-05-25T16:43:07.124455+00:00,4,0,0,0,81559,44,83.80
2026-05-25T16:43:07.124455+00:00,5,0,0,0,81559,33,72.02
2026-05-25T16:43:07.124455+00:00,6,0,0,0,81559,32,70.39
