timestamp,gpu_index,gpu_util_pct,gpu_mem_util_pct,gpu_mem_used_mib,gpu_mem_total_mib,gpu_temp_c,gpu_power_w
2026-05-27T02:36:30.329534+00:00,0,0,0,6312,81559,35,120.35
2026-05-27T02:36:30.329534+00:00,1,0,0,0,81559,26,69.90
2026-05-27T02:36:30.329534+00:00,2,0,0,0,81559,26,70.69
2026-05-27T02:36:30.329534+00:00,3,0,0,0,81559,31,73.06
2026-05-27T02:36:30.329534+00:00,4,0,0,0,81559,30,76.75
2026-05-27T02:36:30.329534+00:00,5,0,0,0,81559,28,70.69
2026-05-27T02:36:30.329534+00:00,6,0,0,0,81559,26,69.38
2026-05-27T02:36:30.329534+00:00,7,0,0,3665,81559,35,130.84
2026-05-27T02:36:31.020473+00:00,0,0,0,6312,81559,35,120.35
2026-05-27T02:36:31.020473+00:00,1,0,0,0,81559,26,69.85
2026-05-27T02:36:31.020473+00:00,2,0,0,0,81559,26,70.71
2026-05-27T02:36:31.020473+00:00,3,0,0,0,81559,31,73.08
2026-05-27T02:36:31.020473+00:00,4,0,0,0,81559,30,76.74
2026-05-27T02:36:31.020473+00:00,5,0,0,0,81559,28,70.69
2026-05-27T02:36:31.020473+00:00,6,0,0,0,81559,26,69.37
2026-05-27T02:36:31.020473+00:00,7,0,0,3665,81559,35,130.82
2026-05-27T02:36:31.680253+00:00,0,0,0,6312,81559,35,120.34
2026-05-27T02:36:31.680253+00:00,1,0,0,0,81559,26,69.87
2026-05-27T02:36:31.680253+00:00,2,0,0,0,81559,26,70.69
2026-05-27T02:36:31.680253+00:00,3,0,0,0,81559,31,73.06
2026-05-27T02:36:31.680253+00:00,4,0,0,0,81559,30,76.74
2026-05-27T02:36:31.680253+00:00,5,0,0,0,81559,28,70.67
2026-05-27T02:36:31.680253+00:00,6,0,0,0,81559,26,69.40
2026-05-27T02:36:31.680253+00:00,7,0,0,3665,81559,35,130.84
2026-05-27T02:36:32.340911+00:00,0,0,0,6312,81559,35,120.38
2026-05-27T02:36:32.340911+00:00,1,0,0,0,81559,26,69.92
2026-05-27T02:36:32.340911+00:00,2,0,0,0,81559,26,70.67
2026-05-27T02:36:32.340911+00:00,3,0,0,0,81559,31,73.05
2026-05-27T02:36:32.340911+00:00,4,0,0,0,81559,30,76.76
2026-05-27T02:36:32.340911+00:00,5,0,0,0,81559,28,70.69
2026-05-27T02:36:32.340911+00:00,6,0,0,0,81559,26,69.42
2026-05-27T02:36:32.340911+00:00,7,0,0,3665,81559,35,130.84
2026-05-27T02:36:33.013956+00:00,0,0,0,6312,81559,35,120.35
2026-05-27T02:36:33.013956+00:00,1,0,0,0,81559,26,69.90
2026-05-27T02:36:33.013956+00:00,2,0,0,0,81559,26,70.68
2026-05-27T02:36:33.013956+00:00,3,0,0,0,81559,31,73.07
2026-05-27T02:36:33.013956+00:00,4,0,0,0,81559,30,76.73
2026-05-27T02:36:33.013956+00:00,5,0,0,0,81559,28,70.68
2026-05-27T02:36:33.013956+00:00,6,0,0,0,81559,26,69.38
2026-05-27T02:36:33.013956+00:00,7,0,0,3665,81559,35,130.82
2026-05-27T02:36:33.822926+00:00,0,0,0,6312,81559,35,120.35
2026-05-27T02:36:33.822926+00:00,1,0,0,0,81559,26,69.92
2026-05-27T02:36:33.822926+00:00,2,0,0,0,81559,26,70.67
2026-05-27T02:36:33.822926+00:00,3,0,0,0,81559,31,73.10
2026-05-27T02:36:33.822926+00:00,4,0,0,0,81559,30,76.73
2026-05-27T02:36:33.822926+00:00,5,0,0,0,81559,28,70.68
2026-05-27T02:36:33.822926+00:00,6,0,0,0,81559,26,69.35
2026-05-27T02:36:33.822926+00:00,7,0,0,3665,81559,35,130.86
2026-05-27T02:36:34.482847+00:00,0,0,0,6312,81559,35,120.36
2026-05-27T02:36:34.482847+00:00,1,0,0,0,81559,26,69.92
2026-05-27T02:36:34.482847+00:00,2,0,0,0,81559,26,70.68
2026-05-27T02:36:34.482847+00:00,3,0,0,0,81559,31,73.06
2026-05-27T02:36:34.482847+00:00,4,0,0,0,81559,30,76.72
2026-05-27T02:36:34.482847+00:00,5,0,0,0,81559,28,70.68
2026-05-27T02:36:34.482847+00:00,6,0,0,0,81559,26,69.36
2026-05-27T02:36:34.482847+00:00,7,0,0,3665,81559,35,130.82
2026-05-27T02:36:35.154744+00:00,0,0,0,6312,81559,35,120.37
2026-05-27T02:36:35.154744+00:00,1,0,0,0,81559,26,69.91
2026-05-27T02:36:35.154744+00:00,2,0,0,0,81559,26,70.60
2026-05-27T02:36:35.154744+00:00,3,0,0,0,81559,31,73.06
2026-05-27T02:36:35.154744+00:00,4,0,0,0,81559,30,76.73
2026-05-27T02:36:35.154744+00:00,5,0,0,0,81559,28,70.65
2026-05-27T02:36:35.154744+00:00,6,0,0,0,81559,26,69.39
2026-05-27T02:36:35.154744+00:00,7,0,0,3665,81559,35,130.83
2026-05-27T02:36:35.814036+00:00,0,0,0,6312,81559,35,120.39
2026-05-27T02:36:35.814036+00:00,1,0,0,0,81559,26,69.90
2026-05-27T02:36:35.814036+00:00,2,0,0,0,81559,26,70.63
2026-05-27T02:36:35.814036+00:00,3,0,0,0,81559,31,73.06
2026-05-27T02:36:35.814036+00:00,4,0,0,0,81559,30,76.71
2026-05-27T02:36:35.814036+00:00,5,0,0,0,81559,28,70.66
2026-05-27T02:36:35.814036+00:00,6,0,0,0,81559,26,69.39
2026-05-27T02:36:35.814036+00:00,7,0,0,3665,81559,35,130.81
2026-05-27T02:36:36.473044+00:00,0,0,0,6312,81559,35,120.38
2026-05-27T02:36:36.473044+00:00,1,0,0,0,81559,26,69.88
2026-05-27T02:36:36.473044+00:00,2,0,0,0,81559,26,70.56
2026-05-27T02:36:36.473044+00:00,3,0,0,0,81559,31,73.04
2026-05-27T02:36:36.473044+00:00,4,0,0,0,81559,30,76.73
2026-05-27T02:36:36.473044+00:00,5,0,0,0,81559,28,70.65
2026-05-27T02:36:36.473044+00:00,6,0,0,0,81559,26,69.42
2026-05-27T02:36:36.473044+00:00,7,0,0,3665,81559,35,130.76
2026-05-27T02:36:37.134811+00:00,0,0,0,6312,81559,35,120.38
2026-05-27T02:36:37.134811+00:00,1,0,0,0,81559,26,69.87
2026-05-27T02:36:37.134811+00:00,2,0,0,0,81559,26,70.69
2026-05-27T02:36:37.134811+00:00,3,0,0,0,81559,31,73.09
2026-05-27T02:36:37.134811+00:00,4,0,0,0,81559,30,76.73
2026-05-27T02:36:37.134811+00:00,5,0,0,0,81559,28,70.66
2026-05-27T02:36:37.134811+00:00,6,0,0,0,81559,26,69.39
2026-05-27T02:36:37.134811+00:00,7,0,0,3665,81559,35,130.83
2026-05-27T02:36:37.820346+00:00,0,0,0,6312,81559,35,120.36
2026-05-27T02:36:37.820346+00:00,1,0,0,0,81559,26,69.90
2026-05-27T02:36:37.820346+00:00,2,0,0,0,81559,26,70.62
2026-05-27T02:36:37.820346+00:00,3,0,0,0,81559,31,73.10
2026-05-27T02:36:37.820346+00:00,4,0,0,0,81559,30,76.71
2026-05-27T02:36:37.820346+00:00,5,0,0,0,81559,28,70.63
2026-05-27T02:36:37.820346+00:00,6,0,0,0,81559,26,69.40
2026-05-27T02:36:37.820346+00:00,7,0,0,3665,81559,35,130.79
2026-05-27T02:36:38.505886+00:00,0,0,0,6312,81559,35,120.32
2026-05-27T02:36:38.505886+00:00,1,0,0,0,81559,26,69.92
2026-05-27T02:36:38.505886+00:00,2,0,0,0,81559,26,70.70
2026-05-27T02:36:38.505886+00:00,3,0,0,0,81559,31,73.06
2026-05-27T02:36:38.505886+00:00,4,0,0,0,81559,30,76.74
2026-05-27T02:36:38.505886+00:00,5,0,0,0,81559,28,70.62
2026-05-27T02:36:38.505886+00:00,6,0,0,0,81559,26,69.40
2026-05-27T02:36:38.505886+00:00,7,0,0,3665,81559,35,130.84
2026-05-27T02:36:39.165342+00:00,0,0,0,6312,81559,35,120.31
2026-05-27T02:36:39.165342+00:00,1,0,0,0,81559,26,69.93
2026-05-27T02:36:39.165342+00:00,2,0,0,0,81559,26,70.60
2026-05-27T02:36:39.165342+00:00,3,0,0,0,81559,31,73.07
2026-05-27T02:36:39.165342+00:00,4,0,0,0,81559,30,76.71
2026-05-27T02:36:39.165342+00:00,5,0,0,0,81559,28,70.64
2026-05-27T02:36:39.165342+00:00,6,0,0,0,81559,26,69.38
2026-05-27T02:36:39.165342+00:00,7,0,0,3665,81559,35,130.84
2026-05-27T02:36:39.823750+00:00,0,0,0,6312,81559,35,120.33
2026-05-27T02:36:39.823750+00:00,1,0,0,1,81559,26,69.89
2026-05-27T02:36:39.823750+00:00,2,0,0,1,81559,26,70.66
2026-05-27T02:36:39.823750+00:00,3,0,0,1,81559,31,73.07
2026-05-27T02:36:39.823750+00:00,4,0,0,1,81559,30,76.73
2026-05-27T02:36:39.823750+00:00,5,0,0,0,81559,28,70.68
2026-05-27T02:36:39.823750+00:00,6,0,0,0,81559,26,69.38
2026-05-27T02:36:39.823750+00:00,7,0,0,3665,81559,35,130.82
2026-05-27T02:36:40.605816+00:00,0,0,0,6312,81559,35,120.43
2026-05-27T02:36:40.605816+00:00,1,0,0,4,81559,26,69.95
2026-05-27T02:36:40.605816+00:00,2,0,0,1,81559,26,70.71
2026-05-27T02:36:40.605816+00:00,3,0,0,1,81559,31,73.07
2026-05-27T02:36:40.605816+00:00,4,0,0,4,81559,30,76.73
2026-05-27T02:36:40.605816+00:00,5,0,0,1,81559,28,70.71
2026-05-27T02:36:40.605816+00:00,6,0,0,1,81559,26,69.42
2026-05-27T02:36:40.605816+00:00,7,0,0,3665,81559,35,130.88
2026-05-27T02:36:42.100024+00:00,0,0,0,6312,81559,35,120.40
2026-05-27T02:36:42.100024+00:00,1,0,0,4,81559,26,69.92
2026-05-27T02:36:42.100024+00:00,2,0,0,4,81559,26,70.67
2026-05-27T02:36:42.100024+00:00,3,0,0,4,81559,31,75.47
2026-05-27T02:36:42.100024+00:00,4,0,0,4,81559,30,76.76
2026-05-27T02:36:42.100024+00:00,5,0,0,4,81559,28,70.71
2026-05-27T02:36:42.100024+00:00,6,0,0,4,81559,26,69.43
2026-05-27T02:36:42.100024+00:00,7,0,0,3665,81559,35,130.91
2026-05-27T02:36:42.974628+00:00,0,0,0,6312,81559,35,120.39
2026-05-27T02:36:42.974628+00:00,1,0,0,4,81559,26,69.92
2026-05-27T02:36:42.974628+00:00,2,0,0,4,81559,26,70.68
2026-05-27T02:36:42.974628+00:00,3,0,0,4,81559,31,77.06
2026-05-27T02:36:42.974628+00:00,4,0,0,4,81559,30,76.75
2026-05-27T02:36:42.974628+00:00,5,0,0,4,81559,28,70.67
2026-05-27T02:36:42.974628+00:00,6,0,0,4,81559,26,69.46
2026-05-27T02:36:42.974628+00:00,7,0,0,3665,81559,35,130.91
2026-05-27T02:36:43.667503+00:00,0,0,0,6312,81559,35,120.42
2026-05-27T02:36:43.667503+00:00,1,0,0,4,81559,26,69.90
2026-05-27T02:36:43.667503+00:00,2,0,0,4,81559,26,70.71
2026-05-27T02:36:43.667503+00:00,3,0,0,4,81559,31,76.66
2026-05-27T02:36:43.667503+00:00,4,0,0,4,81559,30,76.73
2026-05-27T02:36:43.667503+00:00,5,0,0,4,81559,28,70.67
