worker=1 K=3584 N=18944 B=128 dtype=bf16
  t=5.0s iters=196 tflops=0.68
  t=10.0s iters=389 tflops=0.67
  t=15.0s iters=569 tflops=0.66
  t=20.1s iters=755 tflops=0.65
  t=25.1s iters=943 tflops=0.65
  t=30.1s iters=1130 tflops=0.65
  t=35.1s iters=1297 tflops=0.64
  t=40.1s iters=1469 tflops=0.64
  t=45.1s iters=1623 tflops=0.63
  t=50.1s iters=1797 tflops=0.62
