worker=23 cpu=103 K=5120 N=27648 B=128 dtype=bf16
  t=5.1s iters=44 tflops=0.32
  t=10.1s iters=88 tflops=0.31
  t=15.2s iters=132 tflops=0.31
  t=20.3s iters=176 tflops=0.31
  t=25.4s iters=220 tflops=0.31
  t=30.5s iters=264 tflops=0.31
  t=35.5s iters=308 tflops=0.31
  t=40.6s iters=352 tflops=0.31
  t=45.7s iters=395 tflops=0.31
  t=50.8s iters=439 tflops=0.31
  t=55.9s iters=483 tflops=0.31
  t=61.0s iters=527 tflops=0.31
  t=66.0s iters=571 tflops=0.31
