worker=7 cpu=87 K=5120 N=27648 B=128 dtype=bf16
  t=5.0s iters=42 tflops=0.30
  t=10.2s iters=86 tflops=0.31
  t=15.2s iters=129 tflops=0.31
  t=20.2s iters=172 tflops=0.31
  t=25.2s iters=215 tflops=0.31
  t=30.3s iters=258 tflops=0.31
  t=35.3s iters=301 tflops=0.31
  t=40.3s iters=344 tflops=0.31
  t=45.3s iters=386 tflops=0.31
  t=50.3s iters=429 tflops=0.31
  t=55.5s iters=473 tflops=0.31
  t=60.5s iters=516 tflops=0.31
  t=65.6s iters=560 tflops=0.31
