timestamp,cpu_util_pct,mem_used_gb,mem_total_gb
2026-05-27T05:30:08.432741+00:00,1.7,89.84,2014.83
2026-05-27T05:30:09.078233+00:00,1.9,89.95,2014.83
2026-05-27T05:30:09.737364+00:00,1.6,90.00,2014.83
2026-05-27T05:30:10.421581+00:00,3.4,90.05,2014.83
2026-05-27T05:30:11.089845+00:00,1.6,90.12,2014.83
2026-05-27T05:30:11.875196+00:00,2.2,90.10,2014.83
2026-05-27T05:30:12.560078+00:00,1.5,90.10,2014.83
2026-05-27T05:30:13.220397+00:00,3.6,90.16,2014.83
2026-05-27T05:30:13.890679+00:00,2.3,90.21,2014.83
2026-05-27T05:30:14.562252+00:00,1.7,90.33,2014.83
2026-05-27T05:30:15.234566+00:00,2.8,90.39,2014.83
2026-05-27T05:30:15.992931+00:00,2.9,90.41,2014.83
2026-05-27T05:30:16.681627+00:00,1.7,90.40,2014.83
2026-05-27T05:30:17.366659+00:00,3.2,90.44,2014.83
2026-05-27T05:30:18.040389+00:00,2.0,90.50,2014.83
2026-05-27T05:30:19.743669+00:00,1.3,90.68,2014.83
2026-05-27T05:30:20.944324+00:00,3.4,90.89,2014.83
2026-05-27T05:30:21.620362+00:00,2.2,91.23,2014.83
2026-05-27T05:30:22.284045+00:00,1.6,91.54,2014.83
2026-05-27T05:30:22.972560+00:00,3.5,91.65,2014.83
2026-05-27T05:30:23.664387+00:00,1.8,91.71,2014.83
2026-05-27T05:30:24.328369+00:00,2.1,91.77,2014.83
2026-05-27T05:30:25.016536+00:00,6.9,91.48,2014.83
2026-05-27T05:30:25.703994+00:00,3.3,91.48,2014.83
2026-05-27T05:30:26.379536+00:00,1.7,91.53,2014.83
2026-05-27T05:30:27.068329+00:00,1.4,91.60,2014.83
2026-05-27T05:30:27.755466+00:00,1.6,91.67,2014.83
2026-05-27T05:30:28.430958+00:00,2.5,91.68,2014.83
2026-05-27T05:30:29.119792+00:00,4.8,92.50,2014.83
2026-05-27T05:30:29.797680+00:00,4.1,93.42,2014.83
2026-05-27T05:30:30.473787+00:00,6.7,93.86,2014.83
2026-05-27T05:30:31.162253+00:00,6.4,94.12,2014.83
2026-05-27T05:30:31.999580+00:00,4.2,94.38,2014.83
2026-05-27T05:30:33.153345+00:00,3.1,94.55,2014.83
2026-05-27T05:30:34.153533+00:00,5.0,94.69,2014.83
2026-05-27T05:30:34.817651+00:00,4.6,94.81,2014.83
2026-05-27T05:30:35.480690+00:00,6.5,95.21,2014.83
2026-05-27T05:30:36.158337+00:00,5.3,95.42,2014.83
2026-05-27T05:30:36.952040+00:00,5.5,95.82,2014.83
2026-05-27T05:30:37.615389+00:00,4.2,96.01,2014.83
2026-05-27T05:30:38.307304+00:00,6.1,96.17,2014.83
2026-05-27T05:30:38.970125+00:00,3.3,96.28,2014.83
2026-05-27T05:30:40.204134+00:00,1.9,96.55,2014.83
2026-05-27T05:30:41.572291+00:00,3.5,97.10,2014.83
2026-05-27T05:30:42.366997+00:00,3.2,99.65,2014.83
2026-05-27T05:30:43.697566+00:00,4.4,100.10,2014.83
2026-05-27T05:30:44.631835+00:00,4.2,100.21,2014.83
2026-05-27T05:30:45.304128+00:00,6.2,100.75,2014.83
2026-05-27T05:30:45.991253+00:00,4.5,101.79,2014.83
2026-05-27T05:30:46.784293+00:00,8.0,102.08,2014.83
2026-05-27T05:30:47.487007+00:00,9.1,102.43,2014.83
2026-05-27T05:30:48.176742+00:00,9.8,102.69,2014.83
2026-05-27T05:30:48.885261+00:00,9.9,102.68,2014.83
2026-05-27T05:30:49.575064+00:00,9.0,102.86,2014.83
2026-05-27T05:30:50.253314+00:00,9.0,102.73,2014.83
2026-05-27T05:30:50.955689+00:00,12.3,102.89,2014.83
2026-05-27T05:30:51.658107+00:00,6.1,102.62,2014.83
2026-05-27T05:30:52.343889+00:00,2.7,102.64,2014.83
2026-05-27T05:30:53.026146+00:00,7.0,102.63,2014.83
2026-05-27T05:30:53.710124+00:00,4.7,102.67,2014.83
2026-05-27T05:30:54.392953+00:00,5.4,102.69,2014.83
2026-05-27T05:30:55.087410+00:00,4.9,102.72,2014.83
2026-05-27T05:30:55.786246+00:00,6.0,102.71,2014.83
2026-05-27T05:30:56.458404+00:00,4.4,102.72,2014.83
2026-05-27T05:30:57.141462+00:00,5.4,102.79,2014.83
2026-05-27T05:30:57.812017+00:00,4.1,102.92,2014.83
2026-05-27T05:30:58.509833+00:00,6.1,102.92,2014.83
2026-05-27T05:30:59.325397+00:00,4.4,103.02,2014.83
2026-05-27T05:31:00.101379+00:00,4.5,103.37,2014.83
2026-05-27T05:31:00.809523+00:00,4.4,103.56,2014.83
2026-05-27T05:31:01.508811+00:00,7.6,103.69,2014.83
2026-05-27T05:31:02.212873+00:00,6.4,103.67,2014.83
2026-05-27T05:31:02.905363+00:00,4.8,103.75,2014.83
2026-05-27T05:31:03.585388+00:00,6.4,103.69,2014.83
2026-05-27T05:31:04.277149+00:00,4.7,103.83,2014.83
2026-05-27T05:31:04.985203+00:00,4.6,103.83,2014.83
2026-05-27T05:31:05.689775+00:00,5.8,103.86,2014.83
2026-05-27T05:31:06.371778+00:00,5.7,103.89,2014.83
2026-05-27T05:31:07.066530+00:00,5.5,103.99,2014.83
2026-05-27T05:31:07.748186+00:00,4.7,103.96,2014.83
2026-05-27T05:31:08.455582+00:00,5.8,104.01,2014.83
2026-05-27T05:31:09.160015+00:00,4.9,104.01,2014.83
2026-05-27T05:31:09.856706+00:00,4.1,104.34,2014.83
2026-05-27T05:31:10.567544+00:00,6.1,105.28,2014.83
2026-05-27T05:31:11.276024+00:00,4.8,105.40,2014.83
2026-05-27T05:31:11.983430+00:00,4.0,105.48,2014.83
2026-05-27T05:31:12.677683+00:00,4.2,105.50,2014.83
2026-05-27T05:31:13.449891+00:00,3.2,105.79,2014.83
2026-05-27T05:31:14.367229+00:00,3.4,105.96,2014.83
2026-05-27T05:31:15.251274+00:00,6.8,106.11,2014.83
2026-05-27T05:31:16.042774+00:00,5.4,106.50,2014.83
2026-05-27T05:31:16.870177+00:00,5.1,106.79,2014.83
2026-05-27T05:31:17.683594+00:00,4.2,107.13,2014.83
2026-05-27T05:31:18.491866+00:00,7.8,107.53,2014.83
2026-05-27T05:31:19.314653+00:00,4.5,107.92,2014.83
2026-05-27T05:31:20.131911+00:00,4.2,108.18,2014.83
2026-05-27T05:31:20.937340+00:00,4.9,108.47,2014.83
2026-05-27T05:31:21.767901+00:00,2.6,108.69,2014.83
2026-05-27T05:31:22.556055+00:00,1.5,108.73,2014.83
2026-05-27T05:31:23.372707+00:00,29.5,108.84,2014.83
2026-05-27T05:31:24.178892+00:00,1.3,108.85,2014.83
2026-05-27T05:31:24.965236+00:00,3.3,108.87,2014.83
2026-05-27T05:31:25.807589+00:00,2.5,108.85,2014.83
2026-05-27T05:31:26.604492+00:00,0.4,108.83,2014.83
2026-05-27T05:31:27.390283+00:00,0.8,108.80,2014.83
2026-05-27T05:31:28.179615+00:00,1.4,108.77,2014.83
2026-05-27T05:31:28.977915+00:00,2.9,108.77,2014.83
2026-05-27T05:31:29.768574+00:00,3.2,108.86,2014.83
2026-05-27T05:31:30.570258+00:00,2.1,108.86,2014.83
2026-05-27T05:31:31.352412+00:00,4.1,108.83,2014.83
2026-05-27T05:31:32.115035+00:00,3.6,108.82,2014.83
2026-05-27T05:31:32.899852+00:00,1.7,108.84,2014.83
2026-05-27T05:31:33.698220+00:00,3.2,108.82,2014.83
2026-05-27T05:31:34.460728+00:00,4.1,108.81,2014.83
2026-05-27T05:31:35.230278+00:00,2.3,108.80,2014.83
2026-05-27T05:31:36.054896+00:00,2.9,108.80,2014.83
2026-05-27T05:31:36.848021+00:00,2.0,108.92,2014.83
2026-05-27T05:31:37.611286+00:00,1.7,108.90,2014.83
2026-05-27T05:31:38.412141+00:00,3.2,108.91,2014.83
2026-05-27T05:31:39.188164+00:00,2.1,108.86,2014.83
2026-05-27T05:31:39.977256+00:00,1.7,108.84,2014.83
2026-05-27T05:31:40.744347+00:00,4.5,109.33,2014.83
2026-05-27T05:31:41.557875+00:00,4.1,109.33,2014.83
2026-05-27T05:31:42.400880+00:00,4.3,109.33,2014.83
2026-05-27T05:31:43.203499+00:00,4.5,109.36,2014.83
2026-05-27T05:31:44.038785+00:00,4.5,109.37,2014.83
2026-05-27T05:31:44.885158+00:00,4.2,109.41,2014.83
2026-05-27T05:31:45.711884+00:00,4.4,109.38,2014.83
2026-05-27T05:31:46.533782+00:00,6.5,109.36,2014.83
2026-05-27T05:31:47.334574+00:00,5.3,109.36,2014.83
2026-05-27T05:31:48.159903+00:00,4.6,109.37,2014.83
2026-05-27T05:31:48.970470+00:00,4.2,109.37,2014.83
2026-05-27T05:31:49.816528+00:00,4.4,109.38,2014.83
2026-05-27T05:31:50.636922+00:00,5.0,109.38,2014.83
2026-05-27T05:31:51.451591+00:00,4.3,109.55,2014.83
2026-05-27T05:31:52.237363+00:00,3.5,109.59,2014.83
2026-05-27T05:31:53.031898+00:00,4.2,109.98,2014.83
2026-05-27T05:31:53.849975+00:00,5.3,109.95,2014.83
2026-05-27T05:31:54.654702+00:00,5.8,109.93,2014.83
2026-05-27T05:31:55.483735+00:00,7.7,109.89,2014.83
2026-05-27T05:31:56.303116+00:00,6.1,109.88,2014.83
2026-05-27T05:31:57.106615+00:00,5.8,109.87,2014.83
2026-05-27T05:31:57.932793+00:00,4.9,109.88,2014.83
2026-05-27T05:31:58.757835+00:00,5.8,109.85,2014.83
2026-05-27T05:31:59.566076+00:00,5.2,109.93,2014.83
2026-05-27T05:32:00.376786+00:00,5.5,109.89,2014.83
2026-05-27T05:32:01.198031+00:00,6.3,109.89,2014.83
2026-05-27T05:32:02.021595+00:00,6.7,109.86,2014.83
2026-05-27T05:32:02.842871+00:00,5.9,109.85,2014.83
2026-05-27T05:32:03.673043+00:00,4.8,109.85,2014.83
2026-05-27T05:32:04.474353+00:00,2.4,109.83,2014.83
2026-05-27T05:32:05.261435+00:00,7.0,109.83,2014.83
2026-05-27T05:32:06.112276+00:00,11.7,109.84,2014.83
2026-05-27T05:32:06.983116+00:00,9.1,109.95,2014.83
2026-05-27T05:32:07.814783+00:00,9.4,109.95,2014.83
2026-05-27T05:32:08.686165+00:00,9.0,109.98,2014.83
2026-05-27T05:32:09.544032+00:00,5.8,109.96,2014.83
2026-05-27T05:32:10.375702+00:00,6.1,109.92,2014.83
2026-05-27T05:32:11.205427+00:00,4.4,109.90,2014.83
2026-05-27T05:32:12.037630+00:00,3.9,109.89,2014.83
2026-05-27T05:32:12.855774+00:00,4.3,109.90,2014.83
2026-05-27T05:32:13.700302+00:00,4.4,109.92,2014.83
2026-05-27T05:32:14.516799+00:00,4.2,109.96,2014.83
2026-05-27T05:32:15.332464+00:00,5.2,109.92,2014.83
2026-05-27T05:32:16.162951+00:00,7.0,109.90,2014.83
2026-05-27T05:32:16.977160+00:00,5.0,109.85,2014.83
2026-05-27T05:32:17.800431+00:00,3.4,109.84,2014.83
2026-05-27T05:32:18.639851+00:00,3.7,109.87,2014.83
2026-05-27T05:32:19.425365+00:00,2.7,109.87,2014.83
2026-05-27T05:32:20.252780+00:00,7.1,109.88,2014.83
2026-05-27T05:32:21.078851+00:00,6.6,109.88,2014.83
2026-05-27T05:32:21.905536+00:00,5.8,110.00,2014.83
2026-05-27T05:32:22.729175+00:00,7.6,110.00,2014.83
2026-05-27T05:32:23.579476+00:00,5.7,109.98,2014.83
2026-05-27T05:32:24.394780+00:00,5.9,109.97,2014.83
2026-05-27T05:32:25.181598+00:00,5.4,109.94,2014.83
2026-05-27T05:32:26.007280+00:00,2.6,109.92,2014.83
2026-05-27T05:32:26.817454+00:00,6.4,109.90,2014.83
2026-05-27T05:32:27.671129+00:00,8.8,109.91,2014.83
2026-05-27T05:32:28.538324+00:00,9.2,109.89,2014.83
2026-05-27T05:32:29.362141+00:00,10.3,110.10,2014.83
2026-05-27T05:32:30.213223+00:00,7.5,110.02,2014.83
2026-05-27T05:32:31.036331+00:00,6.2,109.96,2014.83
2026-05-27T05:32:31.899480+00:00,5.0,109.91,2014.83
2026-05-27T05:32:32.719342+00:00,5.7,109.89,2014.83
2026-05-27T05:32:33.538779+00:00,5.7,109.91,2014.83
2026-05-27T05:32:34.344354+00:00,6.0,109.88,2014.83
2026-05-27T05:32:35.179142+00:00,4.7,109.89,2014.83
2026-05-27T05:32:36.015651+00:00,6.2,109.88,2014.83
2026-05-27T05:32:36.833029+00:00,4.6,109.99,2014.83
2026-05-27T05:32:37.669780+00:00,4.2,109.97,2014.83
2026-05-27T05:32:38.494360+00:00,5.3,110.01,2014.83
2026-05-27T05:32:39.319074+00:00,4.7,109.99,2014.83
2026-05-27T05:32:40.125757+00:00,4.1,109.97,2014.83
2026-05-27T05:32:40.939944+00:00,2.4,109.96,2014.83
2026-05-27T05:32:41.728490+00:00,4.7,109.98,2014.83
2026-05-27T05:32:42.534914+00:00,5.0,109.97,2014.83
2026-05-27T05:32:43.358413+00:00,5.8,110.00,2014.83
2026-05-27T05:32:44.177940+00:00,5.3,110.03,2014.83
2026-05-27T05:32:45.000363+00:00,6.6,110.10,2014.83
2026-05-27T05:32:45.828086+00:00,5.0,110.09,2014.83
2026-05-27T05:32:46.661201+00:00,6.5,110.05,2014.83
2026-05-27T05:32:47.470892+00:00,3.9,110.00,2014.83
2026-05-27T05:32:48.274137+00:00,3.0,110.02,2014.83
2026-05-27T05:32:49.076262+00:00,5.3,110.01,2014.83
2026-05-27T05:32:49.941589+00:00,8.3,109.99,2014.83
2026-05-27T05:32:50.813281+00:00,8.7,109.96,2014.83
2026-05-27T05:32:51.655066+00:00,8.8,110.01,2014.83
2026-05-27T05:32:52.503068+00:00,8.0,110.10,2014.83
2026-05-27T05:32:53.313954+00:00,5.3,110.07,2014.83
2026-05-27T05:32:54.130224+00:00,0.9,110.05,2014.83
2026-05-27T05:32:54.927136+00:00,0.6,110.02,2014.83
2026-05-27T05:32:55.744489+00:00,3.8,110.01,2014.83
2026-05-27T05:32:56.545019+00:00,0.6,110.00,2014.83
2026-05-27T05:32:57.345107+00:00,1.6,109.92,2014.83
2026-05-27T05:32:58.129973+00:00,0.9,109.94,2014.83
2026-05-27T05:32:58.959000+00:00,0.9,108.35,2014.83
2026-05-27T05:32:59.775698+00:00,0.6,108.39,2014.83
2026-05-27T05:33:00.566583+00:00,0.7,108.36,2014.83
2026-05-27T05:33:01.349945+00:00,2.1,108.35,2014.83
2026-05-27T05:33:02.141912+00:00,1.9,108.31,2014.83
2026-05-27T05:33:02.915067+00:00,0.8,108.34,2014.83
2026-05-27T05:33:03.716901+00:00,1.7,108.39,2014.83
2026-05-27T05:33:04.771838+00:00,4.4,90.80,2014.83
