timestamp,elapsed_s,gpu0_util_pct,gpu0_mem_util_pct,gpu0_mem_used_mb,gpu0_power_w,gpu0_temp_c,gpu_avg_util_pct,gpu_avg_mem_util_pct,gpu_avg_power_w
2026-04-18 10:39:12.510,1.9,0.0,0.0,21390.0,47.65,40.0,0.0,0.0,47.65
2026-04-18 10:39:14.549,3.939,0.0,0.0,21390.0,47.52,40.0,0.0,0.0,47.52
2026-04-18 10:39:16.571,5.961,0.0,0.0,21390.0,57.17,40.0,0.0,0.0,57.17
2026-04-18 10:39:18.595,7.985,0.0,0.0,21390.0,48.45,39.0,0.0,0.0,48.45
2026-04-18 10:39:20.615,10.005,0.0,0.0,21390.0,47.94,39.0,0.0,0.0,47.94
2026-04-18 10:39:22.635,12.025,0.0,0.0,21390.0,48.09,39.0,0.0,0.0,48.09
2026-04-18 10:39:24.658,14.048,0.0,0.0,21390.0,48.39,39.0,0.0,0.0,48.39
2026-04-18 10:39:26.699,16.089,0.0,0.0,21390.0,46.85,39.0,0.0,0.0,46.85
2026-04-18 10:39:28.733,18.123,0.0,0.0,21390.0,47.0,39.0,0.0,0.0,47.0
2026-04-18 10:39:30.765,20.156,0.0,0.0,21390.0,55.97,39.0,0.0,0.0,55.97
2026-04-18 10:39:32.799,22.189,0.0,0.0,21390.0,48.04,39.0,0.0,0.0,48.04
2026-04-18 10:39:34.832,24.222,0.0,0.0,21390.0,46.98,39.0,0.0,0.0,46.98
2026-04-18 10:39:36.866,26.256,0.0,0.0,21390.0,47.03,39.0,0.0,0.0,47.03
2026-04-18 10:39:38.900,28.29,0.0,0.0,21390.0,56.1,40.0,0.0,0.0,56.1
2026-04-18 10:39:40.932,30.322,0.0,0.0,21390.0,46.57,39.0,0.0,0.0,46.57
2026-04-18 10:39:42.966,32.356,0.0,0.0,21390.0,46.95,39.0,0.0,0.0,46.95
2026-04-18 10:39:44.999,34.389,0.0,0.0,21390.0,55.58,40.0,0.0,0.0,55.58
2026-04-18 10:39:47.036,36.426,0.0,0.0,21390.0,47.07,39.0,0.0,0.0,47.07
2026-04-18 10:39:49.074,38.464,0.0,0.0,21390.0,46.79,39.0,0.0,0.0,46.79
2026-04-18 10:39:51.108,40.498,0.0,0.0,21390.0,46.64,39.0,0.0,0.0,46.64
2026-04-18 10:39:53.139,42.529,0.0,0.0,21390.0,55.84,40.0,0.0,0.0,55.84
2026-04-18 10:39:55.175,44.565,0.0,0.0,21390.0,46.92,39.0,0.0,0.0,46.92
2026-04-18 10:39:57.208,46.598,0.0,0.0,21390.0,46.7,39.0,0.0,0.0,46.7
2026-04-18 10:39:59.242,48.632,0.0,0.0,21390.0,50.76,40.0,0.0,0.0,50.76
2026-04-18 10:40:01.277,50.667,0.0,0.0,21390.0,47.47,40.0,0.0,0.0,47.47
2026-04-18 10:40:03.312,52.702,0.0,0.0,21390.0,46.36,39.0,0.0,0.0,46.36
2026-04-18 10:40:05.349,54.739,0.0,0.0,21390.0,46.73,40.0,0.0,0.0,46.73
2026-04-18 10:40:07.384,56.774,0.0,0.0,21390.0,56.42,40.0,0.0,0.0,56.42
2026-04-18 10:40:09.419,58.809,0.0,0.0,21390.0,46.46,40.0,0.0,0.0,46.46
2026-04-18 10:40:11.454,60.844,0.0,0.0,21390.0,46.76,40.0,0.0,0.0,46.76
2026-04-18 10:40:13.478,62.868,0.0,0.0,21390.0,85.46,43.0,0.0,0.0,85.46
2026-04-18 10:40:15.496,64.886,95.0,90.0,21392.0,247.55,52.0,95.0,90.0,247.55
2026-04-18 10:40:17.518,66.908,98.0,100.0,21392.0,388.43,55.0,98.0,100.0,388.43
2026-04-18 10:40:19.540,68.93,98.0,100.0,21392.0,388.98,56.0,98.0,100.0,388.98
2026-04-18 10:40:21.563,70.953,97.0,100.0,21392.0,388.73,55.0,97.0,100.0,388.73
2026-04-18 10:40:23.579,72.969,96.0,100.0,21392.0,388.57,56.0,96.0,100.0,388.57
2026-04-18 10:40:25.598,74.988,96.0,99.0,21392.0,387.64,57.0,96.0,99.0,387.64
2026-04-18 10:40:27.617,77.007,2.0,2.0,21392.0,269.26,52.0,2.0,2.0,269.26
2026-04-18 10:40:29.636,79.026,96.0,100.0,21392.0,387.49,57.0,96.0,100.0,387.49
2026-04-18 10:40:31.654,81.044,97.0,100.0,21392.0,387.98,57.0,97.0,100.0,387.98
2026-04-18 10:40:33.677,83.067,97.0,100.0,21392.0,319.43,53.0,97.0,100.0,319.43
2026-04-18 10:40:35.700,85.09,97.0,100.0,21392.0,388.92,58.0,97.0,100.0,388.92
2026-04-18 10:40:37.721,87.111,97.0,99.0,21392.0,388.4,59.0,97.0,99.0,388.4
2026-04-18 10:40:39.741,89.13,96.0,100.0,21392.0,388.67,59.0,96.0,100.0,388.67
2026-04-18 10:40:41.768,91.158,89.0,92.0,21392.0,387.23,59.0,89.0,92.0,387.23
2026-04-18 10:40:43.793,93.183,90.0,94.0,21392.0,388.14,60.0,90.0,94.0,388.14
2026-04-18 10:40:45.822,95.212,89.0,93.0,21392.0,387.89,60.0,89.0,93.0,387.89
2026-04-18 10:40:47.850,97.24,91.0,94.0,21392.0,388.33,60.0,91.0,94.0,388.33
2026-04-18 10:40:49.874,99.264,89.0,91.0,21392.0,389.08,60.0,89.0,91.0,389.08
2026-04-18 10:40:51.901,101.291,88.0,91.0,21392.0,340.18,60.0,88.0,91.0,340.18
2026-04-18 10:40:53.927,103.317,90.0,94.0,21392.0,387.84,61.0,90.0,94.0,387.84
2026-04-18 10:40:55.952,105.342,92.0,80.0,21392.0,388.48,61.0,92.0,80.0,388.48
