timestamp,cpu_util_pct,mem_used_gb,mem_total_gb
2026-05-27T05:40:20.500033+00:00,1.7,89.75,2014.83
2026-05-27T05:40:21.188485+00:00,2.0,89.87,2014.83
2026-05-27T05:40:21.872323+00:00,1.5,89.99,2014.83
2026-05-27T05:40:22.544867+00:00,1.4,90.13,2014.83
2026-05-27T05:40:23.192935+00:00,3.2,90.23,2014.83
2026-05-27T05:40:23.971002+00:00,1.3,90.26,2014.83
2026-05-27T05:40:24.633046+00:00,1.3,90.24,2014.83
2026-05-27T05:40:25.305382+00:00,2.7,90.28,2014.83
2026-05-27T05:40:25.991385+00:00,2.8,90.33,2014.83
2026-05-27T05:40:26.663842+00:00,1.4,90.42,2014.83
2026-05-27T05:40:27.324028+00:00,1.7,90.46,2014.83
2026-05-27T05:40:28.045163+00:00,2.5,90.56,2014.83
2026-05-27T05:40:28.729492+00:00,1.4,90.61,2014.83
2026-05-27T05:40:29.400552+00:00,2.1,90.67,2014.83
2026-05-27T05:40:30.084513+00:00,2.1,90.75,2014.83
2026-05-27T05:40:31.318571+00:00,3.1,90.85,2014.83
2026-05-27T05:40:32.551179+00:00,2.4,90.99,2014.83
2026-05-27T05:40:33.239145+00:00,2.7,91.22,2014.83
2026-05-27T05:40:33.910299+00:00,1.9,91.48,2014.83
2026-05-27T05:40:34.577718+00:00,2.0,91.61,2014.83
2026-05-27T05:40:35.239637+00:00,2.0,91.73,2014.83
2026-05-27T05:40:35.903825+00:00,4.6,91.82,2014.83
2026-05-27T05:40:36.580011+00:00,2.0,91.92,2014.83
2026-05-27T05:40:37.268818+00:00,2.2,92.04,2014.83
2026-05-27T05:40:37.955851+00:00,2.3,92.08,2014.83
2026-05-27T05:40:38.645420+00:00,1.4,92.14,2014.83
2026-05-27T05:40:39.346530+00:00,2.1,92.19,2014.83
2026-05-27T05:40:40.020055+00:00,6.2,92.22,2014.83
2026-05-27T05:40:40.759388+00:00,3.2,92.45,2014.83
2026-05-27T05:40:41.424062+00:00,4.2,93.01,2014.83
2026-05-27T05:40:42.113449+00:00,4.2,93.99,2014.83
2026-05-27T05:40:42.805426+00:00,4.3,94.44,2014.83
2026-05-27T05:40:43.481571+00:00,4.3,94.71,2014.83
2026-05-27T05:40:44.549209+00:00,3.0,94.97,2014.83
2026-05-27T05:40:45.743224+00:00,5.2,95.02,2014.83
2026-05-27T05:40:46.450162+00:00,7.3,95.16,2014.83
2026-05-27T05:40:47.128229+00:00,6.1,95.25,2014.83
2026-05-27T05:40:47.790696+00:00,5.5,95.56,2014.83
2026-05-27T05:40:48.465249+00:00,6.4,95.73,2014.83
2026-05-27T05:40:49.281920+00:00,6.0,96.00,2014.83
2026-05-27T05:40:49.968958+00:00,3.6,96.19,2014.83
2026-05-27T05:40:50.645507+00:00,6.8,96.37,2014.83
2026-05-27T05:40:51.388103+00:00,4.5,96.51,2014.83
2026-05-27T05:40:52.601148+00:00,1.4,96.99,2014.83
2026-05-27T05:40:53.893197+00:00,2.5,97.99,2014.83
2026-05-27T05:40:54.551524+00:00,3.4,99.08,2014.83
2026-05-27T05:40:55.433446+00:00,5.6,100.39,2014.83
2026-05-27T05:40:56.405442+00:00,3.5,100.59,2014.83
2026-05-27T05:40:57.209031+00:00,4.6,101.29,2014.83
2026-05-27T05:40:57.902751+00:00,4.7,102.26,2014.83
2026-05-27T05:40:58.636575+00:00,8.5,102.75,2014.83
2026-05-27T05:40:59.344567+00:00,9.0,103.17,2014.83
2026-05-27T05:41:00.047242+00:00,10.4,103.42,2014.83
2026-05-27T05:41:00.748926+00:00,8.7,103.33,2014.83
2026-05-27T05:41:01.456191+00:00,12.0,103.22,2014.83
2026-05-27T05:41:02.146049+00:00,10.5,103.08,2014.83
2026-05-27T05:41:02.837314+00:00,7.4,103.02,2014.83
2026-05-27T05:41:03.539385+00:00,8.6,102.94,2014.83
2026-05-27T05:41:04.222364+00:00,4.9,102.88,2014.83
2026-05-27T05:41:04.919083+00:00,4.1,102.94,2014.83
2026-05-27T05:41:05.599723+00:00,5.5,103.01,2014.83
2026-05-27T05:41:06.285146+00:00,5.5,102.98,2014.83
2026-05-27T05:41:06.980647+00:00,4.4,103.09,2014.83
2026-05-27T05:41:07.663243+00:00,4.5,103.15,2014.83
2026-05-27T05:41:08.358449+00:00,5.6,103.18,2014.83
2026-05-27T05:41:09.027038+00:00,4.4,103.25,2014.83
2026-05-27T05:41:09.721842+00:00,4.1,103.28,2014.83
2026-05-27T05:41:10.442182+00:00,6.6,103.31,2014.83
2026-05-27T05:41:11.144337+00:00,4.1,103.63,2014.83
2026-05-27T05:41:11.845806+00:00,4.2,103.82,2014.83
