ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,213.8,17.39,0.65
2.0,harvest,mon_L3_01,225.8,17.67,17.67
4.0,harvest,mon_L3_00,255.9,17.39,0.63
4.0,harvest,mon_L3_01,257.5,17.52,17.52
6.0,harvest,mon_L3_00,263.0,17.15,0.62
6.0,harvest,mon_L3_01,232.9,17.72,17.72
8.0,harvest,mon_L3_00,262.3,17.32,0.59
8.0,harvest,mon_L3_01,240.4,18.13,18.13
10.0,harvest,mon_L3_00,256.3,17.32,0.65
10.0,harvest,mon_L3_01,235.5,18.06,18.06
12.0,harvest,mon_L3_00,259.5,17.39,0.58
12.0,harvest,mon_L3_01,244.5,17.84,17.84
14.0,harvest,mon_L3_00,261.4,17.28,0.60
14.0,harvest,mon_L3_01,245.5,16.51,16.51
16.0,harvest,mon_L3_00,250.5,17.27,0.61
16.0,harvest,mon_L3_01,246.7,16.50,16.50
18.0,harvest,mon_L3_00,263.7,17.24,0.62
18.0,harvest,mon_L3_01,250.0,16.45,16.45
20.0,harvest,mon_L3_00,248.1,17.32,0.59
20.0,harvest,mon_L3_01,240.5,16.44,16.44
22.0,harvest,mon_L3_00,256.5,17.37,0.60
22.0,harvest,mon_L3_01,245.9,16.48,16.48
24.0,harvest,mon_L3_00,255.9,17.36,0.61
24.0,harvest,mon_L3_01,239.2,16.51,16.51
26.0,harvest,mon_L3_00,231.0,17.41,0.61
26.0,harvest,mon_L3_01,254.5,16.42,16.42
28.0,harvest,mon_L3_00,251.5,16.15,0.57
28.0,harvest,mon_L3_01,254.3,16.41,16.41
30.0,harvest,mon_L3_00,252.8,15.91,0.55
30.0,harvest,mon_L3_01,244.1,16.49,16.49
32.0,harvest,mon_L3_00,245.2,15.93,0.56
32.0,harvest,mon_L3_01,249.8,16.43,16.43
34.0,harvest,mon_L3_00,248.3,15.92,0.58
34.0,harvest,mon_L3_01,250.1,16.43,16.43
36.0,harvest,mon_L3_00,256.4,15.86,0.57
36.0,harvest,mon_L3_01,239.9,16.47,16.48
38.0,harvest,mon_L3_00,254.4,15.87,0.58
