ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
446.1,harvest,mon_L3_01,248.7,16.68,16.68
448.1,harvest,mon_L3_00,255.6,16.18,0.98
448.1,harvest,mon_L3_01,245.9,16.66,16.66
450.1,harvest,mon_L3_00,256.4,16.21,1.01
450.1,harvest,mon_L3_01,248.2,16.64,16.64
452.1,harvest,mon_L3_00,265.8,16.17,1.00
452.1,harvest,mon_L3_01,242.1,16.71,16.71
454.1,harvest,mon_L3_00,253.1,16.13,1.01
454.1,harvest,mon_L3_01,244.1,16.66,16.66
456.1,harvest,mon_L3_00,243.6,16.16,0.99
456.1,harvest,mon_L3_01,223.4,16.69,16.69
458.1,harvest,mon_L3_00,252.9,16.22,0.99
458.1,harvest,mon_L3_01,250.4,16.60,16.60
460.1,harvest,mon_L3_00,241.2,16.19,1.00
460.1,harvest,mon_L3_01,242.1,16.70,16.70
462.1,harvest,mon_L3_00,256.5,16.16,1.00
462.1,harvest,mon_L3_01,253.8,16.68,16.68
464.1,harvest,mon_L3_00,246.4,16.18,1.01
464.1,harvest,mon_L3_01,246.9,16.61,16.60
466.1,harvest,mon_L3_00,240.2,16.18,1.01
466.1,harvest,mon_L3_01,248.8,16.61,16.61
468.1,harvest,mon_L3_00,242.6,16.18,1.00
468.1,harvest,mon_L3_01,239.4,16.62,16.62
470.1,harvest,mon_L3_00,246.2,16.20,0.97
470.1,harvest,mon_L3_01,254.3,16.55,16.55
472.1,harvest,mon_L3_00,249.0,16.26,0.99
472.1,harvest,mon_L3_01,246.4,16.57,16.57
474.1,harvest,mon_L3_00,250.7,16.19,0.95
474.1,harvest,mon_L3_01,246.7,16.67,16.67
476.1,harvest,mon_L3_00,241.9,16.18,1.01
476.1,harvest,mon_L3_01,245.7,16.70,16.70
478.1,harvest,mon_L3_00,256.3,16.23,1.01
478.1,harvest,mon_L3_01,247.1,16.65,16.65
480.1,harvest,mon_L3_00,238.2,16.23,1.00
480.1,harvest,mon_L3_01,248.2,16.71,16.71
482.1,harvest,mon_L3_00,236.8,16.22,0.98
482.1,harvest,mon_L3_01,221.6,16.72,16.72
484.1,harvest,mon_L3_00,240.8,16.24,1.00
484.1,harvest,mon_L3_01,253.9,16.65,16.65
486.2,harvest,mon_L3_00,239.3,16.23,1.00
486.2,harvest,mon_L3_01,254.2,16.69,16.69
488.2,harvest,mon_L3_00,255.9,16.21,0.97
488.2,harvest,mon_L3_01,250.4,16.68,16.68
490.2,harvest,mon_L3_00,239.9,16.25,0.99
490.2,harvest,mon_L3_01,243.2,16.70,16.70
492.2,harvest,mon_L3_00,250.0,16.19,1.00
492.2,harvest,mon_L3_01,248.6,16.75,16.75
494.2,harvest,mon_L3_00,229.7,16.26,1.02
494.2,harvest,mon_L3_01,238.8,16.73,16.73
