timestamp,elapsed_s,gpu0_util_pct,gpu0_mem_util_pct,gpu0_mem_used_mb,gpu0_power_w,gpu0_temp_c,gpu_avg_util_pct,gpu_avg_mem_util_pct,gpu_avg_power_w
2026-04-18 10:26:23.282,1.9,0.0,0.0,21390.0,148.2,50.0,0.0,0.0,148.2
2026-04-18 10:26:25.301,3.919,0.0,0.0,21390.0,147.96,50.0,0.0,0.0,147.96
2026-04-18 10:26:27.326,5.945,98.0,100.0,21392.0,389.44,57.0,98.0,100.0,389.44
2026-04-18 10:26:29.347,7.966,0.0,0.0,21392.0,222.5,53.0,0.0,0.0,222.5
2026-04-18 10:26:31.368,9.986,98.0,100.0,21392.0,388.86,58.0,98.0,100.0,388.86
2026-04-18 10:26:33.390,12.008,98.0,100.0,21392.0,388.36,58.0,98.0,100.0,388.36
2026-04-18 10:26:35.412,14.03,98.0,100.0,21392.0,389.2,58.0,98.0,100.0,389.2
2026-04-18 10:26:37.434,16.052,98.0,93.0,21392.0,387.96,59.0,98.0,93.0,387.96
2026-04-18 10:26:39.456,18.074,98.0,100.0,21392.0,388.8,59.0,98.0,100.0,388.8
2026-04-18 10:26:41.478,20.096,99.0,81.0,21392.0,388.57,59.0,99.0,81.0,388.57
2026-04-18 10:26:43.502,22.12,98.0,100.0,21392.0,388.44,59.0,98.0,100.0,388.44
2026-04-18 10:26:45.524,24.142,98.0,100.0,21392.0,258.62,55.0,98.0,100.0,258.62
2026-04-18 10:26:47.562,26.18,98.0,100.0,21392.0,388.58,60.0,98.0,100.0,388.58
2026-04-18 10:26:49.582,28.201,98.0,100.0,21392.0,388.65,60.0,98.0,100.0,388.65
2026-04-18 10:26:51.603,30.222,98.0,100.0,21392.0,306.57,57.0,98.0,100.0,306.57
2026-04-18 10:26:53.625,32.244,98.0,100.0,21392.0,388.21,60.0,98.0,100.0,388.21
2026-04-18 10:26:55.648,34.266,98.0,100.0,21392.0,388.23,61.0,98.0,100.0,388.23
2026-04-18 10:26:57.669,36.288,98.0,100.0,21392.0,388.94,61.0,98.0,100.0,388.94
2026-04-18 10:26:59.691,38.31,98.0,100.0,21392.0,388.56,61.0,98.0,100.0,388.56
2026-04-18 10:27:01.712,40.331,98.0,100.0,21392.0,388.6,61.0,98.0,100.0,388.6
2026-04-18 10:27:03.735,42.354,98.0,100.0,21392.0,388.24,61.0,98.0,100.0,388.24
2026-04-18 10:27:05.757,44.376,98.0,100.0,21392.0,388.68,62.0,98.0,100.0,388.68
2026-04-18 10:27:07.780,46.398,98.0,100.0,21392.0,388.33,62.0,98.0,100.0,388.33
2026-04-18 10:27:09.801,48.42,92.0,88.0,21392.0,371.07,62.0,92.0,88.0,371.07
2026-04-18 10:27:11.825,50.443,98.0,100.0,21392.0,388.36,62.0,98.0,100.0,388.36
2026-04-18 10:27:13.849,52.467,98.0,100.0,21392.0,389.34,62.0,98.0,100.0,389.34
2026-04-18 10:27:15.871,54.49,98.0,79.0,21392.0,389.0,62.0,98.0,79.0,389.0
2026-04-18 10:27:17.892,56.511,98.0,100.0,21392.0,388.64,62.0,98.0,100.0,388.64
2026-04-18 10:27:19.914,58.532,98.0,100.0,21392.0,388.66,63.0,98.0,100.0,388.66
2026-04-18 10:27:21.936,60.554,98.0,100.0,21392.0,389.33,63.0,98.0,100.0,389.33
2026-04-18 10:27:23.957,62.576,98.0,100.0,21392.0,389.01,63.0,98.0,100.0,389.01
2026-04-18 10:27:25.979,64.597,98.0,100.0,21392.0,389.23,63.0,98.0,100.0,389.23
2026-04-18 10:27:28.002,66.621,98.0,100.0,21392.0,355.07,63.0,98.0,100.0,355.07
