worker=1 K=3584 N=18944 B=128 dtype=bf16
  t=5.0s iters=122 tflops=0.42
  t=10.0s iters=250 tflops=0.43
  t=15.1s iters=377 tflops=0.43
  t=20.1s iters=496 tflops=0.43
  t=25.1s iters=626 tflops=0.43
  t=30.1s iters=756 tflops=0.44
  t=35.1s iters=880 tflops=0.44
  t=40.2s iters=1008 tflops=0.44
  t=45.2s iters=1131 tflops=0.44
  t=50.2s iters=1257 tflops=0.44
