ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,269.9,70.58,2.67
2.0,harvest,mon_L3_01,287.7,86.48,86.48
4.0,harvest,mon_L3_00,286.5,68.79,2.51
4.0,harvest,mon_L3_01,285.7,85.71,85.71
6.0,harvest,mon_L3_00,276.9,68.47,2.51
6.0,harvest,mon_L3_01,275.4,85.80,85.80
8.0,harvest,mon_L3_00,276.8,68.63,2.50
8.0,harvest,mon_L3_01,272.8,85.44,85.43
10.0,harvest,mon_L3_00,259.1,68.95,2.52
10.0,harvest,mon_L3_01,270.1,84.79,84.79
12.0,harvest,mon_L3_00,278.4,68.58,2.54
12.0,harvest,mon_L3_01,273.9,84.82,84.82
14.0,harvest,mon_L3_00,274.2,68.70,2.44
14.0,harvest,mon_L3_01,282.2,85.15,85.15
16.0,harvest,mon_L3_00,278.2,68.76,2.49
16.0,harvest,mon_L3_01,277.1,85.21,85.21
18.0,harvest,mon_L3_00,266.1,68.69,2.49
18.0,harvest,mon_L3_01,271.9,85.21,85.21
20.0,harvest,mon_L3_00,276.0,68.66,2.52
20.0,harvest,mon_L3_01,281.5,85.29,85.29
22.0,harvest,mon_L3_00,277.4,68.72,2.51
22.0,harvest,mon_L3_01,275.9,85.33,85.33
24.0,harvest,mon_L3_00,276.0,68.67,2.52
24.0,harvest,mon_L3_01,279.4,85.29,85.29
26.0,harvest,mon_L3_00,274.1,68.71,2.50
26.0,harvest,mon_L3_01,273.3,85.18,85.18
28.0,harvest,mon_L3_00,274.9,68.84,2.53
28.0,harvest,mon_L3_01,281.7,85.36,85.36
30.0,harvest,mon_L3_00,276.1,68.67,2.47
30.0,harvest,mon_L3_01,272.2,85.43,85.43
32.0,harvest,mon_L3_00,267.9,68.72,2.55
32.0,harvest,mon_L3_01,280.0,85.38,85.38
34.0,harvest,mon_L3_00,277.5,68.78,2.47
34.0,harvest,mon_L3_01,275.6,85.40,85.40
36.0,harvest,mon_L3_00,275.4,68.83,2.50
36.0,harvest,mon_L3_01,276.1,85.33,85.33
38.0,harvest,mon_L3_00,278.9,68.68,2.53
38.0,harvest,mon_L3_01,276.8,85.52,85.52
40.0,harvest,mon_L3_00,278.6,68.65,2.57
40.0,harvest,mon_L3_01,273.2,85.20,85.19
42.0,harvest,mon_L3_00,279.4,68.83,2.47
42.0,harvest,mon_L3_01,274.7,85.38,85.38
44.0,harvest,mon_L3_00,276.7,68.86,2.52
44.0,harvest,mon_L3_01,279.4,85.24,85.24
46.0,harvest,mon_L3_00,276.0,68.90,2.47
46.0,harvest,mon_L3_01,275.2,85.42,85.42
48.0,harvest,mon_L3_00,273.4,69.12,2.54
48.0,harvest,mon_L3_01,276.3,85.33,85.33
50.0,harvest,mon_L3_00,271.5,69.04,2.47
50.0,harvest,mon_L3_01,271.9,85.25,85.25
52.0,harvest,mon_L3_00,267.4,68.66,2.51
52.0,harvest,mon_L3_01,272.7,84.93,84.93
54.0,harvest,mon_L3_00,273.6,68.87,2.44
54.0,harvest,mon_L3_01,277.3,85.14,85.14
56.0,harvest,mon_L3_00,273.5,68.98,2.50
56.0,harvest,mon_L3_01,280.1,84.91,84.91
58.0,harvest,mon_L3_00,268.1,68.96,2.47
58.0,harvest,mon_L3_01,278.6,84.81,84.81
60.0,harvest,mon_L3_00,256.3,68.94,2.46
60.0,harvest,mon_L3_01,267.5,85.13,85.13
62.0,harvest,mon_L3_00,267.7,68.96,2.47
62.0,harvest,mon_L3_01,267.2,84.88,84.88
64.0,harvest,mon_L3_00,267.4,68.85,2.42
64.0,harvest,mon_L3_01,273.4,85.19,85.19
66.0,harvest,mon_L3_00,276.4,68.62,2.54
66.0,harvest,mon_L3_01,265.5,84.62,84.62
68.0,harvest,mon_L3_00,280.5,68.80,2.45
68.0,harvest,mon_L3_01,270.2,85.16,85.16
70.0,harvest,mon_L3_00,270.5,68.78,2.51
70.0,harvest,mon_L3_01,276.4,85.15,85.15
72.0,harvest,mon_L3_00,278.6,68.75,2.47
72.0,harvest,mon_L3_01,277.7,85.26,85.26
74.0,harvest,mon_L3_00,276.8,68.75,2.45
74.0,harvest,mon_L3_01,276.7,85.11,85.11
76.0,harvest,mon_L3_00,266.2,68.84,2.47
76.0,harvest,mon_L3_01,275.3,84.75,84.75
78.0,harvest,mon_L3_00,263.8,68.65,2.48
78.0,harvest,mon_L3_01,278.3,84.93,84.93
80.0,harvest,mon_L3_00,258.8,68.68,2.46
80.0,harvest,mon_L3_01,269.2,84.22,84.22
82.0,harvest,mon_L3_00,276.9,68.82,2.45
82.0,harvest,mon_L3_01,282.9,84.98,84.98
84.0,harvest,mon_L3_00,278.6,68.76,2.48
84.0,harvest,mon_L3_01,281.7,85.20,85.20
86.0,harvest,mon_L3_00,279.0,68.86,2.47
86.0,harvest,mon_L3_01,276.2,85.15,85.15
88.0,harvest,mon_L3_00,275.7,68.86,2.50
88.0,harvest,mon_L3_01,277.6,85.07,85.07
90.0,harvest,mon_L3_00,280.0,68.84,2.44
90.0,harvest,mon_L3_01,276.4,85.20,85.20
92.0,harvest,mon_L3_00,276.7,68.89,2.50
92.0,harvest,mon_L3_01,278.9,85.30,85.30
94.0,harvest,mon_L3_00,277.4,68.91,2.48
94.0,harvest,mon_L3_01,281.8,85.08,85.08
96.0,harvest,mon_L3_00,274.8,69.02,2.55
96.0,harvest,mon_L3_01,277.0,85.28,85.28
98.0,harvest,mon_L3_00,279.7,68.86,2.47
98.0,harvest,mon_L3_01,279.4,85.07,85.07
100.0,harvest,mon_L3_00,275.0,68.90,2.46
100.0,harvest,mon_L3_01,271.6,85.47,85.47
102.0,harvest,mon_L3_00,272.0,68.87,2.49
102.0,harvest,mon_L3_01,281.0,85.16,85.16
104.0,harvest,mon_L3_00,279.1,68.74,2.44
104.0,harvest,mon_L3_01,280.7,85.19,85.19
106.0,harvest,mon_L3_00,277.0,68.97,2.51
106.0,harvest,mon_L3_01,276.9,85.25,85.25
108.0,harvest,mon_L3_00,268.1,69.13,2.42
108.0,harvest,mon_L3_01,278.2,85.23,85.22
110.0,harvest,mon_L3_00,273.9,68.99,2.42
110.0,harvest,mon_L3_01,280.2,85.33,85.33
112.0,harvest,mon_L3_00,280.1,69.00,2.49
112.0,harvest,mon_L3_01,280.7,85.31,85.31
114.0,harvest,mon_L3_00,277.4,68.86,2.51
114.0,harvest,mon_L3_01,279.1,85.16,85.16
116.0,harvest,mon_L3_00,275.9,68.82,2.47
116.0,harvest,mon_L3_01,280.8,85.24,85.24
118.0,harvest,mon_L3_00,266.4,68.70,2.50
118.0,harvest,mon_L3_01,263.7,85.34,85.35
120.0,harvest,mon_L3_00,268.9,68.76,2.50
120.0,harvest,mon_L3_01,265.2,85.51,85.51
122.0,harvest,mon_L3_00,278.9,68.72,2.46
122.0,harvest,mon_L3_01,276.4,85.55,85.55
124.0,harvest,mon_L3_00,276.8,69.04,2.48
124.0,harvest,mon_L3_01,283.0,85.32,85.32
126.0,harvest,mon_L3_00,280.9,68.76,2.55
126.0,harvest,mon_L3_01,279.6,85.37,85.37
128.0,harvest,mon_L3_00,268.6,68.90,2.49
128.0,harvest,mon_L3_01,280.1,85.45,85.46
130.0,harvest,mon_L3_00,261.9,69.02,2.46
130.0,harvest,mon_L3_01,278.6,85.11,85.11
132.0,harvest,mon_L3_00,269.1,69.01,2.48
132.0,harvest,mon_L3_01,277.0,85.15,85.15
134.0,harvest,mon_L3_00,273.9,68.79,2.46
134.0,harvest,mon_L3_01,276.3,85.07,85.07
136.0,harvest,mon_L3_00,267.7,68.79,2.50
136.0,harvest,mon_L3_01,280.0,85.06,85.06
138.0,harvest,mon_L3_00,273.8,68.74,2.47
138.0,harvest,mon_L3_01,278.4,84.90,84.90
140.0,harvest,mon_L3_00,268.1,68.65,2.54
140.0,harvest,mon_L3_01,275.2,84.99,84.99
142.0,harvest,mon_L3_00,270.7,68.87,2.47
142.0,harvest,mon_L3_01,277.6,84.66,84.66
144.0,harvest,mon_L3_00,278.0,68.76,2.56
144.0,harvest,mon_L3_01,278.0,85.07,85.07
146.0,harvest,mon_L3_00,262.3,68.56,2.43
146.0,harvest,mon_L3_01,277.0,84.54,84.54
148.0,harvest,mon_L3_00,267.5,68.55,2.53
148.0,harvest,mon_L3_01,273.2,84.58,84.58
150.0,harvest,mon_L3_00,257.7,68.94,2.47
150.0,harvest,mon_L3_01,268.6,84.78,84.78
152.0,harvest,mon_L3_00,280.4,68.62,2.51
152.0,harvest,mon_L3_01,282.3,85.03,85.03
154.0,harvest,mon_L3_00,281.1,68.90,2.50
154.0,harvest,mon_L3_01,281.6,84.98,84.98
156.0,harvest,mon_L3_00,279.5,68.78,2.52
156.0,harvest,mon_L3_01,277.6,85.23,85.23
158.0,harvest,mon_L3_00,275.4,68.69,2.42
158.0,harvest,mon_L3_01,281.1,85.33,85.33
160.0,harvest,mon_L3_00,271.8,68.84,2.50
160.0,harvest,mon_L3_01,279.7,85.06,85.06
162.0,harvest,mon_L3_00,278.8,68.87,2.50
162.0,harvest,mon_L3_01,279.6,85.20,85.20
164.0,harvest,mon_L3_00,281.2,68.80,2.48
164.0,harvest,mon_L3_01,275.3,85.32,85.32
166.0,harvest,mon_L3_00,281.0,68.74,2.52
166.0,harvest,mon_L3_01,278.6,85.43,85.43
