worker=6 cpu=86 K=5120 N=27648 B=128 dtype=bf16
  t=5.1s iters=44 tflops=0.31
  t=10.1s iters=89 tflops=0.32
  t=15.2s iters=134 tflops=0.32
  t=20.3s iters=179 tflops=0.32
  t=25.3s iters=223 tflops=0.32
  t=30.4s iters=268 tflops=0.32
  t=35.4s iters=312 tflops=0.32
  t=40.5s iters=356 tflops=0.32
  t=45.5s iters=400 tflops=0.32
  t=50.6s iters=445 tflops=0.32
  t=55.7s iters=489 tflops=0.32
  t=60.7s iters=533 tflops=0.32
  t=65.7s iters=577 tflops=0.32
  t=70.7s iters=622 tflops=0.32
  t=75.8s iters=668 tflops=0.32
  t=80.9s iters=713 tflops=0.32
  t=86.0s iters=758 tflops=0.32
  t=91.0s iters=802 tflops=0.32
  t=96.1s iters=846 tflops=0.32
  t=101.1s iters=890 tflops=0.32
  t=106.1s iters=934 tflops=0.32
  t=111.2s iters=978 tflops=0.32
  t=116.3s iters=1022 tflops=0.32
  t=121.3s iters=1066 tflops=0.32
  t=126.3s iters=1110 tflops=0.32
  t=131.4s iters=1155 tflops=0.32
  t=136.5s iters=1200 tflops=0.32
  t=141.6s iters=1245 tflops=0.32
  t=146.7s iters=1290 tflops=0.32
  t=151.8s iters=1335 tflops=0.32
  t=156.8s iters=1380 tflops=0.32
  t=161.9s iters=1425 tflops=0.32
  t=167.0s iters=1470 tflops=0.32
  t=172.1s iters=1515 tflops=0.32
  t=177.1s iters=1559 tflops=0.32
  t=182.2s iters=1603 tflops=0.32
  t=187.3s iters=1648 tflops=0.32
  t=192.3s iters=1693 tflops=0.32
  t=197.4s iters=1737 tflops=0.32
  t=202.4s iters=1781 tflops=0.32
  t=207.4s iters=1825 tflops=0.32
  t=212.5s iters=1869 tflops=0.32
  t=217.5s iters=1913 tflops=0.32
  t=222.6s iters=1956 tflops=0.32
  t=227.7s iters=2001 tflops=0.32
  t=232.8s iters=2046 tflops=0.32
  t=237.9s iters=2091 tflops=0.32
  t=243.0s iters=2136 tflops=0.32
  t=248.1s iters=2181 tflops=0.32
  t=253.1s iters=2226 tflops=0.32
  t=258.2s iters=2271 tflops=0.32
  t=263.3s iters=2316 tflops=0.32
  t=268.4s iters=2361 tflops=0.32
  t=273.4s iters=2406 tflops=0.32
  t=278.5s iters=2451 tflops=0.32
  t=283.5s iters=2495 tflops=0.32
  t=288.6s iters=2539 tflops=0.32
  t=293.7s iters=2584 tflops=0.32
  t=298.8s iters=2627 tflops=0.32
  t=303.8s iters=2667 tflops=0.32
  t=308.9s iters=2712 tflops=0.32
  t=314.0s iters=2756 tflops=0.32
