worker=31 cpu=111 K=5120 N=27648 B=128 dtype=bf16
  t=5.1s iters=44 tflops=0.32
  t=10.1s iters=88 tflops=0.31
  t=15.2s iters=132 tflops=0.31
  t=20.3s iters=176 tflops=0.31
  t=25.3s iters=219 tflops=0.31
  t=30.4s iters=263 tflops=0.31
  t=35.5s iters=306 tflops=0.31
  t=40.5s iters=349 tflops=0.31
  t=45.5s iters=392 tflops=0.31
  t=50.6s iters=434 tflops=0.31
  t=55.6s iters=477 tflops=0.31
  t=60.7s iters=520 tflops=0.31
  t=65.7s iters=563 tflops=0.31
  t=70.8s iters=606 tflops=0.31
  t=75.8s iters=649 tflops=0.31
  t=80.9s iters=692 tflops=0.31
  t=85.9s iters=735 tflops=0.31
  t=91.0s iters=779 tflops=0.31
  t=96.0s iters=822 tflops=0.31
  t=101.1s iters=866 tflops=0.31
  t=106.2s iters=910 tflops=0.31
  t=111.2s iters=953 tflops=0.31
  t=116.3s iters=996 tflops=0.31
  t=121.3s iters=1039 tflops=0.31
  t=126.4s iters=1082 tflops=0.31
  t=131.4s iters=1125 tflops=0.31
  t=136.5s iters=1168 tflops=0.31
  t=141.5s iters=1211 tflops=0.31
  t=146.6s iters=1254 tflops=0.31
  t=151.6s iters=1297 tflops=0.31
  t=156.6s iters=1340 tflops=0.31
  t=161.7s iters=1383 tflops=0.31
  t=166.7s iters=1426 tflops=0.31
  t=171.8s iters=1469 tflops=0.31
  t=176.8s iters=1512 tflops=0.31
  t=181.8s iters=1555 tflops=0.31
  t=186.9s iters=1599 tflops=0.31
  t=191.9s iters=1642 tflops=0.31
  t=197.0s iters=1685 tflops=0.31
  t=202.0s iters=1728 tflops=0.31
  t=207.0s iters=1771 tflops=0.31
  t=212.0s iters=1814 tflops=0.31
  t=217.1s iters=1858 tflops=0.31
  t=222.1s iters=1901 tflops=0.31
  t=227.1s iters=1944 tflops=0.31
  t=232.1s iters=1987 tflops=0.31
  t=237.2s iters=2030 tflops=0.31
  t=242.2s iters=2073 tflops=0.31
  t=247.3s iters=2116 tflops=0.31
  t=252.3s iters=2159 tflops=0.31
  t=257.4s iters=2203 tflops=0.31
  t=262.5s iters=2247 tflops=0.31
  t=267.6s iters=2291 tflops=0.31
  t=272.7s iters=2335 tflops=0.31
  t=277.8s iters=2379 tflops=0.31
  t=282.9s iters=2423 tflops=0.31
  t=287.9s iters=2466 tflops=0.31
  t=293.0s iters=2509 tflops=0.31
  t=298.1s iters=2553 tflops=0.31
  t=303.2s iters=2597 tflops=0.31
  t=308.3s iters=2641 tflops=0.31
  t=313.4s iters=2685 tflops=0.31
  t=318.5s iters=2729 tflops=0.31
  t=323.5s iters=2772 tflops=0.31
  t=328.6s iters=2816 tflops=0.31
  t=333.6s iters=2859 tflops=0.31
  t=338.7s iters=2902 tflops=0.31
  t=343.7s iters=2945 tflops=0.31
  t=348.8s iters=2988 tflops=0.31
  t=353.8s iters=3031 tflops=0.31
  t=358.8s iters=3075 tflops=0.31
  t=363.9s iters=3119 tflops=0.31
  t=369.0s iters=3163 tflops=0.31
  t=374.0s iters=3206 tflops=0.31
  t=379.1s iters=3250 tflops=0.31
  t=384.1s iters=3292 tflops=0.31
  t=389.1s iters=3334 tflops=0.31
  t=394.2s iters=3376 tflops=0.31
  t=399.3s iters=3420 tflops=0.31
  t=404.4s iters=3464 tflops=0.31
  t=409.4s iters=3507 tflops=0.31
  t=414.4s iters=3550 tflops=0.31
  t=419.5s iters=3593 tflops=0.31
  t=424.5s iters=3636 tflops=0.31
  t=429.5s iters=3679 tflops=0.31
  t=434.6s iters=3722 tflops=0.31
  t=439.6s iters=3765 tflops=0.31
  t=444.7s iters=3809 tflops=0.31
  t=449.8s iters=3853 tflops=0.31
  t=454.9s iters=3897 tflops=0.31
  t=459.9s iters=3940 tflops=0.31
  t=465.0s iters=3984 tflops=0.31
  t=470.1s iters=4028 tflops=0.31
  t=475.2s iters=4072 tflops=0.31
  t=480.2s iters=4114 tflops=0.31
  t=485.3s iters=4158 tflops=0.31
  t=490.4s iters=4202 tflops=0.31
  t=495.5s iters=4246 tflops=0.31
  t=500.5s iters=4289 tflops=0.31
  t=505.5s iters=4332 tflops=0.31
  t=510.6s iters=4376 tflops=0.31
  t=515.6s iters=4419 tflops=0.31
  t=520.7s iters=4462 tflops=0.31
  t=525.8s iters=4506 tflops=0.31
  t=530.8s iters=4549 tflops=0.31
  t=535.9s iters=4593 tflops=0.31
  t=541.0s iters=4637 tflops=0.31
  t=546.1s iters=4681 tflops=0.31
  t=551.2s iters=4725 tflops=0.31
  t=556.3s iters=4769 tflops=0.31
  t=561.4s iters=4813 tflops=0.31
  t=566.5s iters=4857 tflops=0.31
  t=571.6s iters=4901 tflops=0.31
  t=576.7s iters=4945 tflops=0.31
  t=581.8s iters=4989 tflops=0.31
  t=586.9s iters=5033 tflops=0.31
  t=591.9s iters=5076 tflops=0.31
  t=596.9s iters=5119 tflops=0.31
  t=601.9s iters=5162 tflops=0.31
  t=607.0s iters=5205 tflops=0.31
  t=612.0s iters=5248 tflops=0.31
  t=617.0s iters=5291 tflops=0.31
  t=622.0s iters=5334 tflops=0.31
  t=627.0s iters=5377 tflops=0.31
  t=632.1s iters=5421 tflops=0.31
  t=637.1s iters=5464 tflops=0.31
  t=642.1s iters=5507 tflops=0.31
  t=647.1s iters=5550 tflops=0.31
  t=652.2s iters=5593 tflops=0.31
  t=657.3s iters=5637 tflops=0.31
  t=662.4s iters=5681 tflops=0.31
  t=667.4s iters=5724 tflops=0.31
  t=672.5s iters=5767 tflops=0.31
  t=677.5s iters=5810 tflops=0.31
  t=682.5s iters=5853 tflops=0.31
  t=687.6s iters=5896 tflops=0.31
  t=692.6s iters=5939 tflops=0.31
