ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
320.1,harvest,mon_L3_01,283.2,85.84,85.84
322.1,harvest,mon_L3_00,275.0,69.27,7.58
322.1,harvest,mon_L3_01,282.1,85.85,85.85
324.1,harvest,mon_L3_00,277.1,69.12,7.65
324.1,harvest,mon_L3_01,278.1,85.49,85.49
326.1,harvest,mon_L3_00,275.2,69.13,7.51
326.1,harvest,mon_L3_01,281.8,85.92,85.92
328.1,harvest,mon_L3_00,276.6,69.10,7.48
328.1,harvest,mon_L3_01,280.4,85.87,85.87
330.1,harvest,mon_L3_00,274.2,69.24,7.45
330.1,harvest,mon_L3_01,275.2,86.20,86.20
332.1,harvest,mon_L3_00,278.8,68.95,7.55
332.1,harvest,mon_L3_01,279.6,86.30,86.30
334.1,harvest,mon_L3_00,278.0,69.14,7.54
334.1,harvest,mon_L3_01,282.1,86.01,86.01
336.1,harvest,mon_L3_00,280.7,69.47,7.41
336.1,harvest,mon_L3_01,281.4,85.89,85.89
338.1,harvest,mon_L3_00,279.4,69.25,7.47
338.1,harvest,mon_L3_01,277.0,86.01,86.01
340.1,harvest,mon_L3_00,273.5,69.21,7.58
340.1,harvest,mon_L3_01,276.9,86.01,86.01
342.1,harvest,mon_L3_00,277.3,68.98,7.56
342.1,harvest,mon_L3_01,276.6,86.01,86.01
344.1,harvest,mon_L3_00,281.4,68.99,7.41
344.1,harvest,mon_L3_01,277.4,86.10,86.10
346.1,harvest,mon_L3_00,275.3,69.03,7.55
346.1,harvest,mon_L3_01,278.6,86.14,86.14
348.1,harvest,mon_L3_00,279.0,69.28,7.60
348.1,harvest,mon_L3_01,282.0,86.07,86.07
350.1,harvest,mon_L3_00,277.9,69.23,7.48
350.1,harvest,mon_L3_01,280.7,85.84,85.84
352.1,harvest,mon_L3_00,264.7,69.25,7.51
352.1,harvest,mon_L3_01,279.4,85.72,85.71
354.1,harvest,mon_L3_00,278.6,69.28,7.61
354.1,harvest,mon_L3_01,275.3,85.61,85.61
356.1,harvest,mon_L3_00,276.2,69.26,7.57
356.1,harvest,mon_L3_01,276.0,86.08,86.08
358.1,harvest,mon_L3_00,275.2,69.35,7.56
358.1,harvest,mon_L3_01,278.9,86.35,86.35
360.1,harvest,mon_L3_00,276.6,69.40,7.57
360.1,harvest,mon_L3_01,279.1,86.35,86.35
362.1,harvest,mon_L3_00,279.6,69.41,7.49
362.1,harvest,mon_L3_01,276.6,86.48,86.48
364.1,harvest,mon_L3_00,267.5,69.33,7.55
364.1,harvest,mon_L3_01,270.9,86.33,86.33
366.1,harvest,mon_L3_00,270.7,69.43,7.48
366.1,harvest,mon_L3_01,277.1,85.83,85.83
368.1,harvest,mon_L3_00,275.6,69.27,7.51
368.1,harvest,mon_L3_01,274.8,85.91,85.91
370.1,harvest,mon_L3_00,274.8,69.36,7.63
370.1,harvest,mon_L3_01,281.0,85.79,85.79
372.1,harvest,mon_L3_00,263.8,69.46,7.60
372.1,harvest,mon_L3_01,280.5,85.47,85.47
374.1,harvest,mon_L3_00,268.9,69.28,7.48
374.1,harvest,mon_L3_01,280.7,85.55,85.56
376.1,harvest,mon_L3_00,276.2,69.34,7.64
376.1,harvest,mon_L3_01,279.5,85.86,85.86
378.1,harvest,mon_L3_00,262.7,69.22,7.59
378.1,harvest,mon_L3_01,280.2,86.01,86.01
380.1,harvest,mon_L3_00,269.8,69.11,7.45
380.1,harvest,mon_L3_01,277.7,85.41,85.41
382.1,harvest,mon_L3_00,274.6,69.44,7.58
382.1,harvest,mon_L3_01,276.3,85.86,85.86
384.1,harvest,mon_L3_00,277.7,69.47,7.48
384.1,harvest,mon_L3_01,275.7,86.19,86.19
386.1,harvest,mon_L3_00,274.0,69.56,7.60
386.1,harvest,mon_L3_01,278.3,86.35,86.34
388.1,harvest,mon_L3_00,276.0,69.57,7.57
388.1,harvest,mon_L3_01,276.9,86.13,86.13
390.1,harvest,mon_L3_00,266.2,69.39,7.52
390.1,harvest,mon_L3_01,276.4,86.32,86.32
392.1,harvest,mon_L3_00,277.1,69.59,7.59
392.1,harvest,mon_L3_01,278.0,86.24,86.24
394.1,harvest,mon_L3_00,274.7,69.30,7.60
394.1,harvest,mon_L3_01,277.3,85.84,85.84
396.1,harvest,mon_L3_00,273.2,69.50,7.57
396.1,harvest,mon_L3_01,277.9,85.84,85.84
398.1,harvest,mon_L3_00,277.6,69.40,7.51
398.1,harvest,mon_L3_01,280.5,85.86,85.86
400.1,harvest,mon_L3_00,272.1,69.30,7.41
400.1,harvest,mon_L3_01,275.7,85.76,85.76
402.1,harvest,mon_L3_00,273.3,69.24,7.54
402.1,harvest,mon_L3_01,279.6,85.65,85.65
404.1,harvest,mon_L3_00,274.6,69.34,7.58
404.1,harvest,mon_L3_01,279.6,85.88,85.88
406.1,harvest,mon_L3_00,275.2,69.40,7.45
406.1,harvest,mon_L3_01,283.9,85.96,85.96
