ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
202.0,harvest,mon_L3_00,261.1,12.41,0.64
202.0,harvest,mon_L3_01,259.0,11.03,11.03
204.0,harvest,mon_L3_00,261.2,12.37,0.62
204.0,harvest,mon_L3_01,264.7,11.07,11.07
206.0,harvest,mon_L3_00,250.8,12.39,0.63
206.0,harvest,mon_L3_01,262.6,11.01,11.01
208.0,harvest,mon_L3_00,251.8,12.39,0.65
208.0,harvest,mon_L3_01,257.0,11.02,11.02
210.0,harvest,mon_L3_00,260.0,12.43,0.65
210.0,harvest,mon_L3_01,261.7,11.06,11.06
212.1,harvest,mon_L3_00,259.9,12.48,0.67
212.1,harvest,mon_L3_01,268.0,11.02,11.02
214.1,harvest,mon_L3_00,261.6,12.43,0.65
214.1,harvest,mon_L3_01,253.2,11.03,11.03
216.1,harvest,mon_L3_00,256.1,12.47,0.63
216.1,harvest,mon_L3_01,264.5,10.99,10.99
218.1,harvest,mon_L3_00,269.2,12.44,0.63
218.1,harvest,mon_L3_01,253.0,11.03,11.03
220.1,harvest,mon_L3_00,255.2,12.47,0.66
220.1,harvest,mon_L3_01,263.3,11.01,11.01
222.1,harvest,mon_L3_00,254.5,12.52,0.65
222.1,harvest,mon_L3_01,264.4,10.99,10.99
224.1,harvest,mon_L3_00,258.2,12.37,0.64
224.1,harvest,mon_L3_01,261.6,10.95,10.95
226.1,harvest,mon_L3_00,268.9,12.37,0.65
226.1,harvest,mon_L3_01,259.7,11.12,11.12
228.1,harvest,mon_L3_00,266.1,12.32,0.64
228.1,harvest,mon_L3_01,255.1,11.09,11.09
230.1,harvest,mon_L3_00,261.1,12.35,0.65
230.1,harvest,mon_L3_01,260.6,11.12,11.12
232.1,harvest,mon_L3_00,259.1,12.38,0.66
232.1,harvest,mon_L3_01,263.4,11.06,11.06
234.1,harvest,mon_L3_00,267.4,12.31,0.66
234.1,harvest,mon_L3_01,263.1,11.06,11.06
236.1,harvest,mon_L3_00,265.4,12.33,0.63
236.1,harvest,mon_L3_01,267.7,11.04,11.04
238.1,harvest,mon_L3_00,270.4,12.33,0.63
238.1,harvest,mon_L3_01,261.4,11.05,11.05
240.1,harvest,mon_L3_00,260.3,12.36,0.64
240.1,harvest,mon_L3_01,265.7,11.12,11.12
242.1,harvest,mon_L3_00,263.1,12.40,0.63
242.1,harvest,mon_L3_01,267.5,11.05,11.05
244.1,harvest,mon_L3_00,274.5,12.33,0.65
244.1,harvest,mon_L3_01,267.0,11.05,11.05
246.1,harvest,mon_L3_00,270.1,12.37,0.64
246.1,harvest,mon_L3_01,264.1,11.06,11.06
248.1,harvest,mon_L3_00,260.4,12.39,0.66
248.1,harvest,mon_L3_01,263.8,11.06,11.06
250.1,harvest,mon_L3_00,262.6,12.37,0.63
250.1,harvest,mon_L3_01,257.6,11.09,11.09
252.1,harvest,mon_L3_00,264.4,12.31,0.63
252.1,harvest,mon_L3_01,264.4,11.07,11.07
254.1,harvest,mon_L3_00,264.0,12.34,0.65
254.1,harvest,mon_L3_01,258.9,11.05,11.05
256.1,harvest,mon_L3_00,268.1,12.33,0.66
256.1,harvest,mon_L3_01,264.5,11.08,11.08
258.1,harvest,mon_L3_00,265.8,12.35,0.65
258.1,harvest,mon_L3_01,264.0,11.06,11.06
260.1,harvest,mon_L3_00,264.0,12.38,0.64
260.1,harvest,mon_L3_01,261.1,11.13,11.12
262.1,harvest,mon_L3_00,269.5,12.36,0.63
262.1,harvest,mon_L3_01,263.9,11.06,11.06
264.1,harvest,mon_L3_00,269.3,12.37,0.66
264.1,harvest,mon_L3_01,262.9,11.07,11.07
266.1,harvest,mon_L3_00,263.2,12.39,0.63
266.1,harvest,mon_L3_01,264.1,11.08,11.08
268.1,harvest,mon_L3_00,270.4,12.36,0.66
268.1,harvest,mon_L3_01,260.2,11.10,11.10
270.1,harvest,mon_L3_00,271.9,12.32,0.63
270.1,harvest,mon_L3_01,263.4,11.09,11.09
272.1,harvest,mon_L3_00,269.9,12.35,0.66
272.1,harvest,mon_L3_01,260.3,11.11,11.11
274.1,harvest,mon_L3_00,259.2,12.32,0.64
274.1,harvest,mon_L3_01,265.0,11.04,11.04
276.1,harvest,mon_L3_00,266.8,12.31,0.64
276.1,harvest,mon_L3_01,259.6,11.03,11.03
278.1,harvest,mon_L3_00,270.9,12.31,0.65
278.1,harvest,mon_L3_01,260.6,11.08,11.08
280.1,harvest,mon_L3_00,267.0,12.36,0.64
280.1,harvest,mon_L3_01,263.6,11.05,11.05
282.1,harvest,mon_L3_00,272.8,12.32,0.64
282.1,harvest,mon_L3_01,265.0,11.07,11.07
284.1,harvest,mon_L3_00,255.8,12.36,0.64
284.1,harvest,mon_L3_01,263.7,11.03,11.03
286.1,harvest,mon_L3_00,257.5,12.41,0.65
286.1,harvest,mon_L3_01,254.1,11.05,11.05
288.1,harvest,mon_L3_00,263.7,12.37,0.63
288.1,harvest,mon_L3_01,261.2,11.01,11.01
290.1,harvest,mon_L3_00,272.6,12.34,0.63
290.1,harvest,mon_L3_01,261.7,11.02,11.02
292.1,harvest,mon_L3_00,259.7,12.37,0.64
292.1,harvest,mon_L3_01,261.6,11.05,11.05
294.1,harvest,mon_L3_00,263.1,12.38,0.64
294.1,harvest,mon_L3_01,261.6,11.04,11.04
296.1,harvest,mon_L3_00,255.8,12.37,0.64
296.1,harvest,mon_L3_01,266.7,11.01,11.01
298.1,harvest,mon_L3_00,259.5,12.38,0.65
298.1,harvest,mon_L3_01,252.5,11.03,11.03
300.1,harvest,mon_L3_00,264.3,12.41,0.64
300.1,harvest,mon_L3_01,259.7,11.09,11.09
302.1,harvest,mon_L3_00,249.6,12.43,0.64
302.1,harvest,mon_L3_01,260.6,11.05,11.05
304.1,harvest,mon_L3_00,254.8,12.42,0.63
304.1,harvest,mon_L3_01,254.4,11.08,11.08
306.1,harvest,mon_L3_00,270.1,12.38,0.64
306.1,harvest,mon_L3_01,267.1,11.06,11.06
308.1,harvest,mon_L3_00,273.2,12.34,0.65
308.1,harvest,mon_L3_01,253.5,11.10,11.10
310.1,harvest,mon_L3_00,272.6,12.38,0.66
310.1,harvest,mon_L3_01,264.7,11.06,11.06
312.1,harvest,mon_L3_00,262.6,12.35,0.64
312.1,harvest,mon_L3_01,260.5,11.06,11.06
314.1,harvest,mon_L3_00,268.9,12.33,0.65
314.1,harvest,mon_L3_01,260.5,11.05,11.05
316.1,harvest,mon_L3_00,272.5,12.36,0.65
316.1,harvest,mon_L3_01,257.6,11.07,11.07
318.1,harvest,mon_L3_00,274.2,12.35,0.63
318.1,harvest,mon_L3_01,263.9,11.04,11.04
320.1,harvest,mon_L3_00,268.4,12.40,0.65
320.1,harvest,mon_L3_01,263.9,11.06,11.06
322.1,harvest,mon_L3_00,265.9,12.37,0.65
322.1,harvest,mon_L3_01,262.3,11.07,11.07
324.1,harvest,mon_L3_00,270.9,12.37,0.68
324.1,harvest,mon_L3_01,263.7,11.06,11.06
326.1,harvest,mon_L3_00,268.2,12.33,0.62
326.1,harvest,mon_L3_01,263.7,11.01,11.01
328.1,harvest,mon_L3_00,263.1,12.38,0.65
328.1,harvest,mon_L3_01,263.7,11.02,11.02
330.1,harvest,mon_L3_00,267.4,12.39,0.65
330.1,harvest,mon_L3_01,247.0,11.04,11.04
332.1,harvest,mon_L3_00,263.6,12.39,0.64
332.1,harvest,mon_L3_01,267.1,11.02,11.02
334.1,harvest,mon_L3_00,267.2,12.37,0.65
334.1,harvest,mon_L3_01,257.5,11.01,11.01
336.1,harvest,mon_L3_00,273.4,12.41,0.64
336.1,harvest,mon_L3_01,266.4,11.00,11.00
338.1,harvest,mon_L3_00,266.0,12.37,0.63
338.1,harvest,mon_L3_01,264.6,11.00,11.00
340.1,harvest,mon_L3_00,271.2,12.39,0.61
340.1,harvest,mon_L3_01,255.9,11.01,11.01
342.1,harvest,mon_L3_00,274.2,12.36,0.63
342.1,harvest,mon_L3_01,265.8,11.02,11.02
344.1,harvest,mon_L3_00,271.3,12.41,0.66
344.1,harvest,mon_L3_01,263.2,11.03,11.03
346.1,harvest,mon_L3_00,272.8,12.44,0.65
346.1,harvest,mon_L3_01,263.2,11.08,11.08
348.1,harvest,mon_L3_00,266.5,12.40,0.66
348.1,harvest,mon_L3_01,259.7,11.05,11.05
350.1,harvest,mon_L3_00,253.6,12.50,0.63
350.1,harvest,mon_L3_01,262.6,11.07,11.07
352.1,harvest,mon_L3_00,267.2,12.43,0.63
352.1,harvest,mon_L3_01,265.7,11.04,11.04
354.1,harvest,mon_L3_00,261.3,12.48,0.66
354.1,harvest,mon_L3_01,261.7,11.04,11.04
356.1,harvest,mon_L3_00,261.3,12.45,0.63
356.1,harvest,mon_L3_01,262.9,11.04,11.04
358.1,harvest,mon_L3_00,261.9,12.42,0.63
358.1,harvest,mon_L3_01,255.9,11.01,11.01
360.1,harvest,mon_L3_00,270.8,12.40,0.62
360.1,harvest,mon_L3_01,259.5,11.12,11.12
362.1,harvest,mon_L3_00,257.1,12.39,0.63
362.1,harvest,mon_L3_01,260.9,11.10,11.10
364.1,harvest,mon_L3_00,268.2,12.41,0.64
364.1,harvest,mon_L3_01,264.6,11.07,11.07
366.1,harvest,mon_L3_00,253.1,12.46,0.64
366.1,harvest,mon_L3_01,265.8,11.02,11.02
368.1,harvest,mon_L3_00,250.0,12.47,0.64
368.1,harvest,mon_L3_01,263.6,11.04,11.04
370.1,harvest,mon_L3_00,259.7,12.40,0.64
370.1,harvest,mon_L3_01,263.4,11.05,11.05
372.1,harvest,mon_L3_00,257.8,12.40,0.64
372.1,harvest,mon_L3_01,262.5,11.06,11.06
374.1,harvest,mon_L3_00,255.5,12.40,0.62
374.1,harvest,mon_L3_01,261.0,11.04,11.04
376.1,harvest,mon_L3_00,260.6,12.36,0.63
376.1,harvest,mon_L3_01,263.1,11.02,11.02
378.1,harvest,mon_L3_00,261.3,12.41,0.63
378.1,harvest,mon_L3_01,265.0,11.06,11.06
380.1,harvest,mon_L3_00,241.3,12.39,0.63
380.1,harvest,mon_L3_01,259.9,11.06,11.06
382.1,harvest,mon_L3_00,267.1,12.45,0.64
382.1,harvest,mon_L3_01,264.5,11.05,11.05
384.1,harvest,mon_L3_00,262.1,12.38,0.64
384.1,harvest,mon_L3_01,264.3,11.06,11.06
386.1,harvest,mon_L3_00,266.4,12.35,0.64
386.1,harvest,mon_L3_01,264.1,11.04,11.04
388.1,harvest,mon_L3_00,268.8,12.35,0.63
388.1,harvest,mon_L3_01,264.1,11.03,11.03
390.1,harvest,mon_L3_00,273.0,12.35,0.64
390.1,harvest,mon_L3_01,260.4,11.02,11.02
392.1,harvest,mon_L3_00,258.2,12.39,0.65
392.1,harvest,mon_L3_01,265.5,10.99,10.99
394.1,harvest,mon_L3_00,271.6,12.37,0.65
394.1,harvest,mon_L3_01,264.6,10.98,10.98
396.1,harvest,mon_L3_00,271.2,12.34,0.67
396.1,harvest,mon_L3_01,260.3,11.02,11.02
398.1,harvest,mon_L3_00,271.6,12.34,0.65
398.1,harvest,mon_L3_01,263.9,11.03,11.03
400.1,harvest,mon_L3_00,263.4,12.33,0.66
400.1,harvest,mon_L3_01,263.9,11.05,11.05
402.1,harvest,mon_L3_00,268.5,12.35,0.66
402.1,harvest,mon_L3_01,265.0,11.04,11.04
404.1,harvest,mon_L3_00,266.0,12.34,0.66
404.1,harvest,mon_L3_01,258.0,11.06,11.06
406.1,harvest,mon_L3_00,263.6,12.36,0.67
406.1,harvest,mon_L3_01,259.0,11.08,11.08
408.1,harvest,mon_L3_00,271.9,12.35,0.67
408.1,harvest,mon_L3_01,265.2,11.03,11.03
410.1,harvest,mon_L3_00,264.8,12.32,0.66
410.1,harvest,mon_L3_01,261.4,11.03,11.03
412.1,harvest,mon_L3_00,250.0,12.38,0.63
412.1,harvest,mon_L3_01,261.8,10.99,10.99
414.1,harvest,mon_L3_00,267.9,12.37,0.65
414.1,harvest,mon_L3_01,262.6,11.01,11.01
416.1,harvest,mon_L3_00,268.8,12.32,0.66
416.1,harvest,mon_L3_01,267.3,11.00,11.00
418.1,harvest,mon_L3_00,259.6,12.32,0.65
418.1,harvest,mon_L3_01,267.2,11.01,11.01
420.1,harvest,mon_L3_00,254.3,12.38,0.64
420.1,harvest,mon_L3_01,258.8,11.00,11.00
422.1,harvest,mon_L3_00,244.5,12.40,0.65
422.1,harvest,mon_L3_01,267.1,11.01,11.01
424.1,harvest,mon_L3_00,271.2,12.32,0.64
424.1,harvest,mon_L3_01,258.4,11.01,11.01
426.1,harvest,mon_L3_00,262.3,12.36,0.64
426.1,harvest,mon_L3_01,264.0,11.02,11.02
428.1,harvest,mon_L3_00,270.7,12.39,0.64
428.1,harvest,mon_L3_01,264.7,11.01,11.01
430.1,harvest,mon_L3_00,260.2,12.40,0.65
430.1,harvest,mon_L3_01,266.8,11.01,11.01
432.1,harvest,mon_L3_00,262.1,12.33,0.65
432.1,harvest,mon_L3_01,267.0,10.95,10.95
434.1,harvest,mon_L3_00,268.2,12.36,0.63
434.1,harvest,mon_L3_01,265.7,11.02,11.02
436.1,harvest,mon_L3_00,270.6,12.35,0.65
436.1,harvest,mon_L3_01,266.0,11.01,11.01
438.1,harvest,mon_L3_00,257.1,12.39,0.64
438.1,harvest,mon_L3_01,260.9,11.03,11.03
440.1,harvest,mon_L3_00,265.7,12.36,0.64
440.1,harvest,mon_L3_01,265.1,11.02,11.02
442.1,harvest,mon_L3_00,253.9,12.47,0.66
442.1,harvest,mon_L3_01,267.0,11.00,11.00
444.1,harvest,mon_L3_00,258.5,12.42,0.64
444.1,harvest,mon_L3_01,265.0,11.01,11.01
446.1,harvest,mon_L3_00,248.7,12.40,0.65
446.1,harvest,mon_L3_01,265.0,10.99,10.99
448.1,harvest,mon_L3_00,246.9,12.42,0.63
448.1,harvest,mon_L3_01,267.1,11.01,11.01
450.1,harvest,mon_L3_00,253.7,12.36,0.64
450.1,harvest,mon_L3_01,263.4,11.03,11.03
452.1,harvest,mon_L3_00,257.8,12.37,0.65
452.1,harvest,mon_L3_01,260.7,11.03,11.03
454.1,harvest,mon_L3_00,253.4,12.40,0.63
454.1,harvest,mon_L3_01,267.4,11.09,11.09
456.1,harvest,mon_L3_00,252.4,12.40,0.65
456.1,harvest,mon_L3_01,269.3,11.04,11.04
458.1,harvest,mon_L3_00,267.8,12.38,0.64
458.1,harvest,mon_L3_01,267.2,11.05,11.05
460.1,harvest,mon_L3_00,270.0,12.36,0.65
460.1,harvest,mon_L3_01,264.1,11.05,11.05
462.1,harvest,mon_L3_00,263.0,12.37,0.67
462.1,harvest,mon_L3_01,266.2,11.01,11.01
464.1,harvest,mon_L3_00,269.1,12.33,0.66
464.1,harvest,mon_L3_01,265.3,11.05,11.05
466.1,harvest,mon_L3_00,269.9,12.36,0.66
466.1,harvest,mon_L3_01,263.3,11.02,11.02
468.1,harvest,mon_L3_00,261.9,12.32,0.63
468.1,harvest,mon_L3_01,266.2,11.04,11.04
470.1,harvest,mon_L3_00,268.9,12.37,0.66
470.1,harvest,mon_L3_01,262.9,11.06,11.06
472.1,harvest,mon_L3_00,263.2,12.34,0.67
472.1,harvest,mon_L3_01,263.8,11.08,11.08
474.1,harvest,mon_L3_00,251.1,12.38,0.65
474.1,harvest,mon_L3_01,264.0,11.03,11.03
476.1,harvest,mon_L3_00,270.1,12.37,0.64
476.1,harvest,mon_L3_01,265.1,11.02,11.02
478.1,harvest,mon_L3_00,270.7,12.31,0.66
478.1,harvest,mon_L3_01,259.2,11.06,11.06
480.1,harvest,mon_L3_00,270.7,12.32,0.67
480.1,harvest,mon_L3_01,264.6,11.03,11.03
482.1,harvest,mon_L3_00,264.3,12.33,0.66
482.1,harvest,mon_L3_01,267.1,11.00,11.00
484.1,harvest,mon_L3_00,255.7,12.38,0.65
484.1,harvest,mon_L3_01,265.3,11.01,11.01
486.1,harvest,mon_L3_00,264.4,12.37,0.66
486.1,harvest,mon_L3_01,265.0,11.04,11.04
488.1,harvest,mon_L3_00,270.2,12.39,0.67
488.1,harvest,mon_L3_01,260.5,11.00,11.00
490.1,harvest,mon_L3_00,269.3,12.34,0.63
490.1,harvest,mon_L3_01,266.0,11.02,11.02
492.1,harvest,mon_L3_00,261.7,12.40,0.69
492.1,harvest,mon_L3_01,266.4,11.01,11.01
494.1,harvest,mon_L3_00,271.1,12.39,0.66
494.1,harvest,mon_L3_01,268.0,11.01,11.01
