ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,288.8,60.86,11.35
2.0,harvest,mon_L3_01,292.1,87.69,87.68
4.0,harvest,mon_L3_00,291.3,59.79,11.21
4.0,harvest,mon_L3_01,289.5,87.84,87.84
6.0,harvest,mon_L3_00,285.5,61.89,12.08
6.0,harvest,mon_L3_01,288.9,86.22,86.21
8.0,harvest,mon_L3_00,281.2,63.51,12.58
8.0,harvest,mon_L3_01,280.2,87.65,87.64
10.0,harvest,mon_L3_00,277.1,63.41,12.35
10.0,harvest,mon_L3_01,283.9,86.98,86.98
12.0,harvest,mon_L3_00,281.1,63.30,12.31
12.0,harvest,mon_L3_01,285.0,85.49,85.49
14.0,harvest,mon_L3_00,285.7,62.27,12.51
14.0,harvest,mon_L3_01,285.5,87.70,87.70
16.0,harvest,mon_L3_00,287.1,59.71,12.06
16.0,harvest,mon_L3_01,286.5,88.22,88.22
18.0,harvest,mon_L3_00,280.2,59.87,12.10
18.0,harvest,mon_L3_01,283.7,88.29,88.28
20.0,harvest,mon_L3_00,281.4,59.87,12.06
20.0,harvest,mon_L3_01,284.2,88.29,88.29
22.0,harvest,mon_L3_00,283.7,59.91,12.11
22.0,harvest,mon_L3_01,290.3,87.97,87.96
24.0,harvest,mon_L3_00,284.5,59.91,12.06
24.0,harvest,mon_L3_01,285.6,88.38,88.37
26.0,harvest,mon_L3_00,280.0,59.75,12.05
26.0,harvest,mon_L3_01,288.4,88.25,88.25
28.0,harvest,mon_L3_00,280.2,59.52,12.03
28.0,harvest,mon_L3_01,285.5,88.02,88.02
30.0,harvest,mon_L3_00,280.4,59.54,12.09
30.0,harvest,mon_L3_01,288.4,88.10,88.10
32.0,harvest,mon_L3_00,279.8,59.50,12.16
32.0,harvest,mon_L3_01,282.8,87.95,87.95
34.0,harvest,mon_L3_00,283.2,59.61,12.03
34.0,harvest,mon_L3_01,288.9,87.95,87.95
36.0,harvest,mon_L3_00,283.8,59.40,12.05
36.0,harvest,mon_L3_01,285.6,87.82,87.82
38.0,harvest,mon_L3_00,278.6,59.56,11.92
38.0,harvest,mon_L3_01,286.2,87.93,87.92
40.0,harvest,mon_L3_00,282.5,59.50,12.03
40.0,harvest,mon_L3_01,283.9,87.85,87.85
42.0,harvest,mon_L3_00,283.7,59.49,12.12
42.0,harvest,mon_L3_01,288.6,87.87,87.86
44.0,harvest,mon_L3_00,278.9,59.95,12.09
44.0,harvest,mon_L3_01,289.3,88.30,88.30
46.0,harvest,mon_L3_00,287.2,59.84,12.01
46.0,harvest,mon_L3_01,287.6,88.25,88.25
48.0,harvest,mon_L3_00,285.1,59.91,12.06
48.0,harvest,mon_L3_01,285.7,88.24,88.24
50.0,harvest,mon_L3_00,285.1,59.88,12.00
50.0,harvest,mon_L3_01,284.9,88.21,88.20
52.0,harvest,mon_L3_00,283.9,59.88,12.10
52.0,harvest,mon_L3_01,288.6,88.18,88.18
54.0,harvest,mon_L3_00,284.6,59.90,12.15
54.0,harvest,mon_L3_01,289.8,88.36,88.36
56.0,harvest,mon_L3_00,283.2,59.91,12.06
56.0,harvest,mon_L3_01,284.6,88.25,88.24
58.0,harvest,mon_L3_00,281.5,59.45,11.95
58.0,harvest,mon_L3_01,289.9,87.88,87.88
60.0,harvest,mon_L3_00,284.3,59.92,11.99
60.0,harvest,mon_L3_01,283.8,88.20,88.20
62.0,harvest,mon_L3_00,288.4,59.74,12.08
62.0,harvest,mon_L3_01,289.0,88.13,88.13
64.0,harvest,mon_L3_00,282.1,59.66,12.09
64.0,harvest,mon_L3_01,283.0,88.09,88.08
66.0,harvest,mon_L3_00,280.5,59.81,12.03
66.0,harvest,mon_L3_01,281.8,88.18,88.18
68.0,harvest,mon_L3_00,283.4,59.62,11.99
68.0,harvest,mon_L3_01,289.0,87.99,87.99
70.0,harvest,mon_L3_00,285.8,59.82,12.02
70.0,harvest,mon_L3_01,287.7,88.21,88.21
72.0,harvest,mon_L3_00,285.9,59.95,12.11
72.0,harvest,mon_L3_01,285.8,88.23,88.22
74.0,harvest,mon_L3_00,286.2,59.98,12.10
74.0,harvest,mon_L3_01,288.2,88.22,88.22
76.0,harvest,mon_L3_00,285.9,59.90,11.99
76.0,harvest,mon_L3_01,285.4,88.16,88.16
78.0,harvest,mon_L3_00,279.6,59.86,12.14
78.0,harvest,mon_L3_01,285.4,88.23,88.23
80.0,harvest,mon_L3_00,277.0,59.95,12.16
80.0,harvest,mon_L3_01,285.7,88.20,88.20
82.0,harvest,mon_L3_00,282.4,59.48,11.96
82.0,harvest,mon_L3_01,284.4,87.71,87.71
84.0,harvest,mon_L3_00,283.1,59.95,11.97
84.0,harvest,mon_L3_01,284.3,88.24,88.23
86.0,harvest,mon_L3_00,281.5,59.84,12.03
86.0,harvest,mon_L3_01,286.6,88.20,88.20
88.0,harvest,mon_L3_00,285.0,59.89,12.12
88.0,harvest,mon_L3_01,288.4,88.30,88.30
90.0,harvest,mon_L3_00,287.9,59.83,11.94
90.0,harvest,mon_L3_01,287.7,88.23,88.23
92.0,harvest,mon_L3_00,285.0,59.74,12.01
92.0,harvest,mon_L3_01,287.1,88.22,88.22
94.0,harvest,mon_L3_00,285.4,59.93,12.08
94.0,harvest,mon_L3_01,286.8,88.32,88.32
96.0,harvest,mon_L3_00,282.8,59.77,12.10
96.0,harvest,mon_L3_01,286.2,88.10,88.10
98.0,harvest,mon_L3_00,286.1,59.90,12.07
98.0,harvest,mon_L3_01,285.0,88.20,88.20
100.0,harvest,mon_L3_00,281.7,59.75,12.03
100.0,harvest,mon_L3_01,285.8,88.20,88.19
102.0,harvest,mon_L3_00,287.7,59.84,12.00
102.0,harvest,mon_L3_01,287.8,88.24,88.24
