ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
172.0,harvest,mon_L3_00,254.5,16.27,3.52
172.0,harvest,mon_L3_01,252.3,16.60,13.15
174.0,harvest,mon_L3_00,241.4,16.28,3.57
174.0,harvest,mon_L3_01,249.4,16.62,13.08
176.0,harvest,mon_L3_00,242.1,16.22,3.54
176.0,harvest,mon_L3_01,230.7,16.67,13.17
178.0,harvest,mon_L3_00,240.7,16.21,3.50
178.0,harvest,mon_L3_01,242.2,16.67,13.16
180.0,harvest,mon_L3_00,239.2,16.19,3.48
180.0,harvest,mon_L3_01,224.1,16.75,13.17
182.0,harvest,mon_L3_00,261.7,16.25,3.45
182.0,harvest,mon_L3_01,243.6,16.72,13.14
184.0,harvest,mon_L3_00,248.7,16.29,3.46
184.0,harvest,mon_L3_01,246.7,16.59,13.06
186.0,harvest,mon_L3_00,243.9,16.30,3.53
186.0,harvest,mon_L3_01,239.5,16.72,13.17
188.0,harvest,mon_L3_00,247.7,16.25,3.57
188.0,harvest,mon_L3_01,244.8,16.66,13.18
190.0,harvest,mon_L3_00,238.7,16.18,3.49
190.0,harvest,mon_L3_01,235.1,16.68,13.10
192.0,harvest,mon_L3_00,224.3,16.18,3.52
192.0,harvest,mon_L3_01,242.6,16.64,13.05
194.0,harvest,mon_L3_00,232.1,16.22,3.51
194.0,harvest,mon_L3_01,236.0,16.71,13.10
196.0,harvest,mon_L3_00,230.6,16.18,3.54
196.0,harvest,mon_L3_01,232.3,16.75,13.18
198.0,harvest,mon_L3_00,238.7,16.22,3.57
198.0,harvest,mon_L3_01,244.9,16.75,13.22
200.0,harvest,mon_L3_00,231.3,16.29,3.54
200.0,harvest,mon_L3_01,241.1,16.65,13.17
202.0,harvest,mon_L3_00,214.2,16.21,3.52
202.0,harvest,mon_L3_01,231.1,16.71,13.19
204.1,harvest,mon_L3_00,231.1,16.24,3.53
204.1,harvest,mon_L3_01,243.8,16.68,13.18
206.1,harvest,mon_L3_00,223.0,16.19,3.52
206.1,harvest,mon_L3_01,232.3,16.70,13.24
208.1,harvest,mon_L3_00,240.8,16.16,3.50
208.1,harvest,mon_L3_01,242.7,16.71,13.20
210.1,harvest,mon_L3_00,252.5,16.14,3.45
210.1,harvest,mon_L3_01,242.5,16.67,13.15
212.1,harvest,mon_L3_00,242.8,16.19,3.51
212.1,harvest,mon_L3_01,244.3,16.72,13.16
214.1,harvest,mon_L3_00,245.9,16.17,3.50
214.1,harvest,mon_L3_01,240.7,16.72,13.13
216.1,harvest,mon_L3_00,238.2,16.23,3.52
216.1,harvest,mon_L3_01,227.2,16.69,13.11
218.1,harvest,mon_L3_00,241.6,16.23,3.53
218.1,harvest,mon_L3_01,241.5,16.73,13.13
220.1,harvest,mon_L3_00,259.7,16.18,3.47
220.1,harvest,mon_L3_01,243.3,16.73,13.20
222.1,harvest,mon_L3_00,258.9,16.25,3.52
222.1,harvest,mon_L3_01,243.3,16.75,13.22
224.1,harvest,mon_L3_00,263.2,16.19,3.50
224.1,harvest,mon_L3_01,244.5,16.74,13.21
226.1,harvest,mon_L3_00,248.6,16.25,3.52
226.1,harvest,mon_L3_01,238.4,16.68,13.14
228.1,harvest,mon_L3_00,256.2,16.30,3.54
228.1,harvest,mon_L3_01,258.9,16.65,13.11
230.1,harvest,mon_L3_00,250.1,16.28,3.50
230.1,harvest,mon_L3_01,245.6,16.65,13.12
232.1,harvest,mon_L3_00,258.3,16.28,3.48
232.1,harvest,mon_L3_01,253.6,16.68,13.12
234.1,harvest,mon_L3_00,260.3,16.24,3.47
234.1,harvest,mon_L3_01,245.7,16.62,13.11
236.1,harvest,mon_L3_00,231.4,16.39,3.53
236.1,harvest,mon_L3_01,249.6,16.70,13.14
238.1,harvest,mon_L3_00,261.0,16.27,3.51
238.1,harvest,mon_L3_01,248.6,16.61,13.08
240.1,harvest,mon_L3_00,241.6,16.30,3.49
240.1,harvest,mon_L3_01,257.0,16.64,13.11
242.1,harvest,mon_L3_00,255.7,16.23,3.55
242.1,harvest,mon_L3_01,237.9,16.67,13.21
244.1,harvest,mon_L3_00,259.9,16.30,3.51
244.1,harvest,mon_L3_01,257.2,16.63,13.12
246.1,harvest,mon_L3_00,258.8,16.30,3.55
246.1,harvest,mon_L3_01,233.8,16.72,13.19
248.1,harvest,mon_L3_00,260.2,16.34,3.56
248.1,harvest,mon_L3_01,258.9,16.69,13.16
250.1,harvest,mon_L3_00,251.2,16.38,3.52
250.1,harvest,mon_L3_01,248.7,16.66,13.11
252.1,harvest,mon_L3_00,260.6,16.31,3.55
252.1,harvest,mon_L3_01,254.3,16.74,13.20
254.1,harvest,mon_L3_00,261.3,16.22,3.47
254.1,harvest,mon_L3_01,243.3,16.74,13.19
256.1,harvest,mon_L3_00,251.7,16.40,3.60
256.1,harvest,mon_L3_01,243.9,16.73,13.19
258.1,harvest,mon_L3_00,262.1,16.41,3.49
258.1,harvest,mon_L3_01,246.3,16.74,13.21
260.1,harvest,mon_L3_00,258.3,16.37,3.51
260.1,harvest,mon_L3_01,257.8,16.79,13.23
262.1,harvest,mon_L3_00,234.8,16.36,3.51
262.1,harvest,mon_L3_01,238.4,16.86,13.25
264.1,harvest,mon_L3_00,249.3,16.32,3.50
264.1,harvest,mon_L3_01,255.4,16.81,13.13
266.1,harvest,mon_L3_00,237.4,16.31,3.52
266.1,harvest,mon_L3_01,249.5,16.74,13.18
268.1,harvest,mon_L3_00,228.8,16.23,3.49
268.1,harvest,mon_L3_01,238.1,16.72,13.18
270.1,harvest,mon_L3_00,229.6,16.25,3.54
270.1,harvest,mon_L3_01,244.5,16.68,13.12
272.1,harvest,mon_L3_00,229.9,16.26,3.51
272.1,harvest,mon_L3_01,242.8,16.71,13.15
274.1,harvest,mon_L3_00,242.6,16.20,3.49
274.1,harvest,mon_L3_01,238.9,16.78,13.25
276.1,harvest,mon_L3_00,226.1,16.25,3.53
276.1,harvest,mon_L3_01,226.1,16.67,13.19
278.1,harvest,mon_L3_00,222.5,16.15,3.49
278.1,harvest,mon_L3_01,245.0,16.69,13.19
280.1,harvest,mon_L3_00,239.4,16.19,3.49
280.1,harvest,mon_L3_01,247.7,16.63,13.06
282.1,harvest,mon_L3_00,226.2,16.19,3.55
282.1,harvest,mon_L3_01,245.4,16.68,13.14
284.1,harvest,mon_L3_00,238.6,16.13,3.47
284.1,harvest,mon_L3_01,241.8,16.62,13.10
286.1,harvest,mon_L3_00,236.8,16.13,3.46
286.1,harvest,mon_L3_01,226.5,16.69,13.12
288.1,harvest,mon_L3_00,252.8,16.16,3.48
288.1,harvest,mon_L3_01,218.4,16.75,13.20
290.1,harvest,mon_L3_00,230.2,16.22,3.47
290.1,harvest,mon_L3_01,239.1,16.72,13.19
292.1,harvest,mon_L3_00,243.5,16.19,3.40
292.1,harvest,mon_L3_01,246.9,16.66,13.16
294.1,harvest,mon_L3_00,259.3,16.25,3.40
294.1,harvest,mon_L3_01,246.4,16.69,13.14
296.1,harvest,mon_L3_00,242.5,16.21,3.50
296.1,harvest,mon_L3_01,229.1,16.74,13.14
298.1,harvest,mon_L3_00,244.3,16.20,3.48
298.1,harvest,mon_L3_01,240.0,16.77,13.20
300.1,harvest,mon_L3_00,241.8,16.24,3.49
300.1,harvest,mon_L3_01,241.8,16.70,13.17
302.1,harvest,mon_L3_00,226.1,16.26,3.43
302.1,harvest,mon_L3_01,236.4,16.74,13.19
304.1,harvest,mon_L3_00,243.9,16.18,3.48
304.1,harvest,mon_L3_01,248.4,16.66,13.12
306.1,harvest,mon_L3_00,239.4,16.22,3.53
306.1,harvest,mon_L3_01,232.6,16.67,13.09
308.1,harvest,mon_L3_00,245.9,16.30,3.55
308.1,harvest,mon_L3_01,251.7,16.69,13.13
310.1,harvest,mon_L3_00,248.1,16.28,3.46
310.1,harvest,mon_L3_01,249.1,16.62,13.06
312.1,harvest,mon_L3_00,235.8,16.19,3.46
312.1,harvest,mon_L3_01,238.9,16.71,13.14
314.1,harvest,mon_L3_00,243.2,16.18,3.41
314.1,harvest,mon_L3_01,240.0,16.71,13.14
316.1,harvest,mon_L3_00,261.6,16.24,3.47
316.1,harvest,mon_L3_01,231.7,16.71,13.13
318.1,harvest,mon_L3_00,228.8,16.19,3.47
318.1,harvest,mon_L3_01,244.3,16.70,13.14
320.1,harvest,mon_L3_00,253.5,16.18,3.43
320.1,harvest,mon_L3_01,243.9,16.71,13.17
322.1,harvest,mon_L3_00,257.0,16.24,3.43
322.1,harvest,mon_L3_01,236.0,16.76,13.18
324.1,harvest,mon_L3_00,250.8,16.22,3.48
324.1,harvest,mon_L3_01,237.8,16.80,13.19
326.1,harvest,mon_L3_00,252.8,16.19,3.50
326.1,harvest,mon_L3_01,227.3,16.83,13.25
328.1,harvest,mon_L3_00,263.6,16.11,3.49
328.1,harvest,mon_L3_01,240.4,16.76,13.24
330.1,harvest,mon_L3_00,248.8,16.16,3.47
330.1,harvest,mon_L3_01,245.7,16.74,13.21
332.1,harvest,mon_L3_00,261.1,16.20,3.47
332.1,harvest,mon_L3_01,233.8,16.83,13.28
334.1,harvest,mon_L3_00,261.6,16.18,3.46
334.1,harvest,mon_L3_01,241.1,16.83,13.22
336.1,harvest,mon_L3_00,257.9,16.18,3.48
336.1,harvest,mon_L3_01,221.2,16.72,13.11
338.1,harvest,mon_L3_00,251.7,16.16,3.46
338.1,harvest,mon_L3_01,246.6,16.70,13.11
340.1,harvest,mon_L3_00,249.0,16.28,3.47
340.1,harvest,mon_L3_01,241.4,16.65,13.12
342.1,harvest,mon_L3_00,259.1,16.29,3.54
342.1,harvest,mon_L3_01,248.4,16.65,13.09
344.1,harvest,mon_L3_00,248.0,16.16,3.52
344.1,harvest,mon_L3_01,241.3,16.70,13.11
346.1,harvest,mon_L3_00,228.2,16.13,3.48
346.1,harvest,mon_L3_01,215.5,16.74,13.16
348.1,harvest,mon_L3_00,238.1,16.15,3.39
348.1,harvest,mon_L3_01,241.5,16.76,13.23
350.1,harvest,mon_L3_00,241.3,16.20,3.47
350.1,harvest,mon_L3_01,244.8,16.74,13.20
352.1,harvest,mon_L3_00,235.4,16.21,3.46
352.1,harvest,mon_L3_01,238.0,16.69,13.12
354.1,harvest,mon_L3_00,235.4,16.12,3.44
354.1,harvest,mon_L3_01,247.4,16.70,13.12
356.1,harvest,mon_L3_00,238.9,16.22,3.48
356.1,harvest,mon_L3_01,227.0,16.67,13.11
358.1,harvest,mon_L3_00,243.8,16.15,3.49
358.1,harvest,mon_L3_01,237.2,16.68,13.17
360.1,harvest,mon_L3_00,257.2,16.17,3.45
360.1,harvest,mon_L3_01,241.5,16.72,13.18
362.1,harvest,mon_L3_00,262.3,16.21,3.49
362.1,harvest,mon_L3_01,241.4,16.76,13.24
364.1,harvest,mon_L3_00,238.6,16.23,3.51
364.1,harvest,mon_L3_01,233.7,16.75,13.19
366.1,harvest,mon_L3_00,258.8,16.18,3.42
366.1,harvest,mon_L3_01,220.9,16.74,13.17
368.1,harvest,mon_L3_00,266.1,16.18,3.49
368.1,harvest,mon_L3_01,250.7,16.67,13.17
370.1,harvest,mon_L3_00,262.4,16.22,3.49
370.1,harvest,mon_L3_01,246.6,16.64,13.13
372.1,harvest,mon_L3_00,255.7,16.23,3.47
372.1,harvest,mon_L3_01,247.4,16.69,13.13
374.1,harvest,mon_L3_00,253.9,16.20,3.45
374.1,harvest,mon_L3_01,233.4,16.68,13.12
376.1,harvest,mon_L3_00,261.3,16.20,3.44
376.1,harvest,mon_L3_01,243.6,16.75,13.22
378.1,harvest,mon_L3_00,267.7,16.33,3.50
378.1,harvest,mon_L3_01,238.5,16.74,13.23
380.1,harvest,mon_L3_00,260.4,16.21,3.42
380.1,harvest,mon_L3_01,248.2,16.80,13.25
382.1,harvest,mon_L3_00,260.6,16.25,3.48
382.1,harvest,mon_L3_01,233.1,16.82,13.26
384.1,harvest,mon_L3_00,262.6,16.21,3.44
384.1,harvest,mon_L3_01,255.9,16.88,13.22
386.1,harvest,mon_L3_00,258.9,16.29,3.53
386.1,harvest,mon_L3_01,224.6,16.88,13.28
388.1,harvest,mon_L3_00,248.0,16.19,3.47
388.1,harvest,mon_L3_01,235.9,16.70,13.24
390.1,harvest,mon_L3_00,256.2,16.25,3.46
390.1,harvest,mon_L3_01,243.0,16.82,13.25
392.1,harvest,mon_L3_00,223.5,16.28,3.44
392.1,harvest,mon_L3_01,240.4,16.80,13.24
394.1,harvest,mon_L3_00,241.6,16.23,3.50
394.1,harvest,mon_L3_01,239.1,16.81,13.24
396.1,harvest,mon_L3_00,215.9,16.24,3.51
396.1,harvest,mon_L3_01,232.4,16.76,13.21
398.1,harvest,mon_L3_00,255.1,16.24,3.47
398.1,harvest,mon_L3_01,240.6,16.79,13.20
400.1,harvest,mon_L3_00,238.4,16.27,3.50
400.1,harvest,mon_L3_01,239.9,16.76,13.17
402.1,harvest,mon_L3_00,256.8,16.26,3.51
402.1,harvest,mon_L3_01,249.0,16.75,13.16
404.1,harvest,mon_L3_00,254.3,16.22,3.43
404.1,harvest,mon_L3_01,251.2,16.74,13.22
406.1,harvest,mon_L3_00,249.0,16.22,3.45
406.1,harvest,mon_L3_01,242.9,16.76,13.27
408.1,harvest,mon_L3_00,248.9,16.22,3.45
408.1,harvest,mon_L3_01,253.1,16.71,13.17
410.1,harvest,mon_L3_00,255.6,16.24,3.49
410.1,harvest,mon_L3_01,252.5,16.68,13.13
412.1,harvest,mon_L3_00,250.5,16.23,3.47
412.1,harvest,mon_L3_01,251.8,16.74,13.19
414.1,harvest,mon_L3_00,251.4,16.18,3.48
414.1,harvest,mon_L3_01,252.7,16.73,13.24
416.1,harvest,mon_L3_00,260.7,16.20,3.45
416.1,harvest,mon_L3_01,241.4,16.78,13.22
418.1,harvest,mon_L3_00,245.2,16.20,3.47
418.1,harvest,mon_L3_01,252.2,16.71,13.18
420.1,harvest,mon_L3_00,239.8,16.17,3.45
420.1,harvest,mon_L3_01,255.4,16.73,13.13
422.1,harvest,mon_L3_00,229.7,16.18,3.51
422.1,harvest,mon_L3_01,242.3,16.77,13.23
424.1,harvest,mon_L3_00,249.3,16.16,3.55
424.1,harvest,mon_L3_01,252.3,16.78,13.22
426.1,harvest,mon_L3_00,227.3,16.23,3.49
426.1,harvest,mon_L3_01,244.8,16.75,13.23
428.1,harvest,mon_L3_00,225.7,16.35,3.51
428.1,harvest,mon_L3_01,255.5,16.85,13.29
430.1,harvest,mon_L3_00,245.9,16.30,3.47
430.1,harvest,mon_L3_01,254.6,16.85,13.25
432.1,harvest,mon_L3_00,237.0,16.31,3.49
432.1,harvest,mon_L3_01,253.7,16.89,13.28
434.1,harvest,mon_L3_00,213.4,16.21,3.52
434.1,harvest,mon_L3_01,240.4,16.73,13.19
436.1,harvest,mon_L3_00,220.9,16.24,3.50
436.1,harvest,mon_L3_01,242.8,16.79,13.22
438.1,harvest,mon_L3_00,254.8,16.25,3.52
438.1,harvest,mon_L3_01,240.6,16.79,13.20
440.1,harvest,mon_L3_00,255.2,16.27,3.52
440.1,harvest,mon_L3_01,244.7,16.79,13.25
442.1,harvest,mon_L3_00,243.3,16.31,3.52
442.1,harvest,mon_L3_01,244.3,16.74,13.19
444.1,harvest,mon_L3_00,247.5,16.26,3.47
444.1,harvest,mon_L3_01,250.1,16.75,13.16
446.1,harvest,mon_L3_00,253.0,16.24,3.51
446.1,harvest,mon_L3_01,236.2,16.80,13.26
448.1,harvest,mon_L3_00,237.4,16.19,3.46
448.1,harvest,mon_L3_01,243.8,16.69,13.18
450.1,harvest,mon_L3_00,244.7,16.22,3.45
450.1,harvest,mon_L3_01,246.7,16.68,13.15
452.1,harvest,mon_L3_00,227.0,16.21,3.47
452.1,harvest,mon_L3_01,228.6,16.73,13.20
454.1,harvest,mon_L3_00,261.2,16.24,3.46
454.1,harvest,mon_L3_01,249.6,16.72,13.19
456.1,harvest,mon_L3_00,245.2,16.14,3.48
456.1,harvest,mon_L3_01,236.4,16.76,13.21
458.1,harvest,mon_L3_00,257.0,16.15,3.51
458.1,harvest,mon_L3_01,245.3,16.79,13.24
460.1,harvest,mon_L3_00,237.4,16.21,3.49
460.1,harvest,mon_L3_01,246.4,16.75,13.20
462.1,harvest,mon_L3_00,254.9,16.27,3.48
462.1,harvest,mon_L3_01,247.6,16.72,13.16
464.1,harvest,mon_L3_00,261.1,16.19,3.48
464.1,harvest,mon_L3_01,246.1,16.77,13.17
466.1,harvest,mon_L3_00,257.5,16.22,3.47
466.1,harvest,mon_L3_01,236.2,16.75,13.22
468.1,harvest,mon_L3_00,254.4,16.15,3.49
468.1,harvest,mon_L3_01,247.9,16.73,13.21
470.1,harvest,mon_L3_00,244.8,16.14,3.50
470.1,harvest,mon_L3_01,244.7,16.74,13.21
472.1,harvest,mon_L3_00,237.5,16.15,3.48
472.1,harvest,mon_L3_01,242.3,16.72,13.13
474.1,harvest,mon_L3_00,240.2,16.14,3.44
474.1,harvest,mon_L3_01,246.1,16.75,13.19
476.1,harvest,mon_L3_00,241.3,16.18,3.47
476.1,harvest,mon_L3_01,235.7,16.77,13.20
478.1,harvest,mon_L3_00,242.0,16.19,3.52
478.1,harvest,mon_L3_01,247.5,16.75,13.13
480.1,harvest,mon_L3_00,254.2,16.20,3.50
480.1,harvest,mon_L3_01,252.2,16.70,13.10
482.1,harvest,mon_L3_00,245.0,16.20,3.42
482.1,harvest,mon_L3_01,247.5,16.69,13.14
484.1,harvest,mon_L3_00,256.4,16.14,3.46
484.1,harvest,mon_L3_01,243.8,16.81,13.24
486.1,harvest,mon_L3_00,242.2,16.21,3.47
486.1,harvest,mon_L3_01,232.3,16.77,13.18
488.1,harvest,mon_L3_00,258.6,16.25,3.49
488.1,harvest,mon_L3_01,241.6,16.79,13.19
490.1,harvest,mon_L3_00,226.8,16.22,3.42
490.1,harvest,mon_L3_01,245.7,16.74,13.11
492.1,harvest,mon_L3_00,253.1,16.25,3.45
492.1,harvest,mon_L3_01,241.9,16.80,13.20
494.1,harvest,mon_L3_00,265.9,16.23,3.48
494.1,harvest,mon_L3_01,240.9,16.85,13.27
496.1,harvest,mon_L3_00,255.5,16.18,3.42
496.1,harvest,mon_L3_01,226.9,16.82,13.23
