ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,265.4,17.30,0.00
2.0,harvest,mon_L3_01,280.9,17.48,17.48
4.0,harvest,mon_L3_00,267.9,16.16,0.00
4.0,harvest,mon_L3_01,286.2,16.78,16.78
6.0,harvest,mon_L3_00,249.6,15.92,0.00
6.0,harvest,mon_L3_01,240.4,16.14,16.14
8.0,harvest,mon_L3_00,249.1,16.10,0.00
8.0,harvest,mon_L3_01,240.2,16.38,16.38
10.0,harvest,mon_L3_00,229.1,16.18,0.00
10.0,harvest,mon_L3_01,245.3,16.42,16.42
12.0,harvest,mon_L3_00,234.1,16.02,0.00
12.0,harvest,mon_L3_01,244.3,16.38,16.38
14.0,harvest,mon_L3_00,225.6,16.02,0.00
14.0,harvest,mon_L3_01,239.3,16.38,16.38
16.0,harvest,mon_L3_00,209.2,16.03,0.00
16.0,harvest,mon_L3_01,234.7,16.46,16.46
18.0,harvest,mon_L3_00,219.3,16.00,0.00
18.0,harvest,mon_L3_01,241.3,16.53,16.53
20.0,harvest,mon_L3_00,233.9,16.03,0.00
20.0,harvest,mon_L3_01,226.8,16.40,16.40
22.0,harvest,mon_L3_00,218.6,15.96,0.00
22.0,harvest,mon_L3_01,238.6,16.43,16.43
24.0,harvest,mon_L3_00,224.2,15.92,0.00
24.0,harvest,mon_L3_01,237.9,16.43,16.43
26.0,harvest,mon_L3_00,217.9,15.90,0.00
26.0,harvest,mon_L3_01,238.6,16.41,16.41
28.0,harvest,mon_L3_00,228.2,15.92,0.00
28.0,harvest,mon_L3_01,241.9,16.43,16.43
30.0,harvest,mon_L3_00,232.9,15.89,0.00
30.0,harvest,mon_L3_01,243.3,16.45,16.45
32.0,harvest,mon_L3_00,249.3,15.97,0.00
32.0,harvest,mon_L3_01,238.8,16.46,16.46
34.0,harvest,mon_L3_00,230.5,15.97,0.00
34.0,harvest,mon_L3_01,242.3,16.50,16.50
36.0,harvest,mon_L3_00,248.3,15.94,0.00
36.0,harvest,mon_L3_01,246.7,16.37,16.37
38.0,harvest,mon_L3_00,225.5,15.95,0.00
38.0,harvest,mon_L3_01,244.6,16.38,16.38
40.0,harvest,mon_L3_00,249.3,15.89,0.00
40.0,harvest,mon_L3_01,241.1,16.43,16.43
42.0,harvest,mon_L3_00,229.1,15.92,0.00
42.0,harvest,mon_L3_01,244.3,16.42,16.42
44.0,harvest,mon_L3_00,224.5,15.93,0.00
44.0,harvest,mon_L3_01,228.0,16.45,16.45
46.0,harvest,mon_L3_00,208.7,15.92,0.00
46.0,harvest,mon_L3_01,237.7,16.40,16.39
48.0,harvest,mon_L3_00,232.6,15.89,0.00
48.0,harvest,mon_L3_01,244.3,16.42,16.42
50.0,harvest,mon_L3_00,234.3,15.84,0.00
50.0,harvest,mon_L3_01,240.1,16.46,16.46
52.0,harvest,mon_L3_00,246.7,15.87,0.00
52.0,harvest,mon_L3_01,244.2,16.49,16.49
54.0,harvest,mon_L3_00,235.1,15.92,0.00
54.0,harvest,mon_L3_01,236.4,16.54,16.54
56.0,harvest,mon_L3_00,246.9,15.85,0.00
56.0,harvest,mon_L3_01,238.0,16.43,16.43
58.0,harvest,mon_L3_00,228.3,15.92,0.00
58.0,harvest,mon_L3_01,240.0,16.44,16.44
60.0,harvest,mon_L3_00,242.7,15.90,0.00
60.0,harvest,mon_L3_01,243.9,16.36,16.36
62.0,harvest,mon_L3_00,244.6,15.91,0.00
62.0,harvest,mon_L3_01,243.5,16.40,16.40
64.0,harvest,mon_L3_00,246.0,15.89,0.00
64.0,harvest,mon_L3_01,243.2,16.48,16.48
66.0,harvest,mon_L3_00,254.1,15.90,0.00
66.0,harvest,mon_L3_01,221.6,16.43,16.43
68.0,harvest,mon_L3_00,254.5,15.88,0.00
68.0,harvest,mon_L3_01,236.6,16.40,16.40
70.0,harvest,mon_L3_00,254.3,15.86,0.00
70.0,harvest,mon_L3_01,225.8,16.33,16.33
72.0,harvest,mon_L3_00,243.4,15.96,0.00
72.0,harvest,mon_L3_01,241.2,16.38,16.38
74.0,harvest,mon_L3_00,255.7,15.90,0.00
74.0,harvest,mon_L3_01,230.0,16.45,16.45
76.0,harvest,mon_L3_00,242.1,15.89,0.00
76.0,harvest,mon_L3_01,231.1,16.40,16.40
78.0,harvest,mon_L3_00,234.7,15.91,0.00
78.0,harvest,mon_L3_01,227.1,16.48,16.48
80.0,harvest,mon_L3_00,254.2,15.98,0.00
80.0,harvest,mon_L3_01,241.2,16.50,16.50
82.0,harvest,mon_L3_00,255.2,15.92,0.00
82.0,harvest,mon_L3_01,228.4,16.47,16.47
84.0,harvest,mon_L3_00,258.3,15.86,0.00
84.0,harvest,mon_L3_01,224.2,16.51,16.51
86.0,harvest,mon_L3_00,255.5,15.85,0.00
86.0,harvest,mon_L3_01,214.3,16.57,16.57
88.0,harvest,mon_L3_00,263.7,15.85,0.00
