timestamp,elapsed_s,gpu0_util_pct,gpu0_mem_util_pct,gpu0_mem_used_mb,gpu0_power_w,gpu0_temp_c,gpu_avg_util_pct,gpu_avg_mem_util_pct,gpu_avg_power_w
2026-04-18 11:19:15.180,1.9,0.0,0.0,21390.0,48.26,40.0,0.0,0.0,48.26
2026-04-18 11:19:17.202,3.922,0.0,0.0,21390.0,51.65,40.0,0.0,0.0,51.65
2026-04-18 11:19:19.234,5.954,0.0,0.0,21390.0,49.2,40.0,0.0,0.0,49.2
2026-04-18 11:19:21.256,7.976,0.0,0.0,21390.0,47.71,39.0,0.0,0.0,47.71
2026-04-18 11:19:23.279,9.999,0.0,0.0,21390.0,47.24,39.0,0.0,0.0,47.24
2026-04-18 11:19:25.298,12.019,0.0,0.0,21390.0,56.4,39.0,0.0,0.0,56.4
2026-04-18 11:19:27.322,14.043,0.0,0.0,21390.0,47.3,39.0,0.0,0.0,47.3
2026-04-18 11:19:29.355,16.075,0.0,0.0,21390.0,46.68,39.0,0.0,0.0,46.68
2026-04-18 11:19:31.387,18.107,0.0,0.0,21390.0,48.56,39.0,0.0,0.0,48.56
2026-04-18 11:19:33.425,20.145,0.0,0.0,21390.0,48.24,39.0,0.0,0.0,48.24
2026-04-18 11:19:35.459,22.179,0.0,0.0,21390.0,46.73,39.0,0.0,0.0,46.73
2026-04-18 11:19:37.489,24.209,0.0,0.0,21390.0,46.85,39.0,0.0,0.0,46.85
2026-04-18 11:19:39.522,26.242,0.0,0.0,21390.0,55.7,40.0,0.0,0.0,55.7
2026-04-18 11:19:41.555,28.275,0.0,0.0,21390.0,46.78,39.0,0.0,0.0,46.78
2026-04-18 11:19:43.590,30.31,0.0,0.0,21390.0,46.65,39.0,0.0,0.0,46.65
2026-04-18 11:19:45.623,32.343,1.0,0.0,21390.0,46.87,39.0,1.0,0.0,46.87
2026-04-18 11:19:47.657,34.377,0.0,0.0,21390.0,47.78,40.0,0.0,0.0,47.78
2026-04-18 11:19:49.693,36.413,0.0,0.0,21390.0,46.77,39.0,0.0,0.0,46.77
2026-04-18 11:19:51.732,38.452,0.0,0.0,21390.0,46.99,39.0,0.0,0.0,46.99
2026-04-18 11:19:53.765,40.485,0.0,0.0,21390.0,56.51,40.0,0.0,0.0,56.51
2026-04-18 11:19:55.801,42.521,0.0,0.0,21390.0,47.19,39.0,0.0,0.0,47.19
2026-04-18 11:19:57.834,44.554,0.0,0.0,21390.0,46.83,40.0,0.0,0.0,46.83
2026-04-18 11:19:59.865,46.585,0.0,0.0,21390.0,48.17,40.0,0.0,0.0,48.17
2026-04-18 11:20:01.901,48.621,0.0,0.0,21390.0,47.87,40.0,0.0,0.0,47.87
2026-04-18 11:20:03.935,50.656,0.0,0.0,21390.0,46.72,40.0,0.0,0.0,46.72
2026-04-18 11:20:05.969,52.689,0.0,0.0,21390.0,46.83,40.0,0.0,0.0,46.83
2026-04-18 11:20:08.002,54.722,0.0,0.0,21390.0,56.33,40.0,0.0,0.0,56.33
2026-04-18 11:20:10.037,56.757,0.0,0.0,21390.0,46.92,40.0,0.0,0.0,46.92
2026-04-18 11:20:12.069,58.79,0.0,0.0,21390.0,46.75,40.0,0.0,0.0,46.75
2026-04-18 11:20:14.103,60.824,0.0,0.0,21390.0,46.76,40.0,0.0,0.0,46.76
2026-04-18 11:20:16.123,62.843,0.0,0.0,21390.0,138.76,44.0,0.0,0.0,138.76
2026-04-18 11:20:18.151,64.871,0.0,0.0,21390.0,145.48,45.0,0.0,0.0,145.48
2026-04-18 11:20:20.180,66.901,0.0,0.0,21390.0,145.49,45.0,0.0,0.0,145.49
2026-04-18 11:20:22.212,68.932,80.0,73.0,21392.0,381.32,55.0,80.0,73.0,381.32
2026-04-18 11:20:24.244,70.964,77.0,80.0,21392.0,378.18,56.0,77.0,80.0,378.18
2026-04-18 11:20:26.275,72.995,78.0,81.0,21392.0,376.42,56.0,78.0,81.0,376.42
2026-04-18 11:20:28.309,75.029,80.0,83.0,21392.0,374.94,56.0,80.0,83.0,374.94
2026-04-18 11:20:30.337,77.057,89.0,71.0,21392.0,347.94,56.0,89.0,71.0,347.94
2026-04-18 11:20:32.371,79.091,83.0,87.0,21392.0,377.25,56.0,83.0,87.0,377.25
2026-04-18 11:20:34.403,81.124,85.0,88.0,21392.0,375.82,57.0,85.0,88.0,375.82
2026-04-18 11:20:36.438,83.158,83.0,85.0,21392.0,377.52,57.0,83.0,85.0,377.52
2026-04-18 11:20:38.470,85.191,87.0,91.0,21392.0,376.33,57.0,87.0,91.0,376.33
2026-04-18 11:20:40.504,87.224,87.0,90.0,21392.0,377.48,57.0,87.0,90.0,377.48
2026-04-18 11:20:42.539,89.259,79.0,83.0,21392.0,377.28,58.0,79.0,83.0,377.28
2026-04-18 11:20:44.571,91.291,82.0,86.0,21392.0,377.11,59.0,82.0,86.0,377.11
2026-04-18 11:20:46.602,93.323,79.0,83.0,21392.0,376.9,59.0,79.0,83.0,376.9
2026-04-18 11:20:48.636,95.356,82.0,85.0,21392.0,375.92,59.0,82.0,85.0,375.92
2026-04-18 11:20:50.668,97.388,81.0,84.0,21392.0,377.91,60.0,81.0,84.0,377.91
2026-04-18 11:20:52.701,99.421,79.0,82.0,21392.0,381.06,60.0,79.0,82.0,381.06
2026-04-18 11:20:54.734,101.454,80.0,83.0,21392.0,379.36,60.0,80.0,83.0,379.36
2026-04-18 11:20:56.768,103.488,84.0,87.0,21392.0,378.06,60.0,84.0,87.0,378.06
2026-04-18 11:20:58.798,105.518,87.0,75.0,21392.0,379.7,61.0,87.0,75.0,379.7
2026-04-18 11:21:00.830,107.55,80.0,83.0,21392.0,378.05,61.0,80.0,83.0,378.05
2026-04-18 11:21:02.862,109.582,98.0,100.0,21392.0,387.59,61.0,98.0,100.0,387.59
2026-04-18 11:21:04.882,111.602,97.0,100.0,21392.0,388.32,61.0,97.0,100.0,388.32
2026-04-18 11:21:06.903,113.623,98.0,100.0,21392.0,388.08,61.0,98.0,100.0,388.08
2026-04-18 11:21:08.924,115.644,96.0,100.0,21392.0,387.92,61.0,96.0,100.0,387.92
2026-04-18 11:21:10.946,117.666,97.0,100.0,21392.0,388.62,61.0,97.0,100.0,388.62
2026-04-18 11:21:12.965,119.685,78.0,80.0,21392.0,383.94,62.0,78.0,80.0,383.94
2026-04-18 11:21:14.996,121.716,80.0,83.0,21392.0,379.29,62.0,80.0,83.0,379.29
2026-04-18 11:21:17.027,123.747,79.0,81.0,21392.0,381.25,62.0,79.0,81.0,381.25
2026-04-18 11:21:19.058,125.778,86.0,89.0,21392.0,379.16,62.0,86.0,89.0,379.16
2026-04-18 11:21:21.090,127.81,0.0,0.0,21392.0,211.49,58.0,0.0,0.0,211.49
2026-04-18 11:21:23.119,129.839,0.0,0.0,21392.0,163.26,56.0,0.0,0.0,163.26
2026-04-18 11:21:25.151,131.871,82.0,73.0,21392.0,378.8,62.0,82.0,73.0,378.8
