ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,230.7,17.76,17.76
2.0,harvest,mon_L3_01,212.5,17.55,0.00
4.0,harvest,mon_L3_00,253.5,17.53,17.53
4.0,harvest,mon_L3_01,255.0,17.69,0.00
6.0,harvest,mon_L3_00,262.0,17.03,17.03
6.0,harvest,mon_L3_01,234.4,17.69,0.00
8.0,harvest,mon_L3_00,263.9,16.13,16.13
8.0,harvest,mon_L3_01,246.6,18.00,0.00
10.0,harvest,mon_L3_00,233.4,16.25,16.25
10.0,harvest,mon_L3_01,250.2,17.93,0.00
12.0,harvest,mon_L3_00,238.0,16.38,16.38
12.0,harvest,mon_L3_01,247.1,17.96,0.00
14.0,harvest,mon_L3_00,251.8,16.18,16.18
14.0,harvest,mon_L3_01,245.4,17.92,0.00
16.0,harvest,mon_L3_00,258.9,16.13,16.13
16.0,harvest,mon_L3_01,230.2,17.94,0.00
18.0,harvest,mon_L3_00,240.0,16.17,16.17
18.0,harvest,mon_L3_01,225.1,17.86,0.00
20.0,harvest,mon_L3_00,170.6,16.15,16.15
20.0,harvest,mon_L3_01,182.8,17.75,0.00
22.0,harvest,mon_L3_00,255.6,16.23,16.23
22.0,harvest,mon_L3_01,245.9,17.75,0.00
24.0,harvest,mon_L3_00,247.4,16.23,16.23
24.0,harvest,mon_L3_01,244.6,17.92,0.00
26.0,harvest,mon_L3_00,248.0,16.19,16.19
26.0,harvest,mon_L3_01,252.8,17.90,0.00
28.0,harvest,mon_L3_00,259.1,16.16,16.16
28.0,harvest,mon_L3_01,253.8,17.95,0.00
30.0,harvest,mon_L3_00,251.8,16.21,16.21
30.0,harvest,mon_L3_01,245.7,17.88,0.00
32.0,harvest,mon_L3_00,253.7,16.17,16.17
32.0,harvest,mon_L3_01,245.2,17.94,0.00
34.0,harvest,mon_L3_00,255.4,16.14,16.14
34.0,harvest,mon_L3_01,241.2,17.94,0.00
36.0,harvest,mon_L3_00,262.7,16.16,16.16
36.0,harvest,mon_L3_01,246.6,17.88,0.00
38.0,harvest,mon_L3_00,250.9,16.24,16.24
38.0,harvest,mon_L3_01,249.6,17.44,0.00
40.0,harvest,mon_L3_00,248.7,16.19,16.19
40.0,harvest,mon_L3_01,247.0,16.37,0.01
42.0,harvest,mon_L3_00,250.0,16.15,16.15
42.0,harvest,mon_L3_01,254.6,16.42,0.00
44.0,harvest,mon_L3_00,261.7,16.11,16.11
44.0,harvest,mon_L3_01,238.2,16.33,0.00
46.0,harvest,mon_L3_00,240.4,16.13,16.13
46.0,harvest,mon_L3_01,247.0,16.25,0.00
48.0,harvest,mon_L3_00,256.3,16.16,16.16
48.0,harvest,mon_L3_01,251.2,16.31,0.00
50.0,harvest,mon_L3_00,255.1,16.08,16.08
50.0,harvest,mon_L3_01,229.0,16.31,0.00
52.0,harvest,mon_L3_00,247.7,16.17,16.17
52.0,harvest,mon_L3_01,238.9,16.32,0.01
54.0,harvest,mon_L3_00,242.1,16.19,16.19
54.0,harvest,mon_L3_01,242.9,16.29,0.00
56.0,harvest,mon_L3_00,257.5,16.08,16.08
56.0,harvest,mon_L3_01,220.5,16.35,0.01
58.0,harvest,mon_L3_00,256.9,16.14,16.14
58.0,harvest,mon_L3_01,254.2,16.31,0.01
60.0,harvest,mon_L3_00,245.5,16.27,16.27
60.0,harvest,mon_L3_01,246.6,16.29,0.01
62.0,harvest,mon_L3_00,242.3,16.25,16.25
62.0,harvest,mon_L3_01,251.6,16.36,0.00
64.0,harvest,mon_L3_00,248.6,16.21,16.21
64.0,harvest,mon_L3_01,255.0,16.35,0.00
66.0,harvest,mon_L3_00,227.8,16.24,16.24
66.0,harvest,mon_L3_01,250.0,16.39,0.00
68.0,harvest,mon_L3_00,223.0,16.32,16.32
68.0,harvest,mon_L3_01,254.1,16.37,0.00
70.0,harvest,mon_L3_00,222.0,16.29,16.29
70.0,harvest,mon_L3_01,255.4,16.37,0.01
72.0,harvest,mon_L3_00,222.7,16.33,16.33
72.0,harvest,mon_L3_01,241.4,16.33,0.01
74.0,harvest,mon_L3_00,212.6,16.33,16.33
74.0,harvest,mon_L3_01,238.7,16.32,0.00
76.0,harvest,mon_L3_00,241.8,16.31,16.31
76.0,harvest,mon_L3_01,239.4,16.34,0.00
78.0,harvest,mon_L3_00,229.6,16.24,16.24
78.0,harvest,mon_L3_01,253.4,16.35,0.00
80.0,harvest,mon_L3_00,221.4,16.27,16.27
80.0,harvest,mon_L3_01,256.6,16.35,0.00
82.0,harvest,mon_L3_00,246.8,16.22,16.22
82.0,harvest,mon_L3_01,254.5,16.26,0.00
84.0,harvest,mon_L3_00,215.6,16.29,16.29
