ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,237.5,17.59,17.59
2.0,harvest,mon_L3_01,193.8,17.69,0.00
4.0,harvest,mon_L3_00,238.4,17.37,17.37
4.0,harvest,mon_L3_01,240.9,17.80,0.00
6.0,harvest,mon_L3_00,252.4,17.30,17.30
6.0,harvest,mon_L3_01,243.4,16.60,0.00
8.0,harvest,mon_L3_00,258.4,17.09,17.09
8.0,harvest,mon_L3_01,252.1,16.32,0.00
10.0,harvest,mon_L3_00,253.0,16.23,16.23
10.0,harvest,mon_L3_01,248.1,16.23,0.00
12.0,harvest,mon_L3_00,245.3,16.26,16.26
12.0,harvest,mon_L3_01,252.8,16.18,0.00
14.0,harvest,mon_L3_00,255.0,16.20,16.20
14.0,harvest,mon_L3_01,251.2,16.15,0.00
16.0,harvest,mon_L3_00,256.8,16.21,16.21
16.0,harvest,mon_L3_01,253.5,16.19,0.00
18.0,harvest,mon_L3_00,242.2,16.19,16.19
18.0,harvest,mon_L3_01,255.6,16.18,0.00
20.0,harvest,mon_L3_00,226.6,16.34,16.34
20.0,harvest,mon_L3_01,255.7,16.18,0.00
22.0,harvest,mon_L3_00,245.5,16.30,16.30
22.0,harvest,mon_L3_01,257.5,16.15,0.00
24.0,harvest,mon_L3_00,252.5,16.23,16.23
24.0,harvest,mon_L3_01,259.7,16.12,0.00
26.0,harvest,mon_L3_00,244.6,16.17,16.17
26.0,harvest,mon_L3_01,257.0,16.17,0.00
28.0,harvest,mon_L3_00,252.5,16.16,16.16
28.0,harvest,mon_L3_01,259.6,16.14,0.00
30.0,harvest,mon_L3_00,243.4,16.24,16.24
30.0,harvest,mon_L3_01,253.8,16.16,0.00
32.0,harvest,mon_L3_00,255.2,16.18,16.18
32.0,harvest,mon_L3_01,256.8,16.19,0.00
34.0,harvest,mon_L3_00,247.9,16.38,16.38
34.0,harvest,mon_L3_01,253.1,16.30,0.00
36.0,harvest,mon_L3_00,252.2,16.27,16.27
36.0,harvest,mon_L3_01,250.0,16.24,0.00
38.0,harvest,mon_L3_00,260.3,16.20,16.20
38.0,harvest,mon_L3_01,250.4,16.18,0.00
40.0,harvest,mon_L3_00,243.3,16.25,16.25
40.0,harvest,mon_L3_01,248.0,16.24,0.00
42.0,harvest,mon_L3_00,246.2,16.16,16.16
42.0,harvest,mon_L3_01,246.6,16.16,0.00
44.0,harvest,mon_L3_00,250.9,16.33,16.33
44.0,harvest,mon_L3_01,247.6,16.20,0.00
46.0,harvest,mon_L3_00,240.1,16.22,16.22
46.0,harvest,mon_L3_01,235.7,16.16,0.00
48.0,harvest,mon_L3_00,229.5,16.28,16.28
48.0,harvest,mon_L3_01,246.0,16.16,0.00
50.0,harvest,mon_L3_00,237.0,16.30,16.30
50.0,harvest,mon_L3_01,237.7,16.21,0.00
52.0,harvest,mon_L3_00,216.9,16.38,16.38
52.0,harvest,mon_L3_01,255.9,16.15,0.00
54.0,harvest,mon_L3_00,221.8,16.42,16.42
54.0,harvest,mon_L3_01,247.1,16.17,0.00
56.0,harvest,mon_L3_00,225.1,16.37,16.37
56.0,harvest,mon_L3_01,253.8,16.16,0.00
58.0,harvest,mon_L3_00,232.0,16.36,16.36
58.0,harvest,mon_L3_01,256.2,16.16,0.00
60.0,harvest,mon_L3_00,231.7,16.31,16.31
60.0,harvest,mon_L3_01,245.4,16.17,0.00
62.0,harvest,mon_L3_00,227.6,16.31,16.31
62.0,harvest,mon_L3_01,248.4,16.22,0.00
64.0,harvest,mon_L3_00,235.4,16.32,16.32
64.0,harvest,mon_L3_01,249.1,16.16,0.00
66.0,harvest,mon_L3_00,242.2,16.36,16.36
66.0,harvest,mon_L3_01,252.7,16.18,0.00
68.0,harvest,mon_L3_00,242.5,16.29,16.29
68.0,harvest,mon_L3_01,248.2,16.19,0.00
70.0,harvest,mon_L3_00,229.1,16.32,16.32
70.0,harvest,mon_L3_01,239.2,16.18,0.00
72.0,harvest,mon_L3_00,239.1,16.28,16.28
72.0,harvest,mon_L3_01,247.4,16.20,0.00
74.0,harvest,mon_L3_00,230.2,16.27,16.27
74.0,harvest,mon_L3_01,248.7,16.17,0.00
76.0,harvest,mon_L3_00,236.2,16.28,16.28
76.0,harvest,mon_L3_01,254.6,16.14,0.00
78.0,harvest,mon_L3_00,248.7,16.21,16.21
78.0,harvest,mon_L3_01,252.2,16.18,0.00
80.0,harvest,mon_L3_00,238.2,16.24,16.24
80.0,harvest,mon_L3_01,251.8,16.17,0.00
82.0,harvest,mon_L3_00,217.5,16.29,16.29
82.0,harvest,mon_L3_01,252.2,16.19,0.00
84.0,harvest,mon_L3_00,239.5,16.36,16.36
84.0,harvest,mon_L3_01,254.3,16.23,0.00
86.0,harvest,mon_L3_00,250.2,16.32,16.32
86.0,harvest,mon_L3_01,256.5,16.17,0.00
88.0,harvest,mon_L3_00,250.5,16.24,16.24
88.0,harvest,mon_L3_01,253.0,16.24,0.00
90.0,harvest,mon_L3_00,244.7,16.28,16.28
90.0,harvest,mon_L3_01,244.6,16.25,0.00
92.0,harvest,mon_L3_00,257.1,16.20,16.20
92.0,harvest,mon_L3_01,250.8,16.22,0.00
94.0,harvest,mon_L3_00,250.3,16.28,16.28
94.0,harvest,mon_L3_01,255.0,16.20,0.00
96.0,harvest,mon_L3_00,251.8,16.22,16.22
96.0,harvest,mon_L3_01,254.6,16.15,0.00
98.0,harvest,mon_L3_00,252.1,16.30,16.30
98.0,harvest,mon_L3_01,249.7,16.18,0.00
100.0,harvest,mon_L3_00,244.8,16.26,16.26
100.0,harvest,mon_L3_01,252.7,16.19,0.00
102.0,harvest,mon_L3_00,252.8,16.25,16.25
102.0,harvest,mon_L3_01,247.0,16.14,0.00
104.0,harvest,mon_L3_00,239.3,16.31,16.31
104.0,harvest,mon_L3_01,251.2,16.18,0.00
106.0,harvest,mon_L3_00,253.5,16.27,16.27
106.0,harvest,mon_L3_01,254.3,16.20,0.00
108.0,harvest,mon_L3_00,251.7,16.28,16.28
108.0,harvest,mon_L3_01,252.2,16.14,0.00
110.0,harvest,mon_L3_00,240.1,16.32,16.32
110.0,harvest,mon_L3_01,256.8,16.12,0.00
112.0,harvest,mon_L3_00,244.7,16.32,16.32
112.0,harvest,mon_L3_01,259.9,16.11,0.00
114.0,harvest,mon_L3_00,240.6,16.36,16.36
114.0,harvest,mon_L3_01,253.1,16.22,0.00
116.0,harvest,mon_L3_00,245.6,16.34,16.34
116.0,harvest,mon_L3_01,257.5,16.19,0.00
118.0,harvest,mon_L3_00,240.8,16.31,16.31
118.0,harvest,mon_L3_01,257.6,16.08,0.00
120.0,harvest,mon_L3_00,249.3,16.34,16.34
120.0,harvest,mon_L3_01,259.8,16.12,0.00
122.0,harvest,mon_L3_00,250.5,16.28,16.28
122.0,harvest,mon_L3_01,253.9,16.10,0.00
124.0,harvest,mon_L3_00,199.3,16.30,16.30
124.0,harvest,mon_L3_01,251.5,16.15,0.00
126.0,harvest,mon_L3_00,230.6,16.36,16.36
126.0,harvest,mon_L3_01,250.3,16.10,0.00
128.0,harvest,mon_L3_00,225.6,16.41,16.41
128.0,harvest,mon_L3_01,256.6,16.16,0.00
130.0,harvest,mon_L3_00,221.2,16.45,16.45
130.0,harvest,mon_L3_01,260.4,16.14,0.00
132.0,harvest,mon_L3_00,209.1,16.51,16.51
132.0,harvest,mon_L3_01,251.6,16.15,0.00
134.0,harvest,mon_L3_00,226.9,16.51,16.51
134.0,harvest,mon_L3_01,257.7,16.10,0.00
136.0,harvest,mon_L3_00,211.8,16.47,16.47
136.0,harvest,mon_L3_01,258.5,16.15,0.00
138.0,harvest,mon_L3_00,213.3,16.59,16.59
138.0,harvest,mon_L3_01,258.8,16.10,0.00
140.0,harvest,mon_L3_00,206.0,16.52,16.52
140.0,harvest,mon_L3_01,256.4,16.08,0.00
142.0,harvest,mon_L3_00,187.7,16.48,16.48
142.0,harvest,mon_L3_01,246.0,16.08,0.00
144.0,harvest,mon_L3_00,207.5,16.47,16.47
144.0,harvest,mon_L3_01,242.0,16.17,0.00
146.0,harvest,mon_L3_00,206.5,16.54,16.54
146.0,harvest,mon_L3_01,246.2,16.16,0.00
148.0,harvest,mon_L3_00,225.7,16.42,16.42
148.0,harvest,mon_L3_01,250.9,16.14,0.00
150.0,harvest,mon_L3_00,228.3,16.43,16.43
150.0,harvest,mon_L3_01,254.2,16.17,0.00
152.0,harvest,mon_L3_00,242.6,16.46,16.46
152.0,harvest,mon_L3_01,253.6,16.20,0.00
154.0,harvest,mon_L3_00,186.3,16.43,16.43
154.0,harvest,mon_L3_01,254.8,16.14,0.00
156.0,harvest,mon_L3_00,243.4,16.40,16.39
156.0,harvest,mon_L3_01,252.8,16.21,0.00
158.0,harvest,mon_L3_00,236.1,16.32,16.32
158.0,harvest,mon_L3_01,254.1,16.17,0.00
160.0,harvest,mon_L3_00,241.8,16.33,16.33
160.0,harvest,mon_L3_01,254.1,16.14,0.00
162.0,harvest,mon_L3_00,223.8,16.36,16.36
162.0,harvest,mon_L3_01,243.3,16.11,0.00
164.0,harvest,mon_L3_00,227.1,16.38,16.38
164.0,harvest,mon_L3_01,248.8,16.19,0.00
166.0,harvest,mon_L3_00,242.9,16.32,16.32
166.0,harvest,mon_L3_01,255.4,16.20,0.00
168.0,harvest,mon_L3_00,209.5,16.28,16.28
168.0,harvest,mon_L3_01,240.6,16.19,0.00
170.0,harvest,mon_L3_00,235.4,16.37,16.37
170.0,harvest,mon_L3_01,252.4,16.20,0.00
172.0,harvest,mon_L3_00,228.4,16.34,16.34
172.0,harvest,mon_L3_01,254.3,16.20,0.00
174.0,harvest,mon_L3_00,238.7,16.35,16.35
174.0,harvest,mon_L3_01,246.3,16.22,0.00
176.0,harvest,mon_L3_00,245.0,16.25,16.25
176.0,harvest,mon_L3_01,250.3,16.24,0.00
