Bzy_MHz	CPU%c1	PkgWatt	UncMHz
3968	1.82	409.89	2400
3881	0.00	214.27	2400
3883	0.00
3887	0.00
3926	0.00
3897	0.00
3987	0.00
3912	0.00
3986	0.00
3923	0.00
3978	0.00
3909	0.00
3999	0.00
3936	0.00
3975	0.00
3945	0.00
3984	0.00
3907	4.78
3976	4.78
3943	10.20
3905	10.20
3883	48.77
3830	48.77
3961	0.42
3905	0.42
3979	0.47
3594	0.47
3932	6.52
3356	6.52
3969	0.73
3979	0.73
3959	0.87
3544	0.87
3912	0.18
3977	0.18
3972	1.76
3985	1.76
3960	0.26
3978	0.26
3939	2.62
3977	2.62
3972	3.18
3978	3.18
3972	6.47
3944	6.47
3970	5.10
3973	5.10
3936	13.86
3987	13.86
3968	5.25
3983	5.25
3984	3.15
3998	3.15
3970	2.67
3967	2.67
3939	3.65
3869	3.65
3993	6.18
3987	6.18
3961	0.02
3514	0.02
3964	0.21
3980	0.21
3994	4.46
3990	4.46
3956	0.85
3975	0.85
3987	0.54
3952	0.54
3990	2.44
3984	2.44
3949	0.31
3944	0.31
3734	6.65
3976	6.65
3954	0.92
3968	0.92
3969	2.19
3955	2.19
3966	4.12
3961	4.12
3982	1.13
3978	1.13
3996	0.16
3938	0.16
3974	0.46
3968	0.46
3835	2.95
3942	2.95
3961	0.74
3991	0.74
3947	0.25
3963	0.25
3954	0.38
3801	0.38
3971	0.03
3789	0.03
3977	0.50
3888	0.50
3957	0.35
3871	0.35
3939	0.04
3897	0.04
3957	0.54
3968	0.54
3967	0.68
3921	0.68
3827	6.33
3848	6.33
3975	2.46
3815	2.46
3942	0.99
3906	0.99
3885	0.00	195.15	2400
3998	0.00
3878	0.00
3998	0.00
3928	0.00
3977	0.00
3938	0.00
3984	0.00
3934	0.00
3984	0.00
3928	0.00
3985	0.00
3928	0.00
3987	0.00
3902	0.00
3998	0.00
3956	0.85
3984	0.85
3971	0.22
3977	0.22
3998	0.22
3861	0.22
3969	0.14
3383	0.14
3962	0.60
3924	0.60
3961	4.55
3881	4.55
3968	0.58
3996	0.58
3961	0.43
3992	0.43
3970	0.86
3998	0.86
3962	0.17
4000	0.17
3813	14.15
3999	14.15
3964	0.17
3984	0.17
3681	0.67
3958	0.67
3977	0.71
3797	0.71
3908	0.34
3863	0.34
3969	0.29
3736	0.29
3464	0.02
3915	0.02
3971	0.11
3967	0.11
3868	0.00
3862	0.00
3944	0.01
3976	0.01
3966	0.11
3910	0.11
3966	0.12
3977	0.12
3963	1.04
3960	1.04
3968	0.54
3975	0.54
3893	0.75
3380	0.75
3967	0.77
3979	0.77
3954	0.20
3973	0.20
3851	0.69
3980	0.69
3943	0.00
3793	0.00
3984	0.13
3971	0.13
3677	0.01
3999	0.01
3473	0.00
3465	0.00
3964	0.75
3955	0.75
3962	0.33
3899	0.33
3495	0.00
3813	0.00
3954	0.02
3913	0.02
3427	0.03
3999	0.03
3975	0.09
3963	0.09
3972	0.25
3664	0.25
3971	0.11
3956	0.11
3961	0.64
4000	0.64
3967	0.39
3982	0.39
3783	3.14
4000	3.14
3989	0.11
3999	0.11
3986	0.07
3998	0.07
3928	0.07
3998	0.07
3941	0.00
3858	0.00
3977	0.49
3969	0.49
Bzy_MHz	CPU%c1	PkgWatt	UncMHz
3926	1.35	492.60	2400
3870	0.00	243.17	2400
3871	0.00
3871	0.00
3918	0.00
3868	0.00
3969	0.00
3915	0.00
3970	0.00
3919	0.00
3959	0.00
3855	0.00
3982	0.00
3921	0.00
3954	0.00
3932	0.00
3974	0.00
3999	0.50
3349	0.50
3995	2.40
3357	2.40
3420	1.05
3844	1.05
3365	0.28
3873	0.28
3999	0.00
3336	0.00
3921	0.40
3343	0.40
3916	5.46
3917	5.46
3912	2.06
3885	2.06
3753	1.63
3962	1.63
3907	1.45
3718	1.45
3813	1.09
3689	1.09
3406	2.62
3968	2.62
3928	0.45
3391	0.45
3991	4.66
3386	4.66
3951	2.04
3346	2.04
3365	0.86
3998	0.86
3951	2.48
3903	2.48
3453	3.17
3983	3.17
3999	0.49
3979	0.49
3900	5.29
3849	5.29
3465	2.32
3436	2.32
3938	2.30
3642	2.30
3948	2.31
3939	2.31
3951	0.32
3349	0.32
3922	0.50
3914	0.50
3962	0.50
3883	0.50
3989	0.45
3848	0.45
3874	1.81
3864	1.81
3888	0.43
3962	0.43
3976	0.09
3945	0.09
3354	0.15
3657	0.15
3921	1.91
3818	1.91
3992	0.50
3967	0.50
3866	0.02
3350	0.02
3957	1.39
3941	1.39
3339	0.15
3968	0.15
3782	1.09
3927	1.09
3401	1.72
3893	1.72
3920	4.64
3830	4.64
3348	0.03
3855	0.03
3391	0.09
3946	0.09
3946	0.57
3344	0.57
3818	0.03
3339	0.03
3353	1.01
3901	1.01
3350	0.01
3920	0.01
3378	0.03
3451	0.03
3929	1.28
3343	1.28
3697	0.01
3342	0.01
3896	0.00	249.58	2400
3974	0.00
3834	0.00
3975	0.00
3920	0.00
3952	0.00
3987	0.00
3979	0.00
3921	0.00
3958	0.00
3914	0.00
3968	0.00
3898	0.00
3959	0.00
3883	0.00
3976	0.00
3998	24.85
3994	24.85
4000	0.18
3977	0.18
3979	0.31
4000	0.31
3577	2.79
3949	2.79
3992	3.09
3981	3.09
3916	6.05
3927	6.05
3919	2.16
3941	2.16
3994	0.95
3989	0.95
3934	7.52
3957	7.52
3347	8.37
3960	8.37
3999	0.69
3999	0.69
3340	2.25
3983	2.25
4000	0.00
3188	0.00
3266	0.53
3951	0.53
3261	1.17
3929	1.17
3265	0.11
3869	0.11
4000	0.12
3201	0.12
3264	0.06
3733	0.06
3196	1.27
3975	1.27
3194	0.88
3988	0.88
3207	1.01
3949	1.01
3347	1.95
3980	1.95
3218	1.46
3973	1.46
3935	3.61
3930	3.61
3959	1.08
3194	1.08
3307	1.14
3957	1.14
3999	1.34
3950	1.34
3252	0.99
3723	0.99
3975	0.04
3196	0.04
3950	0.01
3188	0.01
3782	0.01
3188	0.01
3957	0.00
3184	0.00
3287	0.89
3935	0.89
3384	0.51
3722	0.51
3972	0.25
3187	0.25
3980	0.33
3193	0.33
3963	0.15
3846	0.15
3288	0.09
4002	0.09
3278	0.11
3706	0.11
3281	0.39
3984	0.39
3197	0.72
3873	0.72
3862	1.32
3781	1.32
3730	3.46
3957	3.46
3265	0.02
3935	0.02
3270	0.01
3748	0.01
3923	0.22
3189	0.22
3976	1.52
3229	1.52
3953	0.92
3957	0.92
turbostat: cpu60 jitter 3796 1114
Bzy_MHz	CPU%c1	PkgWatt	UncMHz
3979	1.41	500.16	2400
3881	0.00	246.69	2400
3881	0.00
3892	0.00
3926	0.00
3881	0.00
3985	0.00
3921	0.00
3990	0.00
3932	0.00
3975	0.00
3939	0.00
3999	0.00
3944	0.00
3986	0.00
3993	0.00
3999	0.00
3999	0.06
3939	0.06
3942	1.20
3512	1.20
3979	0.28
3861	0.28
3964	0.48
3893	0.48
3998	0.02
3944	0.02
3896	0.20
3773	0.20
3945	1.07
3944	1.07
3998	0.35
3909	0.35
3926	0.08
3914	0.08
3995	0.98
3966	0.98
3949	0.39
3769	0.39
3997	2.04
3970	2.04
3933	1.75
3935	1.75
3995	2.07
3974	2.07
3997	0.67
3968	0.67
3899	1.27
3998	1.27
3955	2.60
3756	2.60
3979	0.88
3997	0.88
3997	0.34
3961	0.34
3921	1.90
3836	1.90
3911	0.33
3970	0.33
3935	0.59
3648	0.59
3970	0.24
3982	0.24
3903	0.03
3866	0.03
3923	1.27
3954	1.27
3980	0.73
3920	0.73
3824	0.22
3914	0.22
3999	0.41
3985	0.41
3987	0.39
3951	0.39
3922	0.64
3904	0.64
3938	0.06
3900	0.06
3964	3.40
3937	3.40
3966	2.77
3962	2.77
3614	0.47
3938	0.47
3934	3.11
3967	3.11
3943	2.19
3956	2.19
3987	1.39
3973	1.39
3954	0.16
3943	0.16
3848	6.64
3827	6.64
3897	0.06
3849	0.06
3979	0.48
3928	0.48
3964	0.09
3887	0.09
3729	0.04
3739	0.04
3908	0.92
3962	0.92
3964	0.02
3944	0.02
3921	0.05
3732	0.05
3924	0.70
3849	0.70
3968	0.63
3877	0.63
3878	0.00	252.62	2400
3996	0.00
3925	0.00
3996	0.00
3935	0.00
3978	0.00
3995	0.00
3999	0.00
3928	0.00
3980	0.00
3911	0.00
3988	0.00
3911	0.00
3985	0.00
3915	0.00
3993	0.00
3937	28.55
3986	28.55
3999	0.00
3997	0.00
3999	0.00
4000	0.00
3992	4.98
3938	4.98
3961	2.68
3949	2.68
3990	4.71
3995	4.71
3979	14.21
3941	14.21
3921	1.24
3973	1.24
3879	8.65
3586	8.65
3902	4.78
3959	4.78
3999	0.03
3945	0.03
3918	3.22
3984	3.22
3999	0.02
3940	0.02
3966	0.91
3959	0.91
3944	0.79
3951	0.79
3946	0.10
3881	0.10
3999	0.00
3955	0.00
3908	1.57
3692	1.57
3948	0.87
3991	0.87
3956	0.74
3966	0.74
3958	2.66
3938	2.66
3954	2.41
3919	2.41
3714	2.80
3969	2.80
3973	2.21
3978	2.21
3964	2.48
3941	2.48
3965	2.44
3963	2.44
3998	1.71
3942	1.71
3999	0.34
3735	0.34
3971	2.29
3941	2.29
3943	0.61
3389	0.61
3903	1.16
3853	1.16
3718	0.30
3979	0.30
3968	0.97
3985	0.97
3983	0.19
3951	0.19
3970	0.47
3908	0.47
3970	0.12
3838	0.12
3969	0.11
3910	0.11
3945	0.15
3647	0.15
3961	0.18
3782	0.18
3974	0.52
3953	0.52
3838	0.81
3816	0.81
3904	0.58
3886	0.58
3731	4.31
3997	4.31
3972	0.07
3868	0.07
3959	0.01
3787	0.01
3890	0.00
3882	0.00
3959	2.21
3865	2.21
3978	0.62
3987	0.62
Bzy_MHz	CPU%c1	PkgWatt	UncMHz
3980	1.91	500.80	2400
3884	0.00	248.56	2400
3887	0.00
3889	0.00
3930	0.00
3898	0.00
3987	0.00
3903	0.00
3991	0.00
3934	0.00
3976	0.00
3872	0.00
3998	0.00
3940	0.00
3987	0.00
3997	0.00
3999	0.00
3999	0.91
3943	0.91
3943	0.23
3689	0.23
3924	8.24
3897	8.24
3875	0.55
3948	0.55
3998	0.00
3936	0.00
3880	0.04
3577	0.04
3959	0.86
3962	0.86
3981	2.03
3918	2.03
3966	1.04
3801	1.04
3999	0.01
3959	0.01
3994	4.40
3917	4.40
3984	1.99
3973	1.99
3913	2.35
3965	2.35
3998	2.21
3938	2.21
3856	10.47
3940	10.47
3957	9.80
3977	9.80
3946	6.89
3950	6.89
3988	0.65
3998	0.65
3907	4.47
3993	4.47
3914	4.22
3955	4.22
3911	0.92
3953	0.92
3961	0.22
3926	0.22
3960	0.88
3959	0.88
3987	4.46
3446	4.46
3961	0.61
3695	0.61
3951	3.88
3992	3.88
3991	2.79
3917	2.79
3999	1.59
3954	1.59
3924	6.50
3975	6.50
3953	0.27
3981	0.27
3938	4.12
3926	4.12
3963	1.04
3944	1.04
3948	2.05
3972	2.05
3792	1.81
3979	1.81
3999	0.88
3906	0.88
3949	2.99
3991	2.99
3958	2.81
3958	2.81
3939	2.36
3855	2.36
3968	4.98
3833	4.98
3966	0.04
3565	0.04
3992	0.55
3916	0.55
3963	1.08
3880	1.08
3961	3.03
3951	3.03
3945	6.70
3974	6.70
3983	2.62
3941	2.62
3886	0.03
3707	0.03
3969	3.49
3978	3.49
3807	1.05
3905	1.05
3887	0.00	252.11	2400
3998	0.00
3907	0.00
3993	0.00
3946	0.00
3981	0.00
3997	0.00
4000	0.00
3939	0.00
3987	0.00
3917	0.00
3990	0.00
3930	0.00
3987	0.00
3916	0.00
3990	0.00
3942	36.88
3990	36.88
4000	0.00
3998	0.00
4000	0.00
3999	0.00
3987	1.25
3936	1.25
3969	3.89
3947	3.89
3997	3.98
3917	3.98
3958	2.81
3931	2.81
3978	0.31
3992	0.31
3891	7.30
3970	7.30
3879	13.12
3942	13.12
4000	0.00
4000	0.00
3955	1.82
3974	1.82
4000	0.00
3998	0.00
3949	1.87
3972	1.87
3982	0.65
3948	0.65
3977	0.03
3966	0.03
4000	0.00
4000	0.00
3995	0.00
3937	0.00
3979	0.38
3996	0.38
3990	0.48
3973	0.48
3967	0.00
3980	0.00
3973	0.29
3976	0.29
3925	0.45
3965	0.45
3980	0.84
3966	0.84
3953	0.49
3988	0.49
3967	1.91
3957	1.91
3999	0.86
3991	0.86
3999	1.07
3877	1.07
3982	0.78
3964	0.78
3990	0.09
3942	0.09
3937	1.42
3747	1.42
3827	0.00
3992	0.00
3966	1.18
3905	1.18
3986	0.55
3992	0.55
3955	0.17
3870	0.17
3991	0.07
3965	0.07
3984	0.24
3984	0.24
3990	0.05
3970	0.05
3987	0.23
3956	0.23
3976	0.84
3947	0.84
3970	0.00
3995	0.00
3962	0.59
3986	0.59
3806	2.22
3937	2.22
3989	0.01
3933	0.01
3907	0.00
3979	0.00
3951	0.00
3997	0.00
3950	0.00
3944	0.00
3987	0.11
3994	0.11
turbostat: cpu60 jitter 814 4920
Bzy_MHz	CPU%c1	PkgWatt	UncMHz
3979	1.62	500.34	2400
3880	0.00	247.71	2400
3880	0.00
3885	0.00
3928	0.00
3897	0.00
3988	0.00
3930	0.00
3986	0.00
3936	0.00
3973	0.00
3944	0.00
3998	0.00
3940	0.00
3975	0.00
3998	0.00
3999	0.00
3921	0.23
3968	0.23
3955	4.12
3894	4.12
3938	4.43
3900	4.43
3938	0.31
3840	0.31
3999	0.00
3900	0.00
3957	0.06
3483	0.06
3990	0.83
3953	0.83
3941	4.52
3774	4.52
3921	0.41
3934	0.41
3999	0.00
3927	0.00
3975	2.48
3968	2.48
3914	4.14
3961	4.14
3912	2.80
3913	2.80
3967	1.44
3999	1.44
3994	2.43
3984	2.43
3922	9.07
3940	9.07
3963	3.81
3939	3.81
3974	0.94
3998	0.94
3991	3.45
3964	3.45
3930	1.92
3862	1.92
3972	2.65
3967	2.65
3957	2.23
3931	2.23
3959	0.02
3914	0.02
3937	2.23
3991	2.23
3923	0.88
3936	0.88
3997	2.77
3945	2.77
3948	1.05
3960	1.05
3746	0.06
3964	0.06
3999	1.56
3958	1.56
3915	1.07
3982	1.07
3916	2.55
3966	2.55
3956	1.17
3909	1.17
3688	1.94
3980	1.94
3836	1.41
3956	1.41
3999	2.47
3934	2.47
3960	2.90
3952	2.90
3959	1.22
3969	1.22
3958	8.19
3853	8.19
3910	1.34
3840	1.34
3921	0.55
3783	0.55
3982	0.42
3929	0.42
3916	0.97
3993	0.97
3917	1.49
3843	1.49
3924	2.78
3931	2.78
3979	1.77
3970	1.77
3894	0.27
3882	0.27
3993	1.85
3816	1.85
3854	2.30
3965	2.30
3911	0.00	252.68	2400
3998	0.00
3913	0.00
3992	0.00
3946	0.00
