ts,group,domain,llc_occ_MB,mbm_total_GBps,mbm_local_GBps
2.0,harvest,mon_L3_00,253.9,89.42,89.42
2.0,harvest,mon_L3_01,278.3,67.04,0.00
4.0,harvest,mon_L3_00,282.8,86.59,86.59
4.0,harvest,mon_L3_01,286.5,66.75,0.00
6.0,harvest,mon_L3_00,283.1,84.87,84.87
6.0,harvest,mon_L3_01,277.4,66.82,0.01
8.0,harvest,mon_L3_00,280.3,85.37,85.37
8.0,harvest,mon_L3_01,271.2,66.88,0.01
10.0,harvest,mon_L3_00,280.9,85.54,85.54
10.0,harvest,mon_L3_01,275.2,67.08,0.01
12.0,harvest,mon_L3_00,278.0,85.45,85.45
12.0,harvest,mon_L3_01,274.1,66.96,0.01
14.0,harvest,mon_L3_00,279.5,85.70,85.70
14.0,harvest,mon_L3_01,274.7,66.63,0.01
16.0,harvest,mon_L3_00,281.2,85.23,85.23
16.0,harvest,mon_L3_01,274.7,67.17,0.00
18.0,harvest,mon_L3_00,279.0,85.00,85.00
18.0,harvest,mon_L3_01,276.1,67.09,0.01
20.0,harvest,mon_L3_00,273.5,85.24,85.24
20.0,harvest,mon_L3_01,270.9,66.94,0.01
22.0,harvest,mon_L3_00,268.6,85.06,85.06
22.0,harvest,mon_L3_01,275.0,66.91,0.01
24.0,harvest,mon_L3_00,279.3,85.35,85.35
24.0,harvest,mon_L3_01,276.2,66.94,0.01
26.0,harvest,mon_L3_00,282.2,85.37,85.37
26.0,harvest,mon_L3_01,275.6,66.92,0.01
28.0,harvest,mon_L3_00,281.5,85.39,85.39
28.0,harvest,mon_L3_01,279.0,66.90,0.02
30.0,harvest,mon_L3_00,279.4,85.46,85.46
30.0,harvest,mon_L3_01,276.7,66.83,0.02
32.0,harvest,mon_L3_00,270.1,84.99,84.99
32.0,harvest,mon_L3_01,271.8,66.80,0.01
34.0,harvest,mon_L3_00,279.7,85.21,85.21
34.0,harvest,mon_L3_01,273.5,66.70,0.00
36.0,harvest,mon_L3_00,277.5,85.51,85.51
36.0,harvest,mon_L3_01,269.5,67.06,0.01
38.0,harvest,mon_L3_00,281.0,85.24,85.24
