core100,core101,core102,core103,core104,core105,core106,core107,core108,core109,core110,core111,core80,core81,core82,core83,core84,core85,core86,core87,core88,core89,core90,core91,core92,core93,core94,core95,core96,core97,core98,core99,sys_cpu_pct,t_s,w_3389999,w_3389999_cpu,w_3390000,w_3390000_cpu,w_3390001,w_3390001_cpu,w_3390002,w_3390002_cpu,w_3390003,w_3390003_cpu,w_3390004,w_3390004_cpu,w_3390005,w_3390005_cpu,w_3390006,w_3390006_cpu,w_3390007,w_3390007_cpu,w_3390008,w_3390008_cpu,w_3390009,w_3390009_cpu,w_3390011,w_3390011_cpu,w_3390012,w_3390012_cpu,w_3390013,w_3390013_cpu,w_3390014,w_3390014_cpu,w_3390015,w_3390015_cpu,w_3390016,w_3390016_cpu,w_3390017,w_3390017_cpu,w_3390018,w_3390018_cpu,w_3390019,w_3390019_cpu,w_3390020,w_3390020_cpu,w_3390021,w_3390021_cpu,w_3390022,w_3390022_cpu,w_3390023,w_3390023_cpu,w_3390024,w_3390024_cpu,w_3390025,w_3390025_cpu,w_3390026,w_3390026_cpu,w_3390027,w_3390027_cpu,w_3390028,w_3390028_cpu,w_3390029,w_3390029_cpu,w_3390030,w_3390030_cpu,w_3390031,w_3390031_cpu
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.0,5.562,99.3,80,101.2,81,99.3,82,99.3,83,99.3,84,99.3,85,99.3,86,99.3,87,99.3,88,99.3,89,99.3,90,99.3,91,99.3,92,101.2,93,99.3,94,99.3,95,99.3,96,99.3,97,101.2,98,101.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,101.2,105,99.2,106,97.3,107,99.3,108,99.3,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.7,6.066,99.2,80,97.2,81,99.2,82,99.2,83,99.2,84,99.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,97.2,93,99.2,94,99.2,95,97.2,96,101.2,97,99.2,98,99.2,99,99.2,100,99.2,101,99.2,102,99.2,103,101.2,104,99.2,105,99.2,106,99.2,107,99.2,108,101.2,109,101.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.3,6.57,98.5,80,100.4,81,100.3,82,98.3,83,100.3,84,98.3,85,100.3,86,100.2,87,98.3,88,98.3,89,100.2,90,98.3,91,100.2,92,100.2,93,98.3,94,100.2,95,100.2,96,98.3,97,98.3,98,98.2,99,100.2,100,100.2,101,100.2,102,100.2,103,98.2,104,100.2,105,98.2,106,100.2,107,100.2,108,96.2,109,98.2,110,100.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.5,7.079,100.9,80,99.0,81,97.1,82,99.1,83,99.1,84,99.1,85,99.1,86,99.1,87,99.1,88,101.1,89,99.2,90,99.2,91,97.2,92,99.2,93,101.1,94,99.2,95,99.2,96,99.2,97,99.2,98,99.2,99,101.2,100,99.2,101,99.2,102,99.2,103,99.2,104,97.2,105,101.2,106,101.2,107,99.2,108,101.2,109,99.2,110,97.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.6,7.583,99.2,80,99.2,81,101.2,82,101.2,83,99.2,84,101.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,101.2,92,101.2,93,99.2,94,101.2,95,101.2,96,99.2,97,99.2,98,101.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,99.2,105,99.2,106,99.2,107,99.2,108,99.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17.1,8.087,99.2,80,99.2,81,99.2,82,99.2,83,99.2,84,99.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,99.2,93,99.2,94,99.2,95,99.2,96,99.2,97,99.2,98,97.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,99.2,105,99.2,106,99.2,107,99.2,108,99.2,109,99.2,110,101.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.2,8.591,99.3,80,101.3,81,99.3,82,99.3,83,101.3,84,99.3,85,99.3,86,99.3,87,99.3,88,99.3,89,99.3,90,99.3,91,99.3,92,97.3,93,99.3,94,99.3,95,97.3,96,99.3,97,99.3,98,101.3,99,99.3,100,99.3,101,99.3,102,99.3,103,99.3,104,101.3,105,99.3,106,99.3,107,101.3,108,99.3,109,101.3,110,99.3,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.3,9.094,99.2,80,97.2,81,99.2,82,99.2,83,97.2,84,99.2,85,99.2,86,99.2,87,99.2,88,101.2,89,99.2,90,99.2,91,99.2,92,99.2,93,99.2,94,99.2,95,99.2,96,99.2,97,99.2,98,97.2,99,99.2,100,101.2,101,101.2,102,101.2,103,99.2,104,99.2,105,101.2,106,99.2,107,97.2,108,99.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.5,9.598,99.2,80,101.2,81,99.2,82,99.2,83,99.2,84,99.2,85,99.2,86,101.2,87,99.2,88,99.2,89,99.2,90,99.2,91,97.3,92,101.2,93,99.2,94,99.2,95,101.2,96,99.2,97,99.2,98,101.2,99,99.2,100,97.3,101,97.3,102,97.3,103,99.2,104,99.2,105,99.2,106,99.2,107,101.2,108,99.2,109,99.2,110,101.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.0,10.102,99.3,80,97.3,81,101.3,82,99.3,83,101.3,84,99.3,85,99.3,86,97.3,87,101.3,88,97.3,89,99.3,90,101.3,91,99.3,92,99.3,93,99.3,94,97.3,95,99.3,96,99.3,97,101.3,98,97.3,99,99.3,100,101.3,101,101.3,102,101.3,103,99.3,104,99.3,105,97.3,106,99.3,107,99.3,108,99.3,109,97.3,110,97.3,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.1,10.606,99.3,80,101.2,81,97.3,82,101.2,83,99.3,84,99.3,85,99.3,86,99.3,87,99.3,88,101.2,89,99.3,90,99.3,91,99.3,92,99.3,93,99.3,94,99.3,95,99.3,96,99.3,97,99.3,98,101.2,99,99.2,100,99.2,101,97.3,102,97.3,103,99.3,104,99.2,105,101.2,106,99.2,107,97.3,108,99.2,109,101.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.4,11.11,99.2,80,99.2,81,101.2,82,97.2,83,99.2,84,99.2,85,101.2,86,101.2,87,99.2,88,99.2,89,99.2,90,99.2,91,101.2,92,99.2,93,99.2,94,101.2,95,99.2,96,99.2,97,99.2,98,99.2,99,99.2,100,99.2,101,101.2,102,101.2,103,99.2,104,99.2,105,99.2,106,101.2,107,101.2,108,101.2,109,97.2,110,101.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.6,11.614,99.2,80,99.2,81,99.2,82,99.2,83,99.2,84,99.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,101.2,93,99.2,94,99.2,95,99.2,96,99.2,97,99.2,98,101.2,99,101.2,100,99.2,101,97.2,102,99.2,103,101.2,104,99.2,105,99.2,106,97.2,107,97.2,108,99.2,109,101.2,110,97.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.4,12.117,99.2,80,101.2,81,99.2,82,99.2,83,99.2,84,99.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,97.2,93,99.2,94,99.2,95,99.2,96,99.2,97,99.2,98,97.2,99,99.2,100,99.2,101,101.2,102,99.2,103,99.2,104,101.2,105,97.2,106,99.2,107,101.2,108,99.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.1,12.622,99.2,80,97.2,81,97.2,82,101.2,83,99.2,84,101.2,85,97.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,99.2,93,99.2,94,99.2,95,99.2,96,101.2,97,99.2,98,101.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,99.2,105,101.2,106,101.2,107,99.2,108,99.2,109,99.2,110,101.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.8,13.125,101.2,80,99.2,81,101.2,82,99.2,83,101.2,84,97.2,85,101.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,101.2,93,101.2,94,99.2,95,101.2,96,97.2,97,99.2,98,97.2,99,97.2,100,99.2,101,99.2,102,99.2,103,99.2,104,97.2,105,99.2,106,97.2,107,99.2,108,99.2,109,97.2,110,97.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.9,13.63,99.2,80,99.2,81,99.2,82,97.2,83,97.2,84,99.2,85,99.2,86,99.2,87,99.2,88,101.2,89,101.2,90,99.2,91,99.2,92,97.2,93,99.2,94,99.2,95,99.2,96,101.2,97,99.2,98,99.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,99.2,105,99.2,106,101.2,107,99.2,108,99.2,109,101.2,110,101.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.2,14.133,99.2,80,101.2,81,99.2,82,101.2,83,101.2,84,101.2,85,99.2,86,101.2,87,99.2,88,97.2,89,97.2,90,99.2,91,99.2,92,101.2,93,99.2,94,101.2,95,97.2,96,99.2,97,99.2,98,101.2,99,101.2,100,99.2,101,99.2,102,99.2,103,99.2,104,101.2,105,99.2,106,97.2,107,99.2,108,99.2,109,101.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17.1,14.637,99.2,80,97.2,81,99.2,82,99.2,83,97.2,84,99.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,99.2,93,99.2,94,99.2,95,101.2,96,99.2,97,99.2,98,97.2,99,99.2,100,101.2,101,101.2,102,99.2,103,99.2,104,99.2,105,101.2,106,101.2,107,99.2,108,99.2,109,97.2,110,97.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.4,15.141,99.2,80,99.2,81,99.2,82,101.2,83,101.2,84,99.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,99.2,93,99.2,94,99.2,95,97.3,96,99.2,97,99.2,98,101.2,99,99.2,100,99.2,101,97.3,102,99.3,103,99.3,104,99.3,105,99.3,106,99.3,107,99.3,108,99.3,109,99.3,110,101.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.0,15.645,99.2,80,101.2,81,99.2,82,99.2,83,99.2,84,99.2,85,99.2,86,99.2,87,101.2,88,101.2,89,99.2,90,101.2,91,99.2,92,99.2,93,99.2,94,97.2,95,101.2,96,99.2,97,101.2,98,99.2,99,99.2,100,99.2,101,101.2,102,99.2,103,99.2,104,99.2,105,97.2,106,99.2,107,101.2,108,101.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.2,16.149,99.2,80,99.2,81,101.2,82,97.2,83,99.2,84,99.2,85,99.2,86,97.2,87,99.2,88,99.2,89,101.2,90,99.2,91,101.2,92,99.2,93,99.2,94,99.2,95,99.2,96,99.2,97,99.2,98,97.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,99.2,105,101.2,106,99.2,107,99.2,108,97.2,109,101.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.2,16.653,99.2,80,99.2,81,99.2,82,99.2,83,99.2,84,99.2,85,99.2,86,101.2,87,99.2,88,99.2,89,97.2,90,99.2,91,99.2,92,99.2,93,99.2,94,99.2,95,99.2,96,99.2,97,99.2,98,101.2,99,99.2,100,99.2,101,97.2,102,99.2,103,99.2,104,101.2,105,99.2,106,99.2,107,97.2,108,101.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.5,17.157,99.2,80,99.2,81,99.2,82,99.2,83,99.2,84,99.2,85,101.2,86,99.2,87,99.2,88,97.2,89,99.2,90,99.2,91,97.2,92,99.2,93,99.2,94,99.2,95,99.2,96,101.2,97,99.2,98,97.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,97.2,105,99.2,106,99.2,107,101.2,108,99.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17.6,17.661,99.2,80,99.2,81,99.2,82,101.2,83,99.2,84,99.2,85,99.2,86,99.2,87,99.2,88,101.2,89,101.2,90,99.2,91,101.2,92,99.2,93,99.2,94,99.2,95,101.2,96,97.2,97,99.2,98,101.2,99,99.2,100,97.2,101,101.2,102,99.2,103,101.2,104,99.2,105,99.2,106,99.2,107,99.2,108,99.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.8,18.165,99.2,80,99.2,81,99.2,82,99.2,83,99.2,84,101.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,99.2,93,99.2,94,99.2,95,99.2,96,99.2,97,99.2,98,99.2,99,99.2,100,99.2,101,99.2,102,99.2,103,99.2,104,101.2,105,99.2,106,99.2,107,99.2,108,99.2,109,99.2,110,101.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.4,18.669,99.2,80,99.2,81,97.2,82,99.2,83,99.2,84,97.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,99.2,92,99.2,93,99.2,94,101.2,95,97.2,96,99.2,97,97.2,98,99.2,99,101.2,100,101.2,101,99.2,102,101.2,103,99.2,104,99.2,105,99.2,106,99.2,107,99.2,108,99.2,109,99.2,110,99.2,111
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.1,19.173,99.2,80,101.2,81,101.2,82,99.2,83,99.2,84,101.2,85,99.2,86,99.2,87,99.2,88,99.2,89,99.2,90,99.2,91,97.2,92,101.2,93,99.2,94,99.2,95,99.2,96,99.2,97,101.2,98,99.2,99,99.2,100,99.2,101,101.2,102,97.2,103,97.2,104,99.2,105,99.2,106,99.2,107,99.2,108,99.2,109,99.2,110,99.2,111
