worker=3 K=5120 N=27648 B=128 dtype=bf16
  t=5.0s iters=94 tflops=0.68
  t=10.0s iters=178 tflops=0.64
  t=15.1s iters=263 tflops=0.63
  t=20.1s iters=352 tflops=0.64
  t=25.1s iters=441 tflops=0.64
  t=30.1s iters=533 tflops=0.64
  t=35.1s iters=623 tflops=0.64
  t=40.1s iters=715 tflops=0.65
  t=45.2s iters=807 tflops=0.65
  t=50.2s iters=899 tflops=0.65
  t=55.2s iters=992 tflops=0.65
  t=60.3s iters=1085 tflops=0.65
  t=65.3s iters=1179 tflops=0.65
  t=70.4s iters=1273 tflops=0.66
  t=75.4s iters=1366 tflops=0.66
  t=80.4s iters=1459 tflops=0.66
  t=85.4s iters=1552 tflops=0.66
  t=90.5s iters=1646 tflops=0.66
  t=95.5s iters=1740 tflops=0.66
  t=100.5s iters=1832 tflops=0.66
  t=105.6s iters=1924 tflops=0.66
  t=110.6s iters=2018 tflops=0.66
  t=115.6s iters=2109 tflops=0.66
  t=120.7s iters=2202 tflops=0.66
  t=125.7s iters=2295 tflops=0.66
