worker=8 cpu=88 K=5120 N=27648 B=128 dtype=bf16
  t=5.0s iters=49 tflops=0.35
  t=10.1s iters=99 tflops=0.36
  t=15.1s iters=149 tflops=0.36
  t=20.2s iters=199 tflops=0.36
  t=25.3s iters=249 tflops=0.36
  t=30.3s iters=298 tflops=0.36
  t=35.4s iters=348 tflops=0.36
  t=40.5s iters=398 tflops=0.36
  t=45.6s iters=448 tflops=0.36
  t=50.7s iters=497 tflops=0.36
  t=55.8s iters=547 tflops=0.36
  t=60.9s iters=597 tflops=0.36
  t=65.9s iters=647 tflops=0.36
  t=71.0s iters=697 tflops=0.36
  t=76.1s iters=747 tflops=0.36
  t=81.1s iters=796 tflops=0.36
  t=86.1s iters=846 tflops=0.36
  t=91.2s iters=896 tflops=0.36
  t=96.3s iters=946 tflops=0.36
  t=101.3s iters=996 tflops=0.36
  t=106.4s iters=1046 tflops=0.36
  t=111.5s iters=1096 tflops=0.36
  t=116.6s iters=1146 tflops=0.36
  t=121.6s iters=1195 tflops=0.36
  t=126.7s iters=1245 tflops=0.36
  t=131.7s iters=1295 tflops=0.36
  t=136.8s iters=1345 tflops=0.36
  t=141.8s iters=1395 tflops=0.36
  t=146.9s iters=1445 tflops=0.36
  t=151.9s iters=1495 tflops=0.36
  t=157.0s iters=1545 tflops=0.36
  t=162.0s iters=1595 tflops=0.36
  t=167.1s iters=1645 tflops=0.36
  t=172.1s iters=1695 tflops=0.36
  t=177.2s iters=1745 tflops=0.36
  t=182.3s iters=1795 tflops=0.36
  t=187.3s iters=1845 tflops=0.36
  t=192.3s iters=1895 tflops=0.36
  t=197.4s iters=1945 tflops=0.36
  t=202.5s iters=1995 tflops=0.36
  t=207.5s iters=2045 tflops=0.36
  t=212.6s iters=2095 tflops=0.36
  t=217.6s iters=2145 tflops=0.36
  t=222.7s iters=2195 tflops=0.36
  t=227.7s iters=2245 tflops=0.36
  t=232.7s iters=2295 tflops=0.36
  t=237.8s iters=2344 tflops=0.36
  t=242.8s iters=2393 tflops=0.36
  t=247.8s iters=2443 tflops=0.36
  t=252.9s iters=2493 tflops=0.36
  t=257.9s iters=2543 tflops=0.36
  t=263.0s iters=2593 tflops=0.36
  t=268.0s iters=2643 tflops=0.36
  t=273.1s iters=2693 tflops=0.36
  t=278.1s iters=2743 tflops=0.36
  t=283.1s iters=2793 tflops=0.36
  t=288.1s iters=2843 tflops=0.36
  t=293.2s iters=2893 tflops=0.36
  t=298.2s iters=2943 tflops=0.36
  t=303.3s iters=2993 tflops=0.36
  t=308.3s iters=3043 tflops=0.36
  t=313.4s iters=3093 tflops=0.36
  t=318.5s iters=3143 tflops=0.36
  t=323.5s iters=3193 tflops=0.36
  t=328.5s iters=3243 tflops=0.36
  t=333.6s iters=3293 tflops=0.36
