timestamp,gpu_index,gpu_util_pct,gpu_mem_util_pct,gpu_mem_used_mib,gpu_mem_total_mib,gpu_temp_c,gpu_power_w
2026-05-25T09:53:53.865851+00:00,0,0,0,6312,81559,36,122.23
2026-05-25T09:53:53.865851+00:00,1,0,0,0,81559,26,69.68
2026-05-25T09:53:53.865851+00:00,2,0,0,0,81559,26,70.69
2026-05-25T09:53:53.865851+00:00,3,0,0,0,81559,31,73.05
2026-05-25T09:53:53.865851+00:00,4,0,0,0,81559,30,76.40
2026-05-25T09:53:53.865851+00:00,5,0,0,0,81559,28,70.61
2026-05-25T09:53:53.865851+00:00,6,0,0,0,81559,26,69.12
2026-05-25T09:53:53.865851+00:00,7,0,0,1283,81559,35,130.73
2026-05-25T09:53:55.054632+00:00,0,0,0,6312,81559,36,122.22
2026-05-25T09:53:55.054632+00:00,1,0,0,0,81559,26,69.66
2026-05-25T09:53:55.054632+00:00,2,0,0,0,81559,26,70.68
2026-05-25T09:53:55.054632+00:00,3,0,0,0,81559,31,73.08
2026-05-25T09:53:55.054632+00:00,4,0,0,0,81559,30,76.41
2026-05-25T09:53:55.054632+00:00,5,0,0,0,81559,28,70.64
2026-05-25T09:53:55.054632+00:00,6,0,0,0,81559,26,69.19
2026-05-25T09:53:55.054632+00:00,7,0,0,1283,81559,35,130.76
2026-05-25T09:53:56.239289+00:00,0,0,0,6312,81559,36,122.21
2026-05-25T09:53:56.239289+00:00,1,0,0,0,81559,26,69.68
2026-05-25T09:53:56.239289+00:00,2,0,0,0,81559,26,70.74
2026-05-25T09:53:56.239289+00:00,3,0,0,0,81559,31,73.05
2026-05-25T09:53:56.239289+00:00,4,0,0,0,81559,30,76.39
2026-05-25T09:53:56.239289+00:00,5,0,0,0,81559,28,70.60
2026-05-25T09:53:56.239289+00:00,6,0,0,0,81559,26,69.15
2026-05-25T09:53:56.239289+00:00,7,0,0,1283,81559,35,130.71
2026-05-25T09:53:57.396909+00:00,0,0,0,6312,81559,36,122.16
2026-05-25T09:53:57.396909+00:00,1,0,0,0,81559,26,69.70
2026-05-25T09:53:57.396909+00:00,2,0,0,0,81559,26,70.78
2026-05-25T09:53:57.396909+00:00,3,0,0,0,81559,31,73.04
2026-05-25T09:53:57.396909+00:00,4,0,0,0,81559,30,76.38
2026-05-25T09:53:57.396909+00:00,5,0,0,0,81559,28,70.62
2026-05-25T09:53:57.396909+00:00,6,0,0,0,81559,26,69.14
2026-05-25T09:53:57.396909+00:00,7,0,0,1283,81559,35,130.75
2026-05-25T09:53:58.566631+00:00,0,0,0,6312,81559,36,122.13
2026-05-25T09:53:58.566631+00:00,1,0,0,0,81559,26,69.71
2026-05-25T09:53:58.566631+00:00,2,0,0,0,81559,26,70.76
2026-05-25T09:53:58.566631+00:00,3,0,0,0,81559,31,73.06
2026-05-25T09:53:58.566631+00:00,4,0,0,0,81559,30,76.39
2026-05-25T09:53:58.566631+00:00,5,0,0,0,81559,28,70.64
2026-05-25T09:53:58.566631+00:00,6,0,0,0,81559,26,69.16
2026-05-25T09:53:58.566631+00:00,7,0,0,1283,81559,35,130.78
2026-05-25T09:53:59.739461+00:00,0,0,0,6312,81559,36,122.14
2026-05-25T09:53:59.739461+00:00,1,0,0,0,81559,26,69.69
2026-05-25T09:53:59.739461+00:00,2,0,0,0,81559,26,70.75
2026-05-25T09:53:59.739461+00:00,3,0,0,0,81559,31,73.06
2026-05-25T09:53:59.739461+00:00,4,0,0,0,81559,30,76.40
2026-05-25T09:53:59.739461+00:00,5,0,0,0,81559,28,70.65
2026-05-25T09:53:59.739461+00:00,6,0,0,0,81559,26,69.10
2026-05-25T09:53:59.739461+00:00,7,0,0,1283,81559,35,130.75
2026-05-25T09:54:00.911432+00:00,0,0,0,6312,81559,36,122.13
2026-05-25T09:54:00.911432+00:00,1,0,0,0,81559,27,69.68
2026-05-25T09:54:00.911432+00:00,2,0,0,0,81559,26,70.72
2026-05-25T09:54:00.911432+00:00,3,0,0,0,81559,31,73.07
2026-05-25T09:54:00.911432+00:00,4,0,0,0,81559,30,76.43
2026-05-25T09:54:00.911432+00:00,5,0,0,0,81559,28,70.62
2026-05-25T09:54:00.911432+00:00,6,0,0,0,81559,26,69.17
2026-05-25T09:54:00.911432+00:00,7,0,0,1283,81559,35,130.73
2026-05-25T09:54:02.058607+00:00,0,0,0,6312,81559,36,122.12
