session,mode,boot,tps,duration_s,e2el_p50,ttft_p95,tpot_p95,ref,throughput_ratio,duration_ratio,e2el_p50_ratio,ttft_p95_ratio,tpot_p95_ratio,"criterion(|tps|<=3%,p95<=5%)",status
S10_CORR,CORR,CORE2_162053,506.8100841398025,32.327691403,15218.016257,3168.969209,108.01304916535433,OFF_mean(probe),1.1011335475545723,0.8975906279272768,0.8306396743488352,1.0211218523196592,0.8071145194180278,False,DIAGNOSTIC_ONLY
S10_CORR,CORR,CORE2_162053,506.8100841398025,32.327691403,15218.016257,3168.969209,108.01304916535433,S15b_OFF_CLOSE2_probe,0.9939323034993524,1.0061047381992567,1.005057566718431,1.0147894959201664,1.0035889828422506,True,DESCRIPTIVE_LOW_DISTORTION
S10_CORR,CORR,CORE2_162053,506.8100841398025,32.327691403,15218.016257,3168.969209,108.01304916535433,S16b_OFF_X_probe_pinned,1.2342549544474195,0.8102053764472865,0.7078067487443369,1.0275337336409334,0.6749736791833655,False,DIAGNOSTIC_ONLY
S11_RESOURCE,RESOURCE,CORE2_162053,505.79275461445366,32.392713914,15289.906355,3122.874246,109.03956931496063,OFF_mean(probe),1.0989232212324733,0.8993960026368509,0.8345636264976022,1.0062688919729668,0.8147850677788472,False,DIAGNOSTIC_ONLY
S11_RESOURCE,RESOURCE,CORE2_162053,505.79275461445366,32.392713914,15289.906355,3122.874246,109.03956931496063,S15b_OFF_CLOSE2_probe,0.9919371642742439,1.0081283734657278,1.0098054711592475,1.0000286443049533,1.0131267592569626,True,DESCRIPTIVE_LOW_DISTORTION
S11_RESOURCE,RESOURCE,CORE2_162053,505.79275461445366,32.392713914,15289.906355,3122.874246,109.03956931496063,S16b_OFF_X_probe_pinned,1.231777410992264,0.8118349882666264,0.711150436625396,1.0125875078149094,0.6813884048807664,False,DIAGNOSTIC_ONLY
S14_FOCUS_sched,FOCUS,CORE2_162053,496.4659469580938,33.001256381,15439.025513,3199.148107,110.30942366929133,OFF_mean(probe),1.078659100364717,0.9162924153211249,0.842702945496116,1.0308462548601467,0.8242739017192491,False,DIAGNOSTIC_ONLY
S14_FOCUS_sched,FOCUS,CORE2_162053,496.4659469580938,33.001256381,15439.025513,3199.148107,110.30942366929133,S15b_OFF_CLOSE2_probe,0.9736458640253247,1.0270674759154421,1.019653886061659,1.0244535938236328,1.0249254433017914,True,DESCRIPTIVE_LOW_DISTORTION
S14_FOCUS_sched,FOCUS,CORE2_162053,496.4659469580938,33.001256381,15439.025513,3199.148107,110.30942366929133,S16b_OFF_X_probe_pinned,1.2090634616860287,0.8270864447474978,0.7180861334085378,1.0373191981544538,0.6893237263275063,False,DIAGNOSTIC_ONLY
S9_CORR,CORR,CORE2_162053,472.35878609219145,34.685498571,17448.024708,3798.19331,125.05372718897638,OFF_mean(probe),1.0262820771040329,0.963056039300888,0.9523594479547908,1.2238737369743051,0.9344489365081126,False,DIAGNOSTIC_ONLY
S9_CORR,CORR,CORE2_162053,472.35878609219145,34.685498571,17448.024708,3798.19331,125.05372718897638,S15b_OFF_CLOSE2_probe,0.9263680242977588,1.0794845825535253,1.1523360838177046,1.2162840407270896,1.1619201924212745,False,DIAGNOSTIC_ONLY
S9_CORR,CORR,CORE2_162053,472.35878609219145,34.685498571,17448.024708,3798.19331,125.05372718897638,S16b_OFF_X_probe_pinned,1.1503543245406966,0.8692973796567167,0.8115269054795267,1.2315587484505328,0.7814608974432182,False,DIAGNOSTIC_ONLY
S17_CORR_pinned,CORR,CORE3_171618,500.600069140942,32.728721009,15354.942137,3218.055541,109.08783462204724,OFF_mean(probe),1.0876412038541339,0.9087253672249168,0.8381134519064595,1.0369387072493526,0.8151457244812993,False,DIAGNOSTIC_ONLY
S17_CORR_pinned,CORR,CORE3_171618,500.600069140942,32.728721009,15354.942137,3218.055541,109.08783462204724,S15b_OFF_CLOSE2_probe,0.9817535116683669,1.018585610455954,1.01410068964914,1.0305082646495631,1.0135752099841657,True,DESCRIPTIVE_LOW_DISTORTION
S17_CORR_pinned,CORR,CORE3_171618,500.600069140942,32.728721009,15354.942137,3218.055541,109.08783462204724,S16b_OFF_X_probe_pinned,1.2191314554891353,0.8202560892818437,0.7141753226967519,1.0434499065868406,0.6816900148450521,False,DIAGNOSTIC_ONLY
S18_CORR_pinned,CORR,CORE3_171618,498.5829379750331,32.861132526,15410.946358,3160.980431,109.58422340944882,OFF_mean(probe),1.0832586336052208,0.9124018232763936,0.8411703107708467,1.0185476664405528,0.81885492999567,False,DIAGNOSTIC_ONLY
S18_CORR_pinned,CORR,CORE3_171618,498.5829379750331,32.861132526,15410.946358,3160.980431,109.58422340944882,S15b_OFF_CLOSE2_probe,0.977797608088439,1.0227065312165837,1.0177994283765566,1.0122312735251322,1.018187340852539,True,DESCRIPTIVE_LOW_DISTORTION
S18_CORR_pinned,CORR,CORE3_171618,498.5829379750331,32.861132526,15410.946358,3160.980431,109.58422340944882,S16b_OFF_X_probe_pinned,1.214219054940675,0.8235746226605366,0.7167801408880674,1.02494338380028,0.6847919489977016,False,DIAGNOSTIC_ONLY
S19_FOCUS_pinned,FOCUS,CORE3_171618,487.8963269428402,33.58090458,15510.400467,3160.650467,112.28949013385827,OFF_mean(probe),1.0600401020774062,0.9323865676820648,0.8465987797195781,1.0184413437126696,0.839069710237886,False,DIAGNOSTIC_ONLY
S19_FOCUS_pinned,FOCUS,CORE3_171618,487.8963269428402,33.58090458,15510.400467,3160.650467,112.28949013385827,S15b_OFF_CLOSE2_probe,0.9568395248690469,1.0451073288771804,1.0243677683693404,1.01212561014403,1.0433229693830397,False,DIAGNOSTIC_ONLY
S19_FOCUS_pinned,FOCUS,CORE3_171618,487.8963269428402,33.58090458,15510.400467,3160.650467,112.28949013385827,S16b_OFF_X_probe_pinned,1.18819352185539,0.8416137452411608,0.7214058613730338,1.0248363934452067,0.7016971641384354,False,DIAGNOSTIC_ONLY
S20_RESOURCE_pinned,RESOURCE,CORE3_171618,500.7670093228635,32.717810269,15430.955328,3141.139973,109.95435469291338,OFF_mean(probe),1.0880039105967603,0.9084224263855706,0.8422624534025915,1.0121545701724375,0.8216206914965581,False,DIAGNOSTIC_ONLY
S20_RESOURCE_pinned,RESOURCE,CORE3_171618,500.7670093228635,32.717810269,15430.955328,3141.139973,109.95435469291338,S15b_OFF_CLOSE2_probe,0.9820809069684139,1.018246045620519,1.0191208993463021,1.005877823224806,1.0216263667957992,True,DESCRIPTIVE_LOW_DISTORTION
S20_RESOURCE_pinned,RESOURCE,CORE3_171618,500.7670093228635,32.717810269,15430.955328,3141.139973,109.95435469291338,S16b_OFF_X_probe_pinned,1.2195380116194905,0.819982641354529,0.717710780188371,1.018510143670339,0.6871048998505053,False,DIAGNOSTIC_ONLY
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,OFF_mean(vllm),0.9633122838494517,1.0365903465986368,1.0323945360256555,1.0298899981030523,1.0136503156745238,False,DIAGNOSTIC_ONLY
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S1_OFF_A,0.9836145369770999,1.0166584189303027,1.0045692650657605,1.033041014132111,0.9896864925400966,True,DESCRIPTIVE_LOW_DISTORTION
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S6_OFF_B,0.9752303546154911,1.0253987637559485,1.0352727043013605,1.0449183424370299,0.9911277477551151,True,DESCRIPTIVE_LOW_DISTORTION
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S15_OFF_CLOSE2,0.9622418546085081,1.0392397661883601,1.029826173052066,1.0331259587036445,1.0159959320636602,False,DIAGNOSTIC_ONLY
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S8_OFF_OPEN2,0.9737503438539646,1.026957275354731,1.016349858397685,0.9974704337041679,1.0192071984227455,True,DESCRIPTIVE_LOW_DISTORTION
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S16_OFF_X_vllm,0.9941259892538491,1.0059087186228375,0.9934356955938402,0.9477436295916195,1.015679833670123,False,DIAGNOSTIC_ONLY
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S16c_OFF_X_vllm2,0.8742053926599448,1.1438959406979863,1.1568615345409698,1.069041228111278,1.0642466188246102,False,DIAGNOSTIC_ONLY
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S21_OFF_Y_vllm,0.9776384589992793,1.0228730169060762,1.0090826654464253,1.0399906905433238,0.9950350661599241,True,DESCRIPTIVE_LOW_DISTORTION
S22_CORR_vllmw,CORR,CORE4_174930,689.3787910276695,23.766324426047504,10837.468573998194,3318.8549986924045,73.18026754651292,S21c_OFF_Y_vllm2,0.9768030450946295,1.023747832300342,1.030259044863485,1.086700200940395,1.022180343139303,False,DIAGNOSTIC_ONLY
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,OFF_mean(vllm),0.9728828887036551,1.0263930281770983,1.0319188205757817,1.0013250310726112,1.0110940789591105,True,DESCRIPTIVE_LOW_DISTORTION
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S1_OFF_A,0.9933868467670675,1.0066571781722848,1.0041063711786038,1.0043886507106492,0.9871906881094571,True,DESCRIPTIVE_LOW_DISTORTION
