session,mode,boot,tps,duration_s,e2el_p50,ttft_p95,tpot_p95,ref,throughput_ratio,duration_ratio,e2el_p50_ratio,ttft_p95_ratio,tpot_p95_ratio,"criterion(|tps|<=3%,p95<=5%)",status
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S6_OFF_B,0.9849193667067231,1.0153115410286855,1.0347956626248664,1.0159365501522288,0.9886283087480937,True,DESCRIPTIVE_LOW_DISTORTION
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S15_OFF_CLOSE2,0.9718018246400677,1.0290163844571667,1.0293516410741155,1.0044712392646569,1.0134337801419462,True,DESCRIPTIVE_LOW_DISTORTION
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S8_OFF_OPEN2,0.9834246518887696,1.0168547209787713,1.0158815361495082,0.9698046537615723,1.016636948287236,True,DESCRIPTIVE_LOW_DISTORTION
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S16_OFF_X_vllm,1.0040027313840572,0.9960132265989565,0.9929779319265996,0.9214570692963847,1.0131184788895005,False,DIAGNOSTIC_ONLY
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S16c_OFF_X_vllm2,0.8828907115485698,1.1326430178951858,1.15632846613917,1.0393903649206198,1.0615627876855813,False,DIAGNOSTIC_ONLY
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S21_OFF_Y_vllm,0.9873513958508316,1.012810640874487,1.008617691836626,1.011145571315005,0.9925257736258917,True,DESCRIPTIVE_LOW_DISTORTION
S23_CORR_vllmw,CORR,CORE4_174930,696.227838957827,23.53252639900893,10832.474793947767,3226.803436107002,72.995720584061,S21c_OFF_Y_vllm2,0.9865076820246453,1.013676850389714,1.0297843134232154,1.0565595495416908,1.0196025952882923,False,DIAGNOSTIC_ONLY
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,OFF_mean(vllm),0.977814700001327,1.0212162020031734,1.0133938258148587,0.9629605680656054,1.0034928553912439,True,DESCRIPTIVE_LOW_DISTORTION
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S1_OFF_A,0.9984225982750136,1.0015798938522744,0.9860806651883651,0.9659068091116538,0.9797691659379882,True,DESCRIPTIVE_LOW_DISTORTION
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S6_OFF_B,0.9899121942262741,1.0101906066341677,1.0162190228286707,0.9770122658426377,0.9811959788030383,True,DESCRIPTIVE_LOW_DISTORTION
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S15_OFF_CLOSE2,0.9767281557262729,1.0238263268415997,1.010872732289987,0.9659862333928962,1.0058149671210872,True,DESCRIPTIVE_LOW_DISTORTION
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S8_OFF_OPEN2,0.9884099022872596,1.0117260032360258,0.9976444425335711,0.9326478529139961,1.0089940544239466,False,DIAGNOSTIC_ONLY
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S16_OFF_X_vllm,1.0090922977347727,0.9909896272569088,0.9751520035494153,0.8861526431105164,1.0055020362467904,False,DIAGNOSTIC_ONLY
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S16c_OFF_X_vllm2,0.8873663277161299,1.1269302978554105,1.1355700708565044,0.9995674782779868,1.0535821494359412,False,DIAGNOSTIC_ONLY
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S21_OFF_Y_vllm,0.9923565519959023,1.0077023202887356,0.9905109986699853,0.9724048471129358,0.9850641432403524,True,DESCRIPTIVE_LOW_DISTORTION
S24_RESOURCE_vllmw,RESOURCE,CORE4_174930,699.757209616716,23.41383522003889,10638.010331429541,3103.17266965867,72.44695187578395,S21c_OFF_Y_vllm2,0.9915085611519697,1.008564160896568,1.011297637310068,1.0160788479760154,1.0119374062238466,True,DESCRIPTIVE_LOW_DISTORTION
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,OFF_mean(vllm),0.9464804180926012,1.0550246947639768,1.0719034007702948,1.030630148565844,1.0701132743751927,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S1_OFF_A,0.9664279318434809,1.0347383048961343,1.0430132802509768,1.0337834291338108,1.0448146039714201,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S6_OFF_B,0.9581902455188869,1.0436340848559484,1.0748917141089083,1.0456692933115492,1.04633614085007,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S15_OFF_CLOSE2,0.9454286923620226,1.05772123067435,1.06923674872039,1.0338684347524119,1.0725895476972571,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S8_OFF_OPEN2,0.9567360948474624,1.0452203124618555,1.0552447069148505,0.9981872852169381,1.0759796899438214,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S16_OFF_X_vllm,0.9767557184942456,1.023797435802667,1.0314536385023816,0.9484247439701863,1.0722558418011483,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S16c_OFF_X_vllm2,0.8589304833082577,1.1642385727752946,1.2011336459300976,1.0698095153664093,1.1235279231924127,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S21_OFF_Y_vllm,0.9605562733192077,1.041063421036744,1.0476994046426236,1.0407381000650422,1.0504611070514704,False,DIAGNOSTIC_ONLY
S25_FOCUS_vllmw,FOCUS,CORE4_174930,677.3333396608197,24.188976151985116,11252.209320024122,3321.2401583383325,77.25659876279936,S21c_OFF_Y_vllm2,0.9597354565238548,1.0419537938318781,1.0696861861695108,1.0874811791595476,1.079118446553106,False,DIAGNOSTIC_ONLY
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,OFF_mean(vllm),0.9896461872998714,1.0090072866573425,0.9994773565161099,1.0118326807021225,0.9769247601525946,True,DESCRIPTIVE_LOW_DISTORTION
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S1_OFF_A,1.0105034396553432,0.9896057358707006,0.9725392749078892,1.0149284491836983,0.9538291700798377,True,DESCRIPTIVE_LOW_DISTORTION
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S6_OFF_B,1.0018900603318324,0.9981135052570475,1.0022637564043584,1.0265975293383567,0.9552182071900504,True,DESCRIPTIVE_LOW_DISTORTION
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S15_OFF_CLOSE2,0.9885464959175079,1.0115862067487897,0.9969908840040611,1.0150119044009394,0.9791853925353137,True,DESCRIPTIVE_LOW_DISTORTION
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S8_OFF_OPEN2,1.00036959076878,0.9996305457780897,0.9839442522404025,0.9799815365864031,0.9822803115316618,True,DESCRIPTIVE_LOW_DISTORTION
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S16_OFF_X_vllm,1.021302241708505,0.9791420787710511,0.9617606915310134,0.9311266048940627,0.9788807466998456,False,DIAGNOSTIC_ONLY
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S16c_OFF_X_vllm2,0.8981033962379216,1.113457541958882,1.1199758116207672,1.0502974624603432,1.0256879090957431,False,DIAGNOSTIC_ONLY
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S21_OFF_Y_vllm,1.0043639946540572,0.9956549670465235,0.9769087686662846,1.0217562751904778,0.9589839595766786,True,DESCRIPTIVE_LOW_DISTORTION
S2_CORE,CORE,CORE_153555,708.2242213497507,23.133916500024498,10491.923449502792,3260.664688824909,70.52887392750077,S21c_OFF_Y_vllm2,1.0035057431821148,0.9965065041172578,0.9974099539997751,1.0676468161282517,0.9851457362685833,False,DIAGNOSTIC_ONLY
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,OFF_mean(vllm),0.9768887195527125,1.0221841999111605,1.0047595749691467,1.000217951332986,0.9987819933253025,True,DESCRIPTIVE_LOW_DISTORTION
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S1_OFF_A,0.9974771023590121,1.0025292787523856,0.9776791261218558,1.0032781837879157,0.975169673901349,True,DESCRIPTIVE_LOW_DISTORTION
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S6_OFF_B,0.9889747575752427,1.0111481535199025,1.0075607009267866,1.0148133157013597,0.9765897886433731,True,DESCRIPTIVE_LOW_DISTORTION
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S15_OFF_CLOSE2,0.9758032042238945,1.0247967988538738,1.0022599614980752,1.0033606810307985,1.0010932039829534,True,DESCRIPTIVE_LOW_DISTORTION
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S8_OFF_OPEN2,0.9874738882912195,1.0126850055047594,0.9891443785384713,0.9687324234165228,1.0042573671718056,True,DESCRIPTIVE_LOW_DISTORTION
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S16_OFF_X_vllm,1.0081366977232895,0.9919289737774006,0.9668435781407899,0.9204382927546062,1.0007817421516867,False,DIAGNOSTIC_ONLY
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S16c_OFF_X_vllm2,0.8865260009443777,1.1279985008163813,1.125894862073015,1.0382411995858305,1.0486361449333026,False,DIAGNOSTIC_ONLY
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S21_OFF_Y_vllm,0.9914168005632419,1.0086575085593483,0.9820717125700561,1.0100276338410805,0.9804397941182047,True,DESCRIPTIVE_LOW_DISTORTION
S3_CORR,CORR,CORE_153555,699.0945467472774,23.43602889799513,10547.373061534017,3223.2358345820103,72.10685219739446,S21c_OFF_Y_vllm2,0.9905696127579035,1.009520166094981,1.0026812462705923,1.0553914017028696,1.0071869015097612,False,DIAGNOSTIC_ONLY
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,OFF_mean(vllm),0.9802469122566297,1.0186823357590984,1.007491025237969,0.9944329240275432,0.983204397676612,True,DESCRIPTIVE_LOW_DISTORTION
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S1_OFF_A,1.0009060705315591,0.9990947496890713,0.980336957884195,0.9974754568118269,0.9599603499743878,True,DESCRIPTIVE_LOW_DISTORTION
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S6_OFF_B,0.9923744977388594,1.0076840973629566,1.0102997660882065,1.0089438722131325,0.961358315765616,True,DESCRIPTIVE_LOW_DISTORTION
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S15_OFF_CLOSE2,0.9791576653158234,1.0212859842928912,1.0049846165394045,0.9975574769099015,0.9854795613236799,True,DESCRIPTIVE_LOW_DISTORTION
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S8_OFF_OPEN2,0.9908684690050665,1.0092156843017746,0.991833378719182,0.9631295010597867,0.9885943743489809,True,DESCRIPTIVE_LOW_DISTORTION
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S16_OFF_X_vllm,1.0116023097577858,0.9885307599183284,0.9694719533433878,0.9151146923838428,0.9851729572356442,False,DIAGNOSTIC_ONLY
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S16c_OFF_X_vllm2,0.8895735590629396,1.1241341312497886,1.1289556199899218,1.0322362546823372,1.0322809944024178,False,DIAGNOSTIC_ONLY
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S21_OFF_Y_vllm,0.9948249355939308,1.0052019850135538,0.9847414856283367,1.0041858696203572,0.9651482742743099,True,DESCRIPTIVE_LOW_DISTORTION
S4_CORR,CORR,CORE_153555,701.4977828162843,23.3557402479928,10576.046214497183,3204.5933904126287,70.982231014256,S21c_OFF_Y_vllm2,0.9939748354610675,1.0060616872017063,1.0054070465793408,1.0492872640310313,0.9914782179339388,True,DESCRIPTIVE_LOW_DISTORTION
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,OFF_mean(vllm),1.0921216542602503,0.9143305695871431,0.900211835769087,0.9756254770232823,0.9503446108050758,False,DIAGNOSTIC_ONLY
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S1_OFF_A,1.115138624605915,0.8967494963717139,0.8759491751509793,0.9786104671893394,0.9278774050853853,False,DIAGNOSTIC_ONLY
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S6_OFF_B,1.105633350704715,0.9044589685745409,0.9027214975860693,0.9898619834819458,0.9292286493016673,False,DIAGNOSTIC_ONLY
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S15_OFF_CLOSE2,1.0909080924973749,0.9166675056106125,0.8979723133126073,0.978690936062982,0.9525437359471113,False,DIAGNOSTIC_ONLY
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S8_OFF_OPEN2,1.1039554401991598,0.9058336628329803,0.8862214394643941,0.944914087418755,0.9555544484492678,False,DIAGNOSTIC_ONLY
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S16_OFF_X_vllm,1.1270556164699523,0.88726766043019,0.8662410929563917,0.8978073701261245,0.9522473789094454,False,DIAGNOSTIC_ONLY
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S16c_OFF_X_vllm2,0.9910998287905347,1.0089800955977628,1.0087426941921454,1.0127138432790748,0.997781012966454,True,DESCRIPTIVE_LOW_DISTORTION
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S21_OFF_Y_vllm,1.1083634549371084,0.9022311188135871,0.879884702026083,0.9851939677343838,0.9328919431726297,False,DIAGNOSTIC_ONLY
S5_RESOURCE,RESOURCE,CORE_153555,781.5591250020146,20.963225270970725,9449.892594013363,3143.985762784723,68.6099257354082,S21c_OFF_Y_vllm2,1.1074163336029006,0.9030027548415968,0.8983497623540467,1.0294423713955547,0.9583419107672211,False,DIAGNOSTIC_ONLY
S28_FOCUS2_vllmw_syswide,FOCUS,FOCUS2_183951,703.4718648320744,23.290199393988587,10698.628072976135,3189.256157382624,72.68522548045611,OFF_mean(vllm),0.9830054210472788,1.0158237104474732,1.019168368525789,0.9896735528280179,1.0067932821687127,True,DESCRIPTIVE_LOW_DISTORTION
S28_FOCUS2_vllmw_syswide,FOCUS,FOCUS2_183951,703.4718648320744,23.290199393988587,10698.628072976135,3189.256157382624,72.68522548045611,S1_OFF_A,1.0037227161742568,0.9962910910411134,0.9916995714541245,0.9927015240038137,0.9829915669482467,True,DESCRIPTIVE_LOW_DISTORTION
