worker=2 K=5120 N=27648 B=128 dtype=bf16
  t=5.0s iters=94 tflops=0.68
  t=10.1s iters=180 tflops=0.65
  t=15.1s iters=267 tflops=0.64
  t=20.1s iters=354 tflops=0.64
  t=25.1s iters=442 tflops=0.64
  t=30.2s iters=533 tflops=0.64
  t=35.2s iters=624 tflops=0.64
  t=40.2s iters=716 tflops=0.65
  t=45.2s iters=809 tflops=0.65
